iso_week,release_date,pos_date,net_pos,friday,twap_weekly,ret_1w,ret_2w,ret_4w,net_pos_chg,pos_pct,pos_z,pos_z52,regime
2023-W15,2023-04-14,2023-04-11,47338,2023-04-16,82.68,-0.0267900338655056,-0.0846032897919691,-0.198294629898404,-12526,0.0308641975308642,-1.53357226352351,-2.27430771979562,Extreme Short (<10th)
2023-W16,2023-04-21,2023-04-18,52834,2023-04-23,77.95,0.0606799230275818,0.032264271969211,-0.112123155869147,5496,0.0555555555555556,-1.38543123359295,-1.80370961622424,Extreme Short (<10th)
2023-W17,2023-04-28,2023-04-25,62348,2023-04-30,76.65666667,0.0168717658382888,0.0785754663182774,-0.0126755664211561,9514,0.12962962962963,-1.12898768214473,-1.10058806408754,Short (10-40th)
2023-W18,2023-05-05,2023-05-02,83014,2023-05-07,71.355,0.0742998622381053,0.0924251979538925,0.127671501646696,20666,0.333333333333333,-0.571949377096498,0.359036878793011,Short (10-40th)
2023-W19,2023-05-12,2023-05-09,69372,2023-05-14,70.06333333,0.0184357010808523,0.0941053333695278,0.180075170140353,-13642,0.209876543209877,-0.939660427007849,-0.57897355709284,Short (10-40th)
2023-W20,2023-05-19,2023-05-16,59799,2023-05-21,71.91833333,-0.0257931450036287,-0.00783295863399831,0.0838682765675822,-9573,0.0925925925925926,-1.19769428427228,-1.24949123101565,Extreme Short (<10th)
2023-W21,2023-05-26,2023-05-23,73461,2023-05-28,72.89,-0.0133305895184525,-0.0387798966936479,0.0516760415694884,13662,0.222222222222222,-0.829444147643568,-0.28087183164019,Short (10-40th)
2023-W22,2023-06-02,2023-05-30,84151,2023-06-04,71.85,0.0144745998608212,0.000951055393180258,-0.00688935281837147,10690,0.358024691358025,-0.541302297214574,0.450945522779969,Short (10-40th)
2023-W23,2023-06-09,2023-06-06,91088,2023-06-11,70.30666667,0.0219514507385761,0.0367437890652028,-0.00346102797252687,6937,0.450617283950617,-0.354320069298209,0.905751500804481,Neutral (40-60th)
2023-W24,2023-06-16,2023-06-13,84030,2023-06-18,71.10875,-0.0112796713484628,0.0104241742401602,0.011385143600471,-7058,0.351851851851852,-0.544563771854603,0.376265411098175,Short (10-40th)
2023-W25,2023-06-23,2023-06-20,74735,2023-06-24,69.3929685263934,0.0247255811365668,0.0131670133589838,0.0503946083856678,-9295,0.234567901234568,-0.795104323747727,-0.30429516489962,Short (10-40th)
2023-W26,2023-06-30,2023-06-27,82168,2023-07-01,70.4707120570492,-0.015293495683473,0.00905394488471035,0.0195724990239096,7433,0.327160493827161,-0.594752745240832,0.227031881804117,Short (10-40th)
2023-W27,2023-07-07,2023-07-03,63401,2023-07-08,73.6729669763935,-0.0434658063977571,-0.0580945579587073,-0.0456924764204501,-18767,0.141975308641975,-1.10060476647572,-1.10065163326151,Short (10-40th)
2023-W28,2023-07-14,2023-07-11,51130,2023-07-15,75.2475085286886,-0.0209248330354325,-0.0634811246915661,-0.0550019344110326,-12271,0.0493827160493827,-1.43136142191203,-1.90637460349334,Extreme Short (<10th)
