contract_code,expiry_date,trading_date,trading_day_relative,M1M2_daily,M1M2_close,c1_contract,c1_volume,c2_volume,low_c1_volume,price_source,covid_negative_price
CLG16,2016-01-20,2015-12-28,-15,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2015-12-29,-14,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2015-12-30,-13,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2015-12-31,-12,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-04,-11,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-05,-10,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-06,-9,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-07,-8,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-08,-7,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-11,-6,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-12,-5,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-13,-4,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-14,-3,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-15,-2,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-19,-1,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-20,0,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-21,1,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-22,2,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-25,3,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-26,4,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-27,5,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-28,6,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-01-29,7,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-02-01,8,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-02-02,9,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-02-03,10,,,,,,FALSE,unavailable,FALSE
CLG16,2016-01-20,2016-02-04,11,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-01-28,-16,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-01-29,-15,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-01,-14,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-02,-13,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-03,-12,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-04,-11,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-05,-10,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-08,-9,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-09,-8,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-10,-7,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-11,-6,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-12,-5,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-16,-4,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-17,-3,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-18,-2,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-19,-1,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-22,0,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-23,1,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-24,2,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-25,3,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-26,4,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-02-29,5,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-01,6,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-02,7,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-03,8,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-04,9,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-07,10,,,,,,FALSE,unavailable,FALSE
CLH16,2016-02-22,2016-03-08,11,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-02-25,-17,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-02-26,-16,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-02-29,-15,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-01,-14,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-02,-13,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-03,-12,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-04,-11,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-07,-10,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-08,-9,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-09,-8,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-10,-7,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-11,-6,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-14,-5,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-15,-4,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-16,-3,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-17,-2,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-18,-1,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-21,0,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-22,1,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-23,2,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-24,3,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-28,4,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-29,5,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-30,6,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-03-31,7,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-04-01,8,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-04-04,9,,,,,,FALSE,unavailable,FALSE
CLJ16,2016-03-21,2016-04-05,10,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-03-28,-17,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-03-29,-16,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-03-30,-15,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-03-31,-14,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-01,-13,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-04,-12,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-05,-11,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-06,-10,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-07,-9,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-08,-8,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-11,-7,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-12,-6,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-13,-5,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-14,-4,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-15,-3,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-18,-2,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-19,-1,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-20,0,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-21,1,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-22,2,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-25,3,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-26,4,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-27,5,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-28,6,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-04-29,7,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-05-02,8,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-05-03,9,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-05-04,10,,,,,,FALSE,unavailable,FALSE
CLK16,2016-04-20,2016-05-05,11,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-04-25,-19,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-04-26,-18,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-04-27,-17,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-04-28,-16,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-04-29,-15,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-02,-14,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-03,-13,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-04,-12,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-05,-11,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-06,-10,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-09,-9,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-10,-8,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-11,-7,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-12,-6,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-13,-5,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-16,-4,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-17,-3,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-18,-2,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-19,-1,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-20,0,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-23,1,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-24,2,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-25,3,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-26,4,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-27,5,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-05-31,6,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-06-01,7,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-06-02,8,,,,,,FALSE,unavailable,FALSE
CLM16,2016-05-20,2016-06-03,9,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-05-27,-16,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-05-31,-15,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-01,-14,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-02,-13,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-03,-12,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-06,-11,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-07,-10,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-08,-9,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-09,-8,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-10,-7,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-13,-6,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-14,-5,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-15,-4,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-16,-3,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-17,-2,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-20,-1,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-21,0,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-22,1,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-23,2,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-24,3,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-27,4,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-28,5,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-29,6,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-06-30,7,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-07-01,8,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-07-05,9,,,,,,FALSE,unavailable,FALSE
CLN16,2016-06-21,2016-07-06,10,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-06-27,-16,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-06-28,-15,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-06-29,-14,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-06-30,-13,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-01,-12,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-05,-11,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-06,-10,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-07,-9,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-08,-8,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-11,-7,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-12,-6,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-13,-5,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-14,-4,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-15,-3,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-18,-2,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-19,-1,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-20,0,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-21,1,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-22,2,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-25,3,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-26,4,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-27,5,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-28,6,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-07-29,7,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-08-01,8,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-08-02,9,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-08-03,10,,,,,,FALSE,unavailable,FALSE
CLQ16,2016-07-20,2016-08-04,11,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-07-28,-17,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-07-29,-16,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-01,-15,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-02,-14,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-03,-13,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-04,-12,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-05,-11,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-08,-10,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-09,-9,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-10,-8,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-11,-7,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-12,-6,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-15,-5,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-16,-4,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-17,-3,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-18,-2,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-19,-1,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-22,0,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-23,1,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-24,2,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-25,3,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-26,4,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-29,5,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-30,6,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-08-31,7,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-09-01,8,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-09-02,9,,,,,,FALSE,unavailable,FALSE
CLU16,2016-08-22,2016-09-06,10,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-08-26,-16,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-08-29,-15,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-08-30,-14,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-08-31,-13,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-01,-12,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-02,-11,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-06,-10,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-07,-9,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-08,-8,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-09,-7,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-12,-6,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-13,-5,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-14,-4,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-15,-3,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-16,-2,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-19,-1,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-20,0,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-21,1,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-22,2,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-23,3,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-26,4,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-27,5,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-28,6,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-29,7,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-09-30,8,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-10-03,9,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-10-04,10,,,,,,FALSE,unavailable,FALSE
CLV16,2016-09-20,2016-10-05,11,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-09-26,-18,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-09-27,-17,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-09-28,-16,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-09-29,-15,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-09-30,-14,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-03,-13,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-04,-12,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-05,-11,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-06,-10,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-07,-9,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-10,-8,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-11,-7,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-12,-6,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-13,-5,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-14,-4,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-17,-3,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-18,-2,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-19,-1,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-20,0,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-21,1,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-24,2,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-25,3,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-26,4,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-27,5,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-28,6,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-10-31,7,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-11-01,8,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-11-02,9,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-11-03,10,,,,,,FALSE,unavailable,FALSE
CLX16,2016-10-20,2016-11-04,11,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-24,-19,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-25,-18,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-26,-17,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-27,-16,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-28,-15,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-10-31,-14,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-01,-13,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-02,-12,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-03,-11,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-04,-10,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-07,-9,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-08,-8,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-09,-7,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-10,-6,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-11,-5,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-14,-4,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-15,-3,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-16,-2,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-17,-1,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-18,0,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-21,1,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-22,2,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-23,3,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-28,4,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-29,5,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-11-30,6,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-12-01,7,,,,,,FALSE,unavailable,FALSE
CLZ16,2016-11-18,2016-12-02,8,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-11-28,-15,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-11-29,-14,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-11-30,-13,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-01,-12,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-02,-11,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-05,-10,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-06,-9,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-07,-8,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-08,-7,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-09,-6,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-12,-5,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-13,-4,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-14,-3,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-15,-2,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-16,-1,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-19,0,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-20,1,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-21,2,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-22,3,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-27,4,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-28,5,,,,,,FALSE,unavailable,FALSE
CLF17,2016-12-19,2016-12-29,6,,,,,,FALSE,unavailable,FALSE
