product,regime,tier,spread_target,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,alpha_used,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_refinery_util_dev,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_sx_cushing,coef_sx_util,coef_td3c_z52,coef_td3c_wow_ws_z,coef_sx_td3c,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_rig_chg_wow_z,coef_td3c_storage_cost_z,coef_bdi_z52,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_cftc_mm_net_chg_z,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sin_ann,coef_cos_ann,coef_sx_cftc,coef_sx_5yr_dev
LCO,Warm-Up,tier3_full,m1m6,33,0.001,-0.0813,0.3968,0.6667,0.6429,28,0,0.0648101552082376,-1.55559747432377e-05,0,0,0,-0.000555224430551433,0,0,0,0,0,0,0,0,0,0,-5.4777165392529e-05,9.09266932666074e-06,0,3.08248280580802e-05,-0.000315351265348712,0.000282043193666586,0.00016658202012687,-9.83763596977403e-05,-5.18362279246768e-05,-2.28163592828804e-05
LCO,Warm-Up,tier3_full,fly123,33,0.1104,-0.0348,0.1673,0.5455,0.5714,28,0,-0.00121100197036881,-0.00261885072380953,0,0,0,-0.000545160582773622,0,0,0,0,0,0,0,0,0,0,0.00231883495326857,0.00213801455126366,0,0.0124963770241021,-0.0185398744364806,-0.0109186040989316,0.00842968424704394,-0.00718513119103921,-0.00871167411455335,-0.00278169452526681
LCO,Warm-Up,tier3_full,fly136,33,0.2873,0.0824,0.1432,0.7576,0.75,28,0,0.0265237873999494,4.03884888677327e-05,0,0,0,0.0278831206825165,0,0,0,0,0,0,0,0,0,0,0.000978138288440376,0.00431225002191444,0,0.023766605188346,-0.0553497054510323,-0.0586313583632676,0.0482360857772696,0.000779126718409035,0.000470746084143767,-0.010250835278799
LCO,Deep-Backwardation,tier2_physical,m1m2,70,0.0184,-0.0464,0.3244,0.6286,0.6346,52,1,0.0982453038698205,-0.0420231666442769,0,0,0,-0.000784636061537561,0,0,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_physical,m2m3,70,0.0111,-0.0373,0.2415,0.6714,0.6731,52,1,0.0419485116032615,-0.0142118632321088,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_physical,m1m6,70,0,-0.0289,0.9592,0.6286,0.6346,52,1,0.224689762147419,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_physical,fly123,70,0,-0.077,0.2873,0.5286,0.5962,52,1,0.0589342957907439,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_physical,fly136,70,0,-0.0474,0.3666,0.5571,0.5769,52,1,0.0658984743204198,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_freight,m1m2,70,0,-0.031,0.3274,0.6286,0.6346,52,1,0.102114207012332,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_freight,m2m3,70,0.0194,-0.0182,0.2405,0.6857,0.6923,52,1,0.042773096045156,-0.0129279790964163,0,0,,0,0,,0,0.0242252738599625,0,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_freight,m1m6,70,0.0535,-0.0031,0.9332,0.6429,0.6538,52,1,0.242982971280319,-0.238583798540153,0,0,,0.0778164222764532,0,,0.236045166779721,0.0897921938044303,-0.288465878957426,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_freight,fly123,70,0,-0.0209,0.2873,0.5286,0.5962,52,1,0.0589342957907439,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier2_freight,fly136,70,0,-0.0413,0.3666,0.5571,0.5769,52,1,0.0658984743204198,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,tier3_full,m1m2,70,0,-0.0527,0.3274,0.6286,0.6346,52,1,0.102114207012332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,tier3_full,m2m3,70,0,-0.0442,0.2429,0.6714,0.6731,52,1,0.0431799112215879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.74104484800333e-17,0,0,0,0,0
LCO,Deep-Backwardation,tier3_full,m1m6,70,0,-0.0315,0.9592,0.6286,0.6346,52,1,0.224689762147419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,tier3_full,fly123,70,0,-0.0416,0.2873,0.5286,0.5962,52,1,0.0589342957907439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88172050057102e-17,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,tier3_full,fly136,70,0.0224,0.0025,0.3625,0.5571,0.5769,52,1,0.0649381730449737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201231270665369,0,0,0,0,0,0,0,0,0
LCO,Easing-Backwardation,tier2_physical,m1m2,64,0,-0.0126,0.3829,0.5625,0.5435,46,1,0.0203609006946561,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_physical,m2m3,64,0,-0.0539,0.1677,0.6562,0.6522,46,1,0.0406499787655419,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_physical,m1m6,64,0.022,-0.0211,0.7566,0.6406,0.6087,46,1,0.126043872680292,-0.0598568623218887,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_physical,fly123,64,0,-0.0994,0.3049,0.5156,0.5435,46,1,-0.0202890780708858,0,0,0,0,-1.84999919042635e-17,0,0,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_physical,fly136,64,0,-0.0232,0.3479,0.5625,0.6304,46,1,0.00399002158881456,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_freight,m1m2,64,0,-0.035,0.3829,0.5625,0.5435,46,1,0.0203609006946561,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_freight,m2m3,64,0,-0.0108,0.1677,0.6562,0.6522,46,1,0.0406499787655419,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_freight,m1m6,64,0.0088,-0.0422,0.7617,0.625,0.587,46,1,0.120623222619728,-0.0193604041058476,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_freight,fly123,64,0,-0.0766,0.3049,0.5156,0.5435,46,1,-0.0202890780708858,0,0,0,,-1.84999919042635e-17,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier2_freight,fly136,64,0,-0.0403,0.3479,0.5625,0.6304,46,1,0.00399002158881456,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,tier3_full,m1m2,64,0.2808,-0.0211,0.3247,0.6406,0.6087,46,1,-0.221689871755006,0,0,0,0,-0.0106992337871159,0,0,-0.000727715358414685,0,0,0,0,0,0,0,0,0.00475316164193987,0,0.568944038923516,0,0,0,0.321568330616989,0.0538401160017298,-0.0607884995138081
LCO,Easing-Backwardation,tier3_full,m2m3,64,0,-0.0476,0.1677,0.6562,0.6522,46,1,0.0406499787655419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Easing-Backwardation,tier3_full,m1m6,64,0.0605,-0.0106,0.7416,0.7031,0.6522,46,1,0.114006509180388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118966880861219,0,-0.153707253367236,0,0,0.00294856151913471,0
LCO,Easing-Backwardation,tier3_full,fly123,64,0.1139,0.0049,0.287,0.4844,0.4783,46,1,0.00283209360545035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182260711837733,0,-0.0889745029880895,-0.0490913792532426,0,0.0015626034560827,0
LCO,Easing-Backwardation,tier3_full,fly136,64,0.2848,0.0453,0.2942,0.625,0.6304,46,1,-0.238894531724185,0.0544770118142776,0,0,0,-0.0156747079007802,0,0,0,0,-0.0140868808933765,0,0,0,0.0148492579890361,0,-0.018453376251129,0.00721895004405214,0,0.518178495016464,0,4.70462776563272e-05,-0.00735241522883798,0.282085200097344,0.0620755764104126,-0.0138842318759995
LCO,Backwardation-Deficit,tier2_physical,m1m2,16,0.0138,-0.0205,0.278,0.6875,0.6364,11,0,0.152780629437791,-0.00700207094880243,0,0,0,-0.00098837042120653,0,0,,,,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_physical,m2m3,16,0.3576,-0.0506,0.1124,0.875,0.8182,11,0,0.096781628093301,-0.141925462975723,0,0,0,0.0452868736241069,0,0,,,,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_physical,m1m6,16,0.0403,-0.307,0.6231,0.6875,0.5455,11,0,0.357742075836891,-0.035311376750043,0,0,0,-0.00734079138409737,0,0,,,,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_physical,fly123,16,4e-04,-0.2045,0.1871,0.75,0.7273,11,0,0.0814750191802031,-0.000273468886460875,0,0,0,3.89166470164078e-05,0,0,,,,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_physical,fly136,16,4e-04,-0.184,0.2545,0.5625,0.5455,11,0,0.0947855002027713,-0.000371616943963256,0,0,0,-1.44240512234294e-05,0,0,,,,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_freight,m1m2,16,0.0014,-0.1247,0.2797,0.6875,0.6364,11,0,0.150107813967655,-0.000449480475887937,0,0,,-7.34631832029125e-05,0,,-8.66362844893555e-05,-0.000245513190267763,1.96172189668578e-05,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_freight,m2m3,16,0.1168,-0.0045,0.1318,0.75,0.6364,11,0,0.0768655706420357,-0.019105037030482,0,0,,-0.00414315069382499,0,,0.000536686163758377,0.00643127090458728,0.0023223499343413,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_freight,m1m6,16,0.0012,-0.1179,0.6357,0.6875,0.5455,11,0,0.3426301828469,-0.000931499787918847,0,0,,-0.000229485278171073,0,,-3.19586145692083e-05,5.38308345940541e-05,9.61185834491834e-05,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_freight,fly123,16,0.0039,-0.5117,0.1868,0.75,0.7273,11,0,0.0814955347399453,-0.00028202288039424,0,0,,4.05729540274647e-05,0,,-0.000203618303588203,-0.000693469808992886,-4.09955746074389e-05,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier2_freight,fly136,16,0.0174,-0.2432,0.2524,0.5625,0.5455,11,0,0.0958089699221397,-0.00300072343940995,0,0,,-2.9116386917926e-05,0,,-0.00149989060822841,-0.00569939737428433,-0.000176373790601079,,,,,,,,,,,,,,,
LCO,Backwardation-Deficit,tier3_full,m1m2,16,0.087,-0.1916,0.2675,0.6875,0.6364,11,0,0.15043545360532,-0.00472323271695757,0,0,0,-0.000505043582949825,0,0,-0.00086209573997242,-0.0024871786809857,0.000350765192767743,0,0,0,-0.00326663277397569,0,-0.000412502113891709,0.000119297634297997,0,0.00979443075357877,-0.00912464324050785,-0.00652334926300488,0.00383871461696845,-0.00638307134630493,0.00294690406387491,0.00198368946147871
LCO,Backwardation-Deficit,tier3_full,m2m3,16,0.2994,-0.0353,0.1174,0.75,0.6364,11,0,0.0674470836470045,-0.0111937631510613,0,0,0,-0.000954292555740365,0,0,0.000952958836701306,0.00566313442011065,0.00216255798712133,0,0,0,-0.00135482082910569,0,-0.0018868843442439,0.000668488687139941,0,0.0176142299590097,-0.0145546673420271,-0.00532831191084115,-0.000431914894048958,-0.0122219475537352,0.00625619343895038,0.0109526828524647
LCO,Backwardation-Deficit,tier3_full,m1m6,16,0.2812,-0.1382,0.5393,0.6875,0.5455,11,0,0.342100981105699,-0.0485073207425277,0,0,0,-0.000722541723511611,0,0,9.94504706422704e-05,0.0110445418458812,0.00897495477658723,0,0,0,-0.0119816124415617,0,-0.00512638238720873,0.00277649443319242,0,0.0788264978936627,-0.0646864679427609,-0.0490364984580078,0.0142945881554745,-0.0548064292161815,0.0332117049633165,0.0327941728922763
LCO,Backwardation-Deficit,tier3_full,fly123,16,0.2786,-0.0575,0.159,0.75,0.6364,11,0,0.0857950565845392,-0.00641485448067213,0,0,0,0.00271916323387256,0,0,-0.00396747560227403,-0.0155340107521849,0.00111582309756901,0,0,0,-0.0118350646520472,0,0.00107436871422577,-0.00134341943115087,0,0.0203147553316399,-0.0203210128136925,-0.0260211383109849,0.0167666744638444,-0.0114523664350868,0.00172395511704687,-0.00576296308087909
LCO,Backwardation-Deficit,tier3_full,fly136,16,0.0088,-0.3066,0.2535,0.5625,0.5455,11,0,0.0946995859965546,-0.00027799212603714,0,0,0,-9.57272986406172e-06,0,0,-0.000142261822043862,-0.000538005976633769,-2.31627752888528e-05,0,0,0,-0.000552519516843957,0,-4.82404970316499e-05,-4.1030333301952e-05,0,0.000957629018782965,-0.00101754832781276,-0.000512293225834125,0.000479339645450784,-0.000557175938940498,-1.73471269184157e-05,2.22336025020719e-06
LCO,Stable-Elevated,tier2_physical,m1m2,49,0.2325,0.0917,0.2698,0.6327,0.5862,29,1,0.0648268753433032,-0.197025636772884,0,0,0,0.132159290205311,0,0,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_physical,m2m3,49,0,-0.0506,0.1443,0.6327,0.6897,29,1,0.0383464910415568,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_physical,m1m6,49,0.0666,-0.034,0.5289,0.6531,0.7241,29,1,0.170786548772614,-0.171702486095003,0,0,0,0.105380674855225,0,0,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_physical,fly123,49,0,-0.0328,0.3175,0.551,0.5862,29,1,0.0696885191332047,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_physical,fly136,49,0.1533,0.054,0.3518,0.551,0.5172,29,1,0.0977328870510207,-0.103135635853723,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_freight,m1m2,49,0.2246,0.0555,0.2712,0.6939,0.7241,29,1,0.115371014741448,-0.0999910984979086,0,0,,0,0,,0,0.0373034765932256,0,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_freight,m2m3,49,0,-0.0262,0.1443,0.6327,0.6897,29,1,0.0383464910415568,0,0,0,,0,0,,0,1.37214117686552e-17,0,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_freight,m1m6,49,0.159,-0.0022,0.502,0.6327,0.6897,29,1,0.205978646549078,-0.0965906074305376,0,0,,0,0,,0,0.106419281408013,0.0102715626907516,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_freight,fly123,49,0.1648,0.1019,0.2902,0.5306,0.5517,29,1,0.0718084749927998,-0.106887896962364,0,0,,0.0135996750786509,0,,0,0.0263963555324159,0,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier2_freight,fly136,49,0.1581,0.0964,0.3508,0.5102,0.4483,29,1,0.0982503698359663,-0.109103134562664,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,Stable-Elevated,tier3_full,m1m2,49,0.2237,0.1078,0.2714,0.6939,0.7241,29,1,0.0940948816543803,-0.0552659244416113,0,0,0,0,0,0,0,0.0189482672638202,0,0,0,0,0,0,0.00556269027216959,0,0,0,0,0,0,0,0,0.0697578799700031
LCO,Stable-Elevated,tier3_full,m2m3,49,0,-0.1873,0.1443,0.6327,0.6897,29,1,0.0383464910415568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.961966291604e-17
LCO,Stable-Elevated,tier3_full,m1m6,49,0,-0.0402,0.5474,0.6122,0.6552,29,1,0.2039737144793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Stable-Elevated,tier3_full,fly123,49,0,-0.119,0.3175,0.551,0.5862,29,1,0.0696885191332047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Stable-Elevated,tier3_full,fly136,49,0.1441,-0.0394,0.3536,0.5714,0.5517,29,1,0.0911126789199064,-0.0793898662875711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185550740009751
LCO,ALL_REGIMES,tier2_physical,m1m2,269,0.0388,0.0257,0.3192,0.5948,0.5873,189,1,0.075489575069263,-0.053125151803427,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_physical,m2m3,269,0.0095,0.0036,0.1797,0.6245,0.6296,189,1,0.0337948778858255,-0.0125813608383023,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_physical,m1m6,269,0.0191,-4e-04,0.7364,0.6283,0.619,189,1,0.16617070931976,-0.078786814610551,0,0,0,-0.00570511813411229,0,0,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_physical,fly123,269,0.0265,-0.0058,0.2764,0.5502,0.5767,189,1,0.0416946971834375,-0.0370708255057144,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_physical,fly136,269,0.0345,0.0158,0.3305,0.539,0.5608,189,1,0.0523981965904169,-0.0535081253178717,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_freight,m1m2,269,0.0381,0.0207,0.3193,0.6022,0.5979,189,1,0.075489575069263,-0.0506199557911215,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_freight,m2m3,269,0.0209,0.0043,0.1787,0.6283,0.6349,189,1,0.0337948778858255,-0.015917780143691,0,0,,-0.000611190332442568,0,,0,0.020956861770326,0,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_freight,m1m6,269,0.0227,-2e-04,0.7351,0.6283,0.619,189,1,0.16617070931976,-0.0683492189740815,0,0,,0,0,,0,0.038730968222671,0,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_freight,fly123,269,0.0247,-0.0013,0.2766,0.5539,0.582,189,1,0.0416946971834375,-0.0313864670165292,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier2_freight,fly136,269,0.0351,0.0132,0.3304,0.539,0.5608,189,1,0.0522895009311703,-0.0524294993242204,0,0,,0,0,,-0.00298341830078583,0,0,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,tier3_full,m1m2,269,0.065,0.0242,0.3148,0.5762,0.5608,189,1,0.0523966535336791,-0.0156898520082993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100102115852112,0,0,0.0658932758188646,0,-0.00882957241794119,-0.00758061272514617,0,0.0189250030408738,0
LCO,ALL_REGIMES,tier3_full,m2m3,269,0.04,0.0012,0.1769,0.6245,0.6243,189,1,0.0548718345311925,-0.00614828792418989,0,0,0,0,0,0,0,0.0133243673676948,0,0,0,0,0,0,0,-0.00265324032008464,0,0.00615897238667003,-0.0196197691997782,-0.0163046826062043,0,0,0.00841226304073447,0
LCO,ALL_REGIMES,tier3_full,m1m6,269,0,-0.0169,0.7436,0.6245,0.6138,189,1,0.16617070931976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16868222336843e-17,0
LCO,ALL_REGIMES,tier3_full,fly123,269,0.041,-0.0046,0.2743,0.5279,0.5397,189,1,0.02327162812314,-0.0106537977321181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113547165693622,0,0,0.045545964100517,0,0,-0.00158501752541741,0,0.000265010945969903,0
LCO,ALL_REGIMES,tier3_full,fly136,269,0.0778,0.0249,0.323,0.5874,0.5926,189,1,0.0184089320155886,-0.00737910618322292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265430683716507,0,0,0.0923391313150046,0,-0.00810692471504313,-0.0148294429656997,0,0.0173375612571265,0
HO,Warm-Up,tier2_physical,m1m2,68,0,-0.0197,1.0776,0.4853,0.5208,48,1,-0.0137963547237097,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_physical,m2m3,68,0,-0.0172,1.0232,0.5882,0.5208,48,1,0.219707847593586,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_physical,m1m6,68,0,-0.0196,2.7264,0.6324,0.5625,48,1,0.138560276292335,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_physical,fly123,68,0,-0.0207,1.3541,0.6176,0.5833,48,1,-0.233504202317295,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_physical,fly136,68,0,-0.043,1.5284,0.5,0.5208,48,1,0.273262709447417,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_freight,m1m2,68,0,-0.0322,1.0776,0.4853,0.5208,48,1,-0.0137963547237097,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_freight,m2m3,68,0,-0.0597,1.0232,0.5882,0.5208,48,1,0.219707847593586,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_freight,m1m6,68,0,-0.0199,2.7264,0.6324,0.5625,48,1,0.138560276292335,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_freight,fly123,68,0,-0.0355,1.3541,0.6176,0.5833,48,1,-0.233504202317295,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Warm-Up,tier2_freight,fly136,68,0,-0.0412,1.5284,0.5,0.5208,48,1,0.273262709447417,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Warm-Up,tier3_full,m1m2,68,0,-0.015,1.0776,0.4853,0.5208,48,1,-0.0137963547237097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03092616481522e-17
HO,Warm-Up,tier3_full,m2m3,68,0,-0.0597,1.0232,0.5882,0.5208,48,1,0.219707847593586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Warm-Up,tier3_full,m1m6,68,0,-0.0858,2.7264,0.6324,0.5625,48,1,0.138560276292335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Warm-Up,tier3_full,fly123,68,0,-0.0371,1.3541,0.6176,0.5833,48,1,-0.233504202317295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Warm-Up,tier3_full,fly136,68,0,-0.0072,1.5284,0.5,0.5208,48,1,0.273262709447417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Deep-Backwardation,tier2_physical,m1m2,18,0,-0.1765,7.1726,0.5556,0.5333,15,0,1.19884843940276,-0.00521612678174999,0,0,0,0.00755276984725515,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_physical,m2m3,18,6e-04,-0.1443,1.6215,0.6667,0.6667,15,0,0.292999795831469,-0.000439662572792066,0,0,0,0.00211162929097144,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_physical,m1m6,18,1e-04,-0.1288,8.4972,0.6667,0.6667,15,0,1.34450510112186,-0.00948573183983656,0,0,0,0.00447329437515385,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_physical,fly123,18,1e-04,-0.1336,6.8016,0.5,0.5333,15,0,0.9067665432789,-5.81045765093382e-05,0,0,0,-0.00719184653223642,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_physical,fly136,18,2e-04,-0.1377,7.4814,0.5,0.5333,15,0,1.64041973547712,0.00161308000566884,0,0,0,0.00881330861830353,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_freight,m1m2,18,2e-04,-0.1586,7.172,0.5556,0.5333,15,0,1.20497528612882,-0.00094162993023062,0,0,,0.00159935352243195,0,,-0.00213823100912954,0.0014454348693869,-0.00533863343654626,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_freight,m2m3,18,0.0191,-0.1795,1.6065,0.6667,0.6667,15,0,0.30360034147597,-0.00382675096251501,0,0,,0.0228013584977724,0,,-0.0140563894334091,-0.0621941761617573,-0.00217732810643029,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_freight,m1m6,18,4e-04,-0.1263,8.4961,0.6667,0.6667,15,0,1.35328844764936,-0.00445361461138443,0,0,,0.0021890726680042,0,,-0.00404169242913466,5.53975285679654e-05,-0.00631418474766637,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_freight,fly123,18,3e-04,-0.1571,6.8008,0.5,0.5333,15,0,0.909913602866437,-2.7764938305117e-05,0,0,,-0.00330639393078383,0,,0.000944419266817966,0.0160110036118968,-0.00510784876461227,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier2_freight,fly136,18,0.0115,-0.0629,7.4393,0.5,0.5333,15,0,1.78890105531422,0.0522871872071078,0,0,,0.181878780178599,0,,-0.0831087696363644,-0.374410895952703,-0.0589253486431356,,,,,,,,,,,,,,,
HO,Deep-Backwardation,tier3_full,m1m2,18,0.0028,-0.1628,7.1627,0.5556,0.5333,15,0,1.20838829827378,-9.66829641324633e-05,0,0,0,0.000141113792186297,0,0,-0.000202816427717571,0.000111698271675772,-0.000495052877959974,0,0,0,0.000989803882357089,0,0.00421683183915098,-0.000185604792128664,0,-0.0083310521377397,-0.00144407132878005,0.0312660076307191,0.0036694579493866,0.000868776032943231,0.000476289303789494,-0.00286501802273436
HO,Deep-Backwardation,tier3_full,m2m3,18,0.0031,-0.1195,1.6195,0.6667,0.6667,15,0,0.292096387732502,-0.000198978267840718,0,0,0,0.000992803009415168,0,0,-0.000645177585384955,-0.00286979858060433,-0.000137299770449038,0,0,0,-0.00343819398948479,0,0.000539800661223707,0.000215458337086429,0,-0.000511917734340318,-0.00126139333971926,0.00502529961059349,-0.000615064884763323,-0.00125660911020556,-0.000235878612800051,-0.000853056648335187
HO,Deep-Backwardation,tier3_full,m1m6,18,0.0026,-0.1818,8.4868,0.6667,0.6667,15,0,1.35682635396448,-0.000553139460883886,0,0,0,0.000256523987552936,0,0,-0.000498370825565003,-2.23653254345121e-05,-0.000772971604463573,0,0,0,4.70224969304763e-05,0,0.00423707160582196,-0.000126293664554611,0,-0.00921472414218267,-0.0025262416928818,0.037041495796734,0.00396642918503502,0.000132924261455257,0.000874956587710916,-0.0026916757466113
HO,Deep-Backwardation,tier3_full,fly123,18,0.003,-0.0782,6.7916,0.5,0.5333,15,0,0.915969469425088,-1.03898644190657e-05,0,0,0,-0.000290715538365568,0,0,7.7040157026211e-05,0.00137340922727816,-0.000442787121781577,0,0,0,0.00251674047196506,0,0.00405978077139998,-0.000283536015687349,0,-0.00826527485882122,-0.000914262908215917,0.0296468954818818,0.00400531049546283,0.00143759201993545,0.000587559166430443,-0.00254144938890706
