product,regime,tier,spread_target,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,alpha_used,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_refinery_util_dev,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_sx_cushing,coef_sx_util,coef_td3c_z52,coef_td3c_wow_ws_z,coef_sx_td3c,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_rig_chg_wow_z,coef_td3c_storage_cost_z,coef_bdi_z52,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_cftc_mm_net_chg_z,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sin_ann,coef_cos_ann,coef_sx_cftc,coef_sx_5yr_dev
HO,Deep-Backwardation,tier3_full,fly136,18,0.0027,-0.1336,7.4722,0.5,0.5333,15,0,1.64567456347981,0.000174633592225094,0,0,0,0.000929987219327924,0,0,-0.000505019280409712,-0.00233424299257148,-0.000382953090119029,0,0,0,-0.00107709754032767,0,0.00503802055877017,-6.68860904402319e-05,0,-0.00859946421863918,-0.00161912437926647,0.032613564318275,0.00313040751142524,0.000548519121133983,-9.63220524462754e-05,-0.00405781189562388
HO,Easing-Backwardation,tier2_physical,m1m2,47,0,-0.0641,0.6348,0.4894,0.5,28,1,-0.0238993217775142,0,0,0,0,-6.24646664058419e-17,0,0,,,,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_physical,m2m3,47,0,-0.1028,0.5246,0.5532,0.4643,28,1,0.0404305544809791,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_physical,m1m6,47,0,-0.0366,1.6166,0.4894,0.3929,28,1,0.0575900076873492,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_physical,fly123,47,0,-0.018,0.6702,0.5532,0.5,28,1,-0.0643298762584933,0,0,0,0,-2.19799761630811e-17,0,0,,,,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_physical,fly136,47,0,-0.062,1.1338,0.6383,0.5357,28,1,-0.0245275422804196,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_freight,m1m2,47,0,-0.0733,0.6348,0.4894,0.5,28,1,-0.0238993217775142,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_freight,m2m3,47,0,-0.0844,0.5246,0.5532,0.4643,28,1,0.0404305544809791,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_freight,m1m6,47,0,-0.083,1.6166,0.4894,0.3929,28,1,0.0575900076873492,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_freight,fly123,47,0,-0.0416,0.6702,0.5532,0.5,28,1,-0.0643298762584933,0,0,0,,0,0,,0,1.0853531832954e-16,0,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier2_freight,fly136,47,0,-0.0235,1.1338,0.6383,0.5357,28,1,-0.0245275422804196,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Easing-Backwardation,tier3_full,m1m2,47,0,-0.0756,0.6348,0.4894,0.5,28,1,-0.0238993217775142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Easing-Backwardation,tier3_full,m2m3,47,0.2363,0.0178,0.4584,0.6383,0.5,28,1,0.0410589440559446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230598310708834,0,0.0997656440105141,0,0,0.0920079012985257,0,-0.082181096916747,-0.146173911007841,0,-0.00604411598715562,0
HO,Easing-Backwardation,tier3_full,m1m6,47,0,-0.0446,1.6166,0.4894,0.3929,28,1,0.0575900076873492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Easing-Backwardation,tier3_full,fly123,47,0,-0.0729,0.6702,0.5532,0.5,28,1,-0.0643298762584933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Easing-Backwardation,tier3_full,fly136,47,0,-0.0961,1.1338,0.6383,0.5357,28,1,-0.0245275422804196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Stable-Elevated,tier2_physical,m1m2,94,0.0951,0.0206,0.6525,0.6064,0.6,70,1,-0.0448810805666216,-0.226560469111316,0,0,0,0.262133632008396,0,0,,,,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_physical,m2m3,94,0.0063,-0.0159,0.3698,0.5638,0.5286,70,1,0.0860945750589474,-0.00661033239586214,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_physical,m1m6,94,0.0649,-0.0151,1.4569,0.5426,0.5286,70,1,0.0131790876039657,-0.410620721487487,0,0,0,0.476606049321716,0,0,,,,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_physical,fly123,94,0.0554,-0.0056,0.5623,0.5,0.5143,70,1,-0.125469518578975,-0.116328423670743,0,0,0,0.181954793316424,0,0,,,,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_physical,fly136,94,0.0462,-0.0054,0.9493,0.6702,0.6429,70,1,0.0624194699803308,-0.24758514890774,0,0,0,0.188882477647768,0,0,,,,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_freight,m1m2,94,0.0931,-0.0637,0.6532,0.5638,0.5429,70,1,-0.00996428538056968,-0.114493198288246,0,0,,0.125565160565798,0,,-0.0336146248194395,-0.0200444049012373,0,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_freight,m2m3,94,0.0288,0.002,0.3656,0.5638,0.5286,70,1,0.0960510796137797,-0.0390589443348682,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_freight,m1m6,94,0,-0.0464,1.5067,0.4681,0.4429,70,1,0.108914427534018,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_freight,fly123,94,0,-0.0241,0.5785,0.5319,0.5571,70,1,-0.0765134075738643,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier2_freight,fly136,94,0,-0.0263,0.972,0.5319,0.4714,70,1,0.0743238224200324,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,Stable-Elevated,tier3_full,m1m2,94,0,-0.036,0.6859,0.4574,0.4143,70,1,0.0075528587015804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Stable-Elevated,tier3_full,m2m3,94,0.0834,-0.029,0.3551,0.5106,0.5,70,1,0.0689764166503433,-0.0382202744701544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201770244434001,0,0.083676478093362,0,0.0193903251724421
HO,Stable-Elevated,tier3_full,m1m6,94,0,-0.0482,1.5067,0.4681,0.4429,70,1,0.108914427534018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Stable-Elevated,tier3_full,fly123,94,0,-0.01,0.5785,0.5319,0.5571,70,1,-0.0765134075738643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Stable-Elevated,tier3_full,fly136,94,0,-0.0375,0.972,0.5319,0.4714,70,1,0.0743238224200324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,Deep-Contango,tier2_physical,m1m2,19,4e-04,-0.0346,0.1205,0.6316,0.6923,13,0,-0.044387798157609,-0.000186608363098842,0,0,0,-0.000160384700216093,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_physical,m2m3,19,3e-04,-0.077,0.1437,0.6842,0.6923,13,0,0.000543367826679742,-0.000102914847326801,0,0,0,-0.00168123958406263,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_physical,m1m6,19,5e-04,-0.0456,0.4343,0.6316,0.6154,13,0,-0.0807054381624428,-0.000289260348415044,0,0,0,-0.00511423918990954,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_physical,fly123,19,5e-04,-0.0965,0.1034,0.7895,0.8462,13,0,-0.0445619969942374,-0.000133162171139687,0,0,0,0.00106023768126642,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_physical,fly136,19,6e-04,-0.1687,0.2161,0.5789,0.6154,13,0,-0.00790122376848973,-5.44704662686262e-05,0,0,0,0.00254944272853884,0,0,,,,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_freight,m1m2,19,0.0404,-0.0559,0.118,0.6316,0.6923,13,0,-0.04616824897434,-0.00174025549400363,0,0,,-0.00197589885493833,0,,-0.00336817447158199,-0.00655254689113657,-0.00162324340248519,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_freight,m2m3,19,0.0514,-0.0083,0.14,0.7368,0.7692,13,0,0.0068519961360136,-0.000752957124256808,0,0,,-0.0155689192119915,0,,-0.00295706019461366,-0.0151835214603677,-0.0038953828433139,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_freight,m1m6,19,0.0024,-0.2078,0.4339,0.6316,0.6154,13,0,-0.0820546442924321,-0.000225023236675777,0,0,,-0.0039897134664144,0,,-0.000416840744533861,-0.00150104273027274,-0.000627050270643283,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_freight,fly123,19,0.0011,-0.0451,0.1034,0.7895,0.8462,13,0,-0.044169460553346,-6.88062262733168e-05,0,0,,0.000550184897649453,0,,-6.03002416334918e-05,0.000297133446060209,8.5296193886662e-05,,,,,,,,,,,,,,,
HO,Deep-Contango,tier2_freight,fly136,19,0.0016,-0.2039,0.216,0.5789,0.6154,13,0,-0.00814755885409384,-5.17728059184059e-05,0,0,,0.00245475379494537,0,,-0.000213530833214702,-0.000516695437445924,9.14096235562855e-05,,,,,,,,,,,,,,,
HO,Deep-Contango,tier3_full,m1m2,19,0.0722,-0.109,0.1161,0.6316,0.6923,13,0,-0.0461626927116421,-0.00107082855232826,0,0,0,-0.00147651788327435,0,0,-0.00207850061128808,-0.00431997483359346,-0.000987435124167905,0,0,0,-0.0064834694782688,0,-0.00218180057771741,0.000272779514321864,0,-3.56336754116343e-05,0.00654579375693153,-0.000246692702510167,-0.00175222813528688,0.00197879017696852,-0.00356601267555462,0.00205001848480266
HO,Deep-Contango,tier3_full,m2m3,19,0.0038,-0.1852,0.1435,0.7368,0.7692,13,0,-0.000562219265366384,-2.345727997698e-05,0,0,0,-0.000388437401313825,0,0,-8.30183535266664e-05,-0.000412695996142639,-0.00010926705943368,0,0,0,-0.000320952524685517,0,-0.000148901622871871,1.23432377848311e-05,0,-4.23220784659042e-05,0.00056120870674896,-6.17612003316363e-05,-7.47138754624711e-05,0.000183121845123917,-0.000217082338565556,0.000103829457798458
HO,Deep-Contango,tier3_full,m1m6,19,0.0045,-0.0656,0.4335,0.6316,0.6154,13,0,-0.0826492239563192,-0.000148145700612764,0,0,0,-0.00264406886459625,0,0,-0.000274167161717879,-0.000993542542735221,-0.000413892689787389,0,0,0,-0.00133702713694208,0,-0.000304009131732365,2.41724291162131e-05,0,-5.12624920186505e-05,0.00192913976388503,-0.000173955414781561,-0.000293336091722957,0.00082223537909042,-0.000708859384622551,0.000482725722133685
HO,Deep-Contango,tier3_full,fly123,19,0.0017,-0.1166,0.1033,0.7895,0.8462,13,0,-0.0442929595743921,-6.82461853762552e-05,0,0,0,0.000550814663879372,0,0,-6.01251905185512e-05,0.0002970199278508,8.48447997065756e-05,0,0,0,-9.04713613231878e-05,0,6.31885315051379e-05,3.50940610190621e-06,0,5.6346267409816e-05,-0.000303959436228033,9.50163094668819e-05,-5.37887990985151e-05,-0.00010483759621384,3.78450005244011e-05,2.80475712236295e-05
HO,Deep-Contango,tier3_full,fly136,19,0.0033,-0.2149,0.2158,0.5789,0.6154,13,0,-0.00874335561882723,-5.54480535513518e-05,0,0,0,0.00264215497977506,0,0,-0.000229741544548943,-0.000557205342112069,9.85971386308276e-05,0,0,0,-0.00018398473540265,0,-0.000370371247371397,4.93477841867996e-05,0,-8.40538265162622e-05,5.49156458905934e-05,5.31269959568347e-05,-0.000133818823189458,-0.000291979894758993,-0.000234080481822924,-1.99637573528574e-05
HO,ALL_REGIMES,tier2_physical,m1m2,269,0.0186,-0.0088,2.3139,0.5353,0.5185,189,1,0.167738835711994,-0.336168159373324,0,0,0,0.221430733184418,0,0,,,,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_physical,m2m3,269,0,-0.0082,0.7706,0.5651,0.5238,189,1,0.1375444951313,-2.67868682214469e-17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_physical,m1m6,269,0.0199,0.0058,3.1568,0.5725,0.5608,189,1,0.309282295385108,-0.35713885754376,0,0,0,0.110267906317455,0,0,,,,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_physical,fly123,269,0.0156,-0.0032,2.2562,0.5316,0.545,189,1,0.0301943405806949,-0.290475297156235,0,0,0,0.220408008476512,0,0,,,,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_physical,fly136,269,0.0081,-0.0061,2.4848,0.4907,0.4921,189,1,0.30128436630148,-0.226657659124529,0,0,0,0.154707066047879,0,0,,,,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_freight,m1m2,269,0.0231,0.0093,2.3086,0.5502,0.5397,189,1,0.184184303198825,-0.361211747749571,0,0,,0.242020997909802,0,,0.181385455658601,-0.000773518046096582,-0.25066750868837,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_freight,m2m3,269,0,-0.0134,0.7706,0.5651,0.5238,189,1,0.1375444951313,-2.67868682214469e-17,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_freight,m1m6,269,0.0254,0.0052,3.1479,0.5539,0.5397,189,1,0.322362370318687,-0.55883441622621,0,0,,0.306080672658698,0,,0.108409358133287,0.100107015589621,-0.2326609574766,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_freight,fly123,269,0.0197,-6e-04,2.2515,0.5279,0.5291,189,1,0.0385212390108375,-0.230303294880237,0,0,,0.157984351344009,0,,0.0929128715373052,0,-0.125926916728616,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier2_freight,fly136,269,0.0082,-0.0123,2.4847,0.4981,0.5132,189,1,0.30128436630148,-0.162153922631658,0,0,,0.0917452068768897,0,,0,-0.0705504440904446,0,,,,,,,,,,,,,,,
HO,ALL_REGIMES,tier3_full,m1m2,269,0,-0.0177,2.3357,0.5056,0.4762,189,1,0.167738835711994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,ALL_REGIMES,tier3_full,m2m3,269,0.0119,-0.0254,0.766,0.5651,0.5238,189,1,0.135698528879413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304789525172143
HO,ALL_REGIMES,tier3_full,m1m6,269,0,-0.0114,3.1886,0.5428,0.5079,189,1,0.309282295385108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO,ALL_REGIMES,tier3_full,fly123,269,0.0179,0.0049,2.2536,0.5576,0.5503,189,1,-0.0733521699067158,-0.0827846439519147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320161049667971,0,0,0,0
HO,ALL_REGIMES,tier3_full,fly136,269,0.0323,-0.0066,2.4542,0.5353,0.5503,189,1,0.230348579647332,-0.0765033516272966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176890710052739,0,0.42745074798496,0,0,0.0242499200443173,0.0856315174725395
LGO,Warm-Up,tier2_physical,m1m2,68,0,-0.1028,0.9504,0.6324,0.6667,48,1,0.162221189335272,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_physical,m2m3,68,0.0046,-0.0514,0.8278,0.5735,0.5417,48,1,0.0407499014027394,0,0,0,0,-0.050891339994797,0,0,,,,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_physical,m1m6,68,0,-0.0807,2.7693,0.6618,0.6458,48,1,0.232415590857522,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_physical,fly123,68,0,-0.0481,0.5491,0.4559,0.4583,48,1,0.0659766620772742,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_physical,fly136,68,0,-0.0524,1.3576,0.5441,0.5208,48,1,0.284515842329018,0,0,0,0,-6.80579144919736e-18,0,0,,,,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_freight,m1m2,68,0,-0.0359,0.9504,0.6324,0.6667,48,1,0.162221189335272,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_freight,m2m3,68,0,-0.0355,0.8297,0.5735,0.5417,48,1,0.0962445272579976,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_freight,m1m6,68,0,-0.0143,2.7693,0.6618,0.6458,48,1,0.232415590857522,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_freight,fly123,68,0,-0.0403,0.5491,0.4559,0.4583,48,1,0.0659766620772742,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Warm-Up,tier2_freight,fly136,68,0,-0.061,1.3576,0.5441,0.5208,48,1,0.284515842329018,0,0,0,,-6.80579144919736e-18,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Warm-Up,tier3_full,m1m2,68,0,-0.1511,0.9504,0.6324,0.6667,48,1,0.162221189335272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Warm-Up,tier3_full,m2m3,68,0,-0.0924,0.8297,0.5735,0.5417,48,1,0.0962445272579976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Warm-Up,tier3_full,m1m6,68,0,-0.1659,2.7693,0.6618,0.6458,48,1,0.232415590857522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Warm-Up,tier3_full,fly123,68,0,-0.0169,0.5491,0.4559,0.4583,48,1,0.0659766620772741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23272086301054e-16,0,0,0,0,0
LGO,Warm-Up,tier3_full,fly136,68,0,-0.0523,1.3576,0.5441,0.5208,48,1,0.284515842329018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Deep-Backwardation,tier2_physical,m1m2,18,0.0011,-0.0718,2.044,0.6111,0.6667,15,0,0.179328502328161,-0.0018910775124644,0,0,0,-0.00291698512389697,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_physical,m2m3,18,0.0938,-0.0507,0.7825,0.5,0.4667,15,0,-0.108541809267778,-0.136270206763632,0,0,0,-0.044545184019925,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_physical,m1m6,18,8e-04,-0.2274,3.2742,0.3333,0.2667,15,0,-0.0378514852444858,-0.00368042398518473,0,0,0,-0.00259880593169963,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_physical,fly123,18,5e-04,-0.0203,1.9873,0.6111,0.6,15,0,0.19010977577362,-0.000449603462462068,0,0,0,-0.00214712383821568,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_physical,fly136,18,0.099,-0.2204,2.3656,0.5,0.4667,15,0,0.225140963684321,-0.124564488964328,0,0,0,-0.39310670831827,0,0,,,,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_freight,m1m2,18,0.0018,-0.1386,2.0433,0.6111,0.6667,15,0,0.179079543163233,-0.00207163695365188,0,0,,-0.00319991730673359,0,,0.000327736936784119,-0.00637898013705055,0.000150843459838347,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_freight,m2m3,18,0.0013,-0.1533,0.8215,0.3889,0.3333,15,0,-0.0100699079074589,-0.000923243625405494,0,0,,-0.000515549220782279,0,,-0.000240399805949396,-0.000702203007292944,-0.000306417335202847,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_freight,m1m6,18,0.0017,-0.2517,3.2727,0.3333,0.2667,15,0,-0.0376906432641378,-0.00530295351086179,0,0,,-0.00374908211350664,0,,-0.00103787504439533,-0.0100304379788121,-0.00114341050254539,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_freight,fly123,18,0.001,-0.1924,1.9867,0.6111,0.6,15,0,0.189526701241664,-0.000453253913602543,0,0,,-0.00215004132845299,0,,0.000684690987009136,-0.00480618038728825,0.000625228217812066,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier2_freight,fly136,18,0.0014,-0.1083,2.4905,0.6667,0.7333,15,0,0.375977504263953,-0.00164446198313975,0,0,,-0.00295841903034731,0,,0.000435758561360497,-0.00390252033447834,0.000142626576439857,,,,,,,,,,,,,,,
LGO,Deep-Backwardation,tier3_full,m1m2,18,0.0032,-0.0869,2.0419,0.6111,0.6667,15,0,0.176723309042564,-0.00168154258200618,0,0,0,-0.00259869866498818,0,0,0.00026272750708991,-0.00521317673019486,0.000120657283183735,0,0,0,0.00252708201692848,0,-0.00203537785032411,-0.000102696269513946,0,-0.000177140280329,0.000818333206013801,-0.00158265420375203,-0.000429752746477915,0.000144971592828789,0.00198660265897949,0.00644752336587752
LGO,Deep-Backwardation,tier3_full,m2m3,18,0.003,-0.0964,0.8208,0.3889,0.3333,15,0,-0.0118542585706688,-0.000917591482625221,0,0,0,-0.000511814677203024,0,0,-0.000237635101997366,-0.000697096527925381,-0.00030314347494163,0,0,0,-0.00020801645760917,0,-0.000655602196837386,9.68869363194675e-06,0,0.000230224543146718,-0.00106943438979758,0.00207246918407404,0.000290706454039181,-0.000962447059366229,0.000501737598421019,0.00173021648038594
LGO,Deep-Backwardation,tier3_full,m1m6,18,0.0029,-0.2524,3.2709,0.3333,0.2667,15,0,-0.0436428436447573,-0.00335859803367793,0,0,0,-0.0023746026696933,0,0,-0.000656294624904922,-0.00637686475522655,-0.000722571075705024,0,0,0,-0.000866545438394752,0,-0.00779289775084268,9.76277556966856e-05,0,-5.03626944448246e-05,-0.00243253477722647,0.00660496452804958,-0.000545245527614159,-0.00303322547349824,0.00219146703863574,0.00821725357871804
LGO,Deep-Backwardation,tier3_full,fly123,18,0.0025,-0.07,1.9853,0.6111,0.6,15,0,0.189247576776607,-0.00045518304999116,0,0,0,-0.00214480598304268,0,0,0.000674144196480974,-0.00483304390549362,0.000616779158218607,0,0,0,0.00320015287107951,0,-0.00127716664243293,-0.00013192404200875,0,-0.000556430643750535,0.00262218114435751,-0.00510811912698548,-0.000945130638572115,0.00169156529480861,0.00146518715438354,0.00457412074314864
LGO,Deep-Backwardation,tier3_full,fly136,18,0.1365,-0.0887,2.3158,0.7222,0.6667,15,0,0.233315165173808,-0.062222961518406,0,0,0,-0.128550503802966,0,0,0.0200095735201,-0.230298503991937,0.0125722857276973,0,0,0,0.163808457177722,0,0.11745799936835,-0.0094923425803799,0,0.00559000935192439,0.0582178382133239,-0.172558947857228,0.00629541943898396,0.042177842419603,0.0937266492540733,0.260155640177875
LGO,Easing-Backwardation,tier2_physical,m1m2,47,0,-0.1329,0.5292,0.5106,0.5357,28,1,0.0380619351981911,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_physical,m2m3,47,0,-0.1671,0.3697,0.5319,0.4643,28,1,0.0427707040409037,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_physical,m1m6,47,0,-0.0277,1.1988,0.5532,0.5357,28,1,0.208369944628767,-3.19986923475834e-17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_physical,fly123,47,0,-0.1251,0.4453,0.5957,0.5357,28,1,-0.00470876884271252,0,0,0,0,-1.46052628286263e-17,0,0,,,,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_physical,fly136,47,0,-0.1487,0.7202,0.5106,0.5714,28,1,-0.0467046661505772,0,0,0,0,-3.54324122421116e-17,0,0,,,,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_freight,m1m2,47,0.0188,-0.0215,0.5242,0.5106,0.5357,28,1,0.0406680183700338,0,0,0,,0,0,,0,0.0304403746133168,0,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_freight,m2m3,47,0,-0.124,0.3697,0.5319,0.4643,28,1,0.0427707040409037,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_freight,m1m6,47,0,-0.0927,1.1988,0.5532,0.5357,28,1,0.208369944628767,0,0,0,,0,0,,0,0,0,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_freight,fly123,47,0.0436,-0.0282,0.4355,0.5745,0.5714,28,1,0.00105637961660264,0,0,0,,0,0,,0,0.0673398610984666,0,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier2_freight,fly136,47,0.0201,-0.0191,0.7129,0.5745,0.6429,28,1,-0.0403714501863876,0,0,0,,0,0,,0,0.0739751779758644,0,,,,,,,,,,,,,,,
LGO,Easing-Backwardation,tier3_full,m1m2,47,0.2126,-0.0115,0.4696,0.5745,0.5,28,1,0.109319952352469,0,0,0,0,-0.0137384067841623,0,0,0,0.287801880700741,0,0,0,0,0,0,0.129255413933813,-0.00223201886079514,0,0,0,0,-0.0877495327142462,0.0377763530100092,-0.00739310762668298,0
LGO,Easing-Backwardation,tier3_full,m2m3,47,0.0782,-0.0887,0.355,0.6383,0.5357,28,1,0.0562259066072529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609045757029886,0,0,0,0,0,-0.00889250739758695,0,0,0
LGO,Easing-Backwardation,tier3_full,m1m6,47,0.2279,0.0674,1.0534,0.6383,0.5714,28,1,0.297977854546146,0,0,0,0,0,0,0,0,0.215424335689969,0,0,0,0,0,0,0.329811025663088,0,0,0,0,0,-0.271511028427553,0,0,0
LGO,Easing-Backwardation,tier3_full,fly123,47,0.0317,-0.0113,0.4382,0.617,0.6071,28,1,-0.000689575693383882,0,0,0,0,0,0,0,0,0.0469462166176115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Easing-Backwardation,tier3_full,fly136,47,0,-0.0699,0.7202,0.5106,0.5714,28,1,-0.0467046661505772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGO,Stable-Elevated,tier2_physical,m1m2,94,0,-0.0743,0.6864,0.4574,0.4571,70,1,0.0600460353965144,-9.91523741286758e-17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_physical,m2m3,94,0,-0.0353,0.4589,0.4894,0.5,70,1,0.0522470665220937,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
LGO,Stable-Elevated,tier2_physical,m1m6,94,0.0918,-0.0278,1.391,0.5745,0.5714,70,1,-0.0397089748711863,-0.476907817541831,0,0,0,0.542404217244095,0,0,,,,,,,,,,,,,,,,,,
