product,tier,spread_target,regime,estimator,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
LCO,tier1_baseline,fly136,ALL_REGIMES,OLS,184,0.0056,0.011,0.1893,0.5815,0.5868,167,0.8,10,1.0787
LCO,tier1_baseline,fly136,Deep-Backwardation,OLS,50,-0.0208,0,0.1929,0.58,0.587,46,0.7778,9,1.1174
LCO,tier1_baseline,fly136,Easing-Backwardation,OLS,44,0.0014,0.0246,0.1852,0.6364,0.65,40,1,1,0.6313
LCO,tier1_baseline,fly136,Stable-Elevated,OLS,31,0.1983,0.225,0.216,0.4839,0.44,25,,,
LCO,tier2_freight,fly136,ALL_REGIMES,OLS,184,,,,,,167,0.7,10,1.0643
LCO,tier2_freight,fly136,Deep-Backwardation,Lasso,56,-0.0838,0,0.3924,0.5714,0.5769,52,0.7778,9,1.0996
LCO,tier2_freight,fly136,Easing-Backwardation,Lasso,50,-0.0523,0,0.39,0.62,0.6304,46,0,1,0.6665
LCO,tier2_freight,fly136,Stable-Elevated,Ridge,35,-0.1094,0.0688,0.4171,0.5143,0.4828,29,,,
LCO,tier2_freight,fly136,Warm-Up,Ridge,29,2e-04,0.1422,0.1666,0.7586,0.75,28,,,
LCO,tier2_physical,fly136,ALL_REGIMES,OLS,184,,,,,,167,0.7,10,1.0761
LCO,tier2_physical,fly136,Deep-Backwardation,Lasso,56,-0.1238,0.0141,0.3896,0.5714,0.5769,52,0.7778,9,1.1124
LCO,tier2_physical,fly136,Easing-Backwardation,Lasso,50,-0.0116,0,0.39,0.62,0.6304,46,0,1,0.6665
LCO,tier2_physical,fly136,Stable-Elevated,Ridge,35,0.0047,0.2975,0.3623,0.5143,0.4828,29,,,
LCO,tier2_physical,fly136,Warm-Up,Ridge,29,-0.0614,0.0759,0.173,0.7241,0.7143,28,,,
LCO,tier3_full,fly136,ALL_REGIMES,Lasso,206,0.0232,0.0802,0.3448,0.5631,0.5661,189,0.7,10,8.6609
LCO,tier3_full,fly136,Deep-Backwardation,Lasso,56,-0.0099,0,0.3924,0.5714,0.5769,52,0.7778,9,1.0996
LCO,tier3_full,fly136,Easing-Backwardation,Lasso,50,0.0263,0.4565,0.2875,0.66,0.6739,46,0,1,27.1889
LCO,tier3_full,fly136,Stable-Elevated,Ridge,35,-0.0447,0.1073,0.4084,0.5143,0.4828,29,,,
LCO,tier3_full,fly136,Warm-Up,Ridge,29,0.075,0.2083,0.1601,0.7241,0.7143,28,,,
LCO,tier1_baseline,m1m2,ALL_REGIMES,OLS,184,0.004,0.0095,0.169,0.587,0.5952,168,0.7,10,1.5411
LCO,tier1_baseline,m1m2,Deep-Backwardation,OLS,50,0.0541,0.0734,0.1664,0.64,0.6596,47,0.6667,9,1.616
LCO,tier1_baseline,m1m2,Easing-Backwardation,OLS,44,-0.007,0.0164,0.2164,0.5682,0.575,40,1,1,0.4971
LCO,tier1_baseline,m1m2,Stable-Elevated,OLS,31,-0.0153,0.0186,0.1721,0.6774,0.68,25,,,
LCO,tier2_freight,m1m2,ALL_REGIMES,OLS,184,,,,,,168,1,10,1.5224
LCO,tier2_freight,m1m2,Deep-Backwardation,Lasso,56,-0.0395,0.0096,0.3531,0.6071,0.6346,52,1,9,1.5616
LCO,tier2_freight,m1m2,Easing-Backwardation,Lasso,50,0.0129,0.0607,0.4156,0.54,0.5435,46,1,1,1.1085
LCO,tier2_freight,m1m2,Stable-Elevated,Ridge,35,0.1429,0.2486,0.3074,0.7143,0.7241,29,,,
LCO,tier2_freight,m1m2,Warm-Up,Ridge,29,-0.0581,0.0559,0.1982,0.5172,0.5,28,,,
LCO,tier2_physical,m1m2,ALL_REGIMES,OLS,184,,,,,,168,0.9,10,1.5077
LCO,tier2_physical,m1m2,Deep-Backwardation,Lasso,56,-0.0322,0.0149,0.3521,0.6071,0.6346,52,1,9,1.5776
LCO,tier2_physical,m1m2,Easing-Backwardation,Lasso,50,-0.019,0.0527,0.4174,0.48,0.4783,46,0,1,0.5764
LCO,tier2_physical,m1m2,Stable-Elevated,Ridge,35,0.1091,0.2994,0.2968,0.6857,0.6897,29,,,
LCO,tier2_physical,m1m2,Warm-Up,Ridge,29,-0.0521,0.0204,0.2019,0.4828,0.4643,28,,,
LCO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,0.0196,0.1145,0.3254,0.5728,0.582,189,0.9,10,1.5386
LCO,tier3_full,m1m2,Deep-Backwardation,Lasso,56,-0.0896,0.0399,0.3476,0.6071,0.6346,52,1,9,1.5421
LCO,tier3_full,m1m2,Easing-Backwardation,Lasso,50,0.0053,0.1189,0.4025,0.6,0.587,46,0,1,1.5063
LCO,tier3_full,m1m2,Stable-Elevated,Ridge,35,0.0318,0.2435,0.3084,0.6857,0.6897,29,,,
LCO,tier3_full,m1m2,Warm-Up,Ridge,29,-0.0476,0.0432,0.1996,0.5862,0.5714,28,,,
LCO,tier1_baseline,m1m6,ALL_REGIMES,OLS,184,0.0088,0.0142,0.4074,0.625,0.625,168,0.5,10,5.0052
LCO,tier1_baseline,m1m6,Deep-Backwardation,OLS,50,0.1018,0.1201,0.3912,0.62,0.617,47,0.5556,9,5.2639
LCO,tier1_baseline,m1m6,Easing-Backwardation,OLS,44,-0.0175,0.0062,0.4534,0.5909,0.6,40,0,1,1.066
LCO,tier1_baseline,m1m6,Stable-Elevated,OLS,31,0.0782,0.109,0.4397,0.7097,0.68,25,,,
LCO,tier2_freight,m1m6,ALL_REGIMES,OLS,184,,,,,,168,0.3,10,5.4372
LCO,tier2_freight,m1m6,Deep-Backwardation,Lasso,56,-0.0236,0.0546,0.9536,0.6607,0.6731,52,0.3333,9,5.7185
LCO,tier2_freight,m1m6,Easing-Backwardation,Lasso,50,-0.0609,0,0.834,0.58,0.587,46,0,1,1.1483
LCO,tier2_freight,m1m6,Stable-Elevated,Ridge,35,0.0021,0.1572,0.5186,0.7143,0.6897,29,,,
LCO,tier2_freight,m1m6,Warm-Up,Ridge,29,-0.0686,0.1054,0.3898,0.7586,0.75,28,,,
LCO,tier2_physical,m1m6,ALL_REGIMES,OLS,184,,,,,,168,0.7,10,4.9392
LCO,tier2_physical,m1m6,Deep-Backwardation,Lasso,56,0.0045,0.0126,0.9745,0.625,0.6346,52,0.7778,9,5.1923
LCO,tier2_physical,m1m6,Easing-Backwardation,Lasso,50,-0.0707,0,0.834,0.58,0.587,46,0,1,1.1483
LCO,tier2_physical,m1m6,Stable-Elevated,Ridge,35,-0.0413,0.0011,0.5646,0.6857,0.6552,29,,,
LCO,tier2_physical,m1m6,Warm-Up,Ridge,29,-0.0112,0.1307,0.3843,0.7586,0.75,28,,,
LCO,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.0036,0.028,0.7381,0.6117,0.6138,189,0.7,10,5.0326
LCO,tier3_full,m1m6,Deep-Backwardation,Lasso,56,-0.0232,0.0289,0.9665,0.625,0.6346,52,0.7778,9,5.1267
LCO,tier3_full,m1m6,Easing-Backwardation,Lasso,50,-0.0331,0.0758,0.8018,0.62,0.6087,46,0,1,4.0895
LCO,tier3_full,m1m6,Stable-Elevated,Ridge,35,-0.1027,0.1108,0.5327,0.6857,0.6552,29,,,
LCO,tier3_full,m1m6,Warm-Up,Ridge,29,-0.1532,9e-04,0.412,0.6552,0.6429,28,,,
LCO,tier1_baseline,m2m3,ALL_REGIMES,OLS,184,0.0069,0.0123,0.0997,0.6467,0.6488,168,0.3,10,1.479
LCO,tier1_baseline,m2m3,Deep-Backwardation,OLS,50,0.105,0.1232,0.1063,0.62,0.617,47,0.3333,9,1.5541
LCO,tier1_baseline,m2m3,Easing-Backwardation,OLS,44,-0.0233,5e-04,0.113,0.6591,0.675,40,0,1,0.3678
LCO,tier1_baseline,m2m3,Stable-Elevated,OLS,31,-0.008,0.0256,0.1027,0.7419,0.72,25,,,
LCO,tier2_freight,m2m3,ALL_REGIMES,OLS,184,,,,,,168,0.7,10,1.3956
LCO,tier2_freight,m2m3,Deep-Backwardation,Lasso,56,-0.0372,0.0212,0.2465,0.6607,0.6731,52,0.7778,9,1.466
LCO,tier2_freight,m2m3,Easing-Backwardation,Lasso,50,-0.0324,0,0.1823,0.64,0.6522,46,0,1,0.3675
LCO,tier2_freight,m2m3,Stable-Elevated,Ridge,35,-0.0199,0.0012,0.1504,0.7143,0.6897,29,,,
LCO,tier2_freight,m2m3,Warm-Up,Ridge,29,-0.0309,0.0243,0.0815,0.5517,0.5357,28,,,
LCO,tier2_physical,m2m3,ALL_REGIMES,OLS,184,,,,,,168,0.8,10,1.4617
LCO,tier2_physical,m2m3,Deep-Backwardation,Lasso,56,-0.0447,0.0091,0.248,0.6607,0.6731,52,0.8889,9,1.5359
LCO,tier2_physical,m2m3,Easing-Backwardation,Lasso,50,-0.0715,0,0.1823,0.64,0.6522,46,0,1,0.3675
LCO,tier2_physical,m2m3,Stable-Elevated,Ridge,35,-0.0477,2e-04,0.1505,0.7143,0.6897,29,,,
LCO,tier2_physical,m2m3,Warm-Up,Ridge,29,0.0276,0.1152,0.0776,0.5862,0.5714,28,,,
LCO,tier3_full,m2m3,ALL_REGIMES,Lasso,206,-0.0021,0.0488,0.1756,0.6214,0.619,189,0.7,10,1.4497
LCO,tier3_full,m2m3,Deep-Backwardation,Lasso,56,-0.065,0,0.2492,0.6607,0.6731,52,0.7778,9,1.5232
LCO,tier3_full,m2m3,Easing-Backwardation,Lasso,50,-0.0674,0,0.1823,0.64,0.6522,46,0,1,0.3675
LCO,tier3_full,m2m3,Stable-Elevated,Ridge,35,-0.0375,0.0035,0.1502,0.7143,0.6897,29,,,
LCO,tier3_full,m2m3,Warm-Up,Ridge,29,-0.1088,0.1288,0.077,0.6552,0.6429,28,,,
LGO,tier1_baseline,fly123,ALL_REGIMES,OLS,184,0.0163,0.0217,0.3418,0.5217,0.5357,168,0.4444,9,3.2571
LGO,tier1_baseline,fly123,Easing-Backwardation,OLS,31,0.0595,0.0908,0.2343,0.5161,0.5417,24,0,1,0.207
LGO,tier1_baseline,fly123,Stable-Elevated,OLS,65,-0.0048,0.0109,0.3462,0.5692,0.5645,62,,,
LGO,tier1_baseline,fly123,Warm-Up,OLS,45,-0.0211,0.0021,0.0904,0.6,0.5814,43,,,
LGO,tier2_freight,fly123,ALL_REGIMES,OLS,184,,,,,,168,0.5556,9,3.1178
LGO,tier2_freight,fly123,Deep-Backwardation,Ridge,17,-0.2215,4e-04,1.456,0.6471,0.6,15,0.5,8,3.3066
LGO,tier2_freight,fly123,Deep-Contango,Ridge,15,-0.0039,0.0016,0.1293,0.5333,0.4615,13,,,
LGO,tier2_freight,fly123,Easing-Backwardation,Ridge,35,-0.0477,3e-04,0.4344,0.6,0.5357,28,1,1,0.1385
LGO,tier2_freight,fly123,Stable-Elevated,Lasso,73,-0.1048,0,0.57,0.5342,0.5286,70,,,
LGO,tier2_freight,fly123,Warm-Up,Lasso,51,-0.0832,0,0.3575,0.451,0.4583,48,,,
LGO,tier2_physical,fly123,ALL_REGIMES,OLS,184,,,,,,168,0.5556,9,3.1149
LGO,tier2_physical,fly123,Deep-Backwardation,Ridge,17,-0.1012,2e-04,1.4562,0.6471,0.6,15,0.5,8,3.3035
LGO,tier2_physical,fly123,Deep-Contango,Ridge,15,-0.0524,0.0938,0.1232,0.7333,0.6923,13,,,
LGO,tier2_physical,fly123,Easing-Backwardation,Ridge,35,-0.0852,1e-04,0.4344,0.6,0.5357,28,1,1,0.1426
LGO,tier2_physical,fly123,Stable-Elevated,OLS,65,,,,,,62,,,
LGO,tier2_physical,fly123,Warm-Up,Lasso,51,-0.0989,0.0283,0.3524,0.4314,0.4375,48,,,
LGO,tier3_full,fly123,ALL_REGIMES,Lasso,206,-0.023,0,0.6542,0.4951,0.5026,189,0.5556,9,3.1169
LGO,tier3_full,fly123,Deep-Backwardation,Ridge,17,-0.1068,0.0017,1.455,0.6471,0.6,15,0.5,8,3.3057
LGO,tier3_full,fly123,Deep-Contango,Ridge,15,-0.2873,0.3011,0.1082,0.7333,0.6923,13,,,
LGO,tier3_full,fly123,Easing-Backwardation,Ridge,35,-0.0421,0.002,0.434,0.6,0.5357,28,1,1,0.1243
LGO,tier3_full,fly123,Stable-Elevated,Lasso,73,-0.031,0,0.57,0.5342,0.5286,70,,,
LGO,tier3_full,fly123,Warm-Up,Lasso,51,-0.0596,0,0.3575,0.451,0.4583,48,,,
LGO,tier1_baseline,fly136,ALL_REGIMES,OLS,184,0.0199,0.0253,0.4921,0.5326,0.5298,168,0.6667,9,5.982
LGO,tier1_baseline,fly136,Easing-Backwardation,OLS,31,0.0157,0.0485,0.3795,0.5484,0.5833,24,1,1,0.2746
LGO,tier1_baseline,fly136,Stable-Elevated,OLS,65,0.0408,0.0558,0.5132,0.5077,0.4921,63,,,
LGO,tier1_baseline,fly136,Warm-Up,OLS,45,0.0045,0.0271,0.2548,0.5778,0.6047,43,,,
LGO,tier2_freight,fly136,ALL_REGIMES,OLS,184,,,,,,168,0.6667,9,5.7961
LGO,tier2_freight,fly136,Deep-Backwardation,Ridge,17,-0.11,0.0104,1.4326,0.7059,0.7333,15,0.75,8,6.1463
LGO,tier2_freight,fly136,Deep-Contango,Ridge,15,-0.0926,0.0021,0.1427,0.6,0.5385,13,,,
LGO,tier2_freight,fly136,Easing-Backwardation,Ridge,35,-0.0382,6e-04,0.7179,0.5429,0.5714,28,0,1,0.3622
LGO,tier2_freight,fly136,Stable-Elevated,Lasso,73,-0.0311,0.0396,0.8472,0.4795,0.4714,70,,,
LGO,tier2_freight,fly136,Warm-Up,Lasso,51,-0.0109,0.0181,1.3082,0.5098,0.5208,48,,,
LGO,tier2_physical,fly136,ALL_REGIMES,OLS,184,,,,,,168,0.6667,9,5.7853
LGO,tier2_physical,fly136,Deep-Backwardation,Ridge,17,-0.0548,0.0455,1.407,0.7059,0.7333,15,0.75,8,6.1318
LGO,tier2_physical,fly136,Deep-Contango,Ridge,15,-0.3027,5e-04,0.1428,0.6,0.5385,13,,,
LGO,tier2_physical,fly136,Easing-Backwardation,Ridge,35,0.0051,0.0916,0.6845,0.6571,0.6429,28,0,1,0.6597
LGO,tier2_physical,fly136,Stable-Elevated,OLS,65,,,,,,63,,,
LGO,tier2_physical,fly136,Warm-Up,Lasso,51,-0.053,0,1.3202,0.5098,0.5208,48,,,
LGO,tier3_full,fly136,ALL_REGIMES,Lasso,206,-0.0364,0,1.2231,0.534,0.5291,189,0.6667,9,5.7679
LGO,tier3_full,fly136,Deep-Backwardation,Ridge,17,-0.0274,0.0194,1.4261,0.7059,0.7333,15,0.75,8,6.1163
LGO,tier3_full,fly136,Deep-Contango,Ridge,15,-0.0978,0.004,0.1426,0.6,0.5385,13,,,
LGO,tier3_full,fly136,Easing-Backwardation,Ridge,35,-0.055,0.0037,0.7168,0.5429,0.5714,28,0,1,0.3761
LGO,tier3_full,fly136,Stable-Elevated,Lasso,73,-0.0777,0,0.8645,0.4795,0.4714,70,,,
LGO,tier3_full,fly136,Warm-Up,Lasso,51,-0.0359,0,1.3202,0.5098,0.5208,48,,,
LGO,tier1_baseline,m1m2,ALL_REGIMES,OLS,184,0.0103,0.0157,0.3958,0.5489,0.5595,168,0.6667,9,4.6684
LGO,tier1_baseline,m1m2,Easing-Backwardation,OLS,31,-0.0144,0.0194,0.2548,0.5484,0.48,25,1,1,0.5748
LGO,tier1_baseline,m1m2,Stable-Elevated,OLS,65,-0.0138,0.002,0.4108,0.5231,0.5161,62,,,
LGO,tier1_baseline,m1m2,Warm-Up,OLS,45,-0.0164,0.0067,0.154,0.4889,0.5116,43,,,
LGO,tier2_freight,m1m2,ALL_REGIMES,OLS,184,,,,,,168,0.7778,9,4.4093
LGO,tier2_freight,m1m2,Deep-Backwardation,Ridge,17,-0.2081,0.0014,1.2271,0.6471,0.6667,15,0.75,8,4.6719
LGO,tier2_freight,m1m2,Deep-Contango,Ridge,15,0.0969,0.5945,0.0834,0.6,0.6154,13,,,
LGO,tier2_freight,m1m2,Easing-Backwardation,Ridge,35,-0.1105,5e-04,0.4685,0.4857,0.5357,28,1,1,0.5999
LGO,tier2_freight,m1m2,Stable-Elevated,Lasso,73,-0.0837,0,0.6732,0.5342,0.5429,70,,,
LGO,tier2_freight,m1m2,Warm-Up,Lasso,51,-0.0266,0,0.6217,0.6275,0.6667,48,,,
LGO,tier2_physical,m1m2,ALL_REGIMES,OLS,184,,,,,,168,0.7778,9,4.3893
LGO,tier2_physical,m1m2,Deep-Backwardation,Ridge,17,-0.0078,7e-04,1.2276,0.6471,0.6667,15,0.75,8,4.6507
LGO,tier2_physical,m1m2,Deep-Contango,Ridge,15,-0.0404,0.0017,0.1309,0.5333,0.4615,13,,,
LGO,tier2_physical,m1m2,Easing-Backwardation,Ridge,35,-0.0258,4e-04,0.4685,0.4857,0.5357,28,1,1,0.6003
LGO,tier2_physical,m1m2,Stable-Elevated,OLS,65,,,,,,62,,,
LGO,tier2_physical,m1m2,Warm-Up,Lasso,51,-0.0655,0.0352,0.6107,0.5686,0.5833,48,,,
LGO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,-0.0165,0,0.7674,0.5534,0.5661,189,0.7778,9,4.4025
LGO,tier3_full,m1m2,Deep-Backwardation,Ridge,17,-0.2831,0.003,1.2261,0.6471,0.6667,15,0.75,8,4.6648
LGO,tier3_full,m1m2,Deep-Contango,Ridge,15,-0.0461,0.0044,0.1308,0.5333,0.4615,13,,,
LGO,tier3_full,m1m2,Easing-Backwardation,Ridge,35,-0.0829,0.0017,0.4682,0.4857,0.5357,28,1,1,0.5965
LGO,tier3_full,m1m2,Stable-Elevated,Lasso,73,-0.0679,0,0.6732,0.5342,0.5429,70,,,
LGO,tier3_full,m1m2,Warm-Up,Lasso,51,-0.1202,0,0.6217,0.6275,0.6667,48,,,
LGO,tier1_baseline,m1m6,ALL_REGIMES,OLS,184,0.0366,0.0419,0.9232,0.5163,0.5266,169,0.3333,9,11.4911
LGO,tier1_baseline,m1m6,Easing-Backwardation,OLS,31,-0.032,0.0024,0.5592,0.4194,0.5,26,1,1,2.3481
LGO,tier1_baseline,m1m6,Stable-Elevated,OLS,65,-0.0158,0,1.0412,0.5538,0.5645,62,,,
LGO,tier1_baseline,m1m6,Warm-Up,OLS,45,-0.0185,0.0046,0.6412,0.5333,0.5581,43,,,
LGO,tier2_freight,m1m6,ALL_REGIMES,OLS,184,,,,,,169,0.7778,9,11.2606
LGO,tier2_freight,m1m6,Deep-Backwardation,Ridge,17,-0.0096,0.0013,2.8211,0.7059,0.7333,15,0.75,8,11.9156
LGO,tier2_freight,m1m6,Deep-Contango,Ridge,15,-0.0725,0.0016,0.4241,0.6,0.6154,13,,,
LGO,tier2_freight,m1m6,Easing-Backwardation,Ridge,35,-0.1118,0.0013,1.1028,0.4857,0.5357,28,1,1,2.3138
LGO,tier2_freight,m1m6,Stable-Elevated,Lasso,73,0.0026,0.1111,1.5032,0.5479,0.5429,70,,,
LGO,tier2_freight,m1m6,Warm-Up,Lasso,51,-0.0469,0,2.335,0.3725,0.3542,48,,,
LGO,tier2_physical,m1m6,ALL_REGIMES,OLS,184,,,,,,169,0.7778,9,11.2267
LGO,tier2_physical,m1m6,Deep-Backwardation,Ridge,17,-0.4402,5e-04,2.8222,0.7059,0.7333,15,0.75,8,11.8794
LGO,tier2_physical,m1m6,Deep-Contango,Ridge,15,-0.0572,0.0013,0.4242,0.6,0.6154,13,,,
LGO,tier2_physical,m1m6,Easing-Backwardation,Ridge,35,-0.0419,6e-04,1.1032,0.4857,0.5357,28,1,1,2.3238
LGO,tier2_physical,m1m6,Stable-Elevated,OLS,65,,,,,,62,,,
LGO,tier2_physical,m1m6,Warm-Up,Lasso,51,-0.0881,0,2.335,0.3725,0.3542,48,,,
LGO,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.0198,0,1.9734,0.5291,0.5397,189,0.7778,9,11.5078
LGO,tier3_full,m1m6,Deep-Backwardation,Ridge,17,-0.2395,0.0036,2.8178,0.7059,0.7333,15,0.75,8,11.9299
LGO,tier3_full,m1m6,Deep-Contango,Ridge,15,-0.1298,0.003,0.4238,0.6,0.6154,13,,,
LGO,tier3_full,m1m6,Easing-Backwardation,Ridge,35,0.0374,0.3303,0.903,0.6286,0.6429,28,1,1,7.3002
LGO,tier3_full,m1m6,Stable-Elevated,Lasso,73,0.0063,0.2475,1.3831,0.5616,0.5714,70,,,
LGO,tier3_full,m1m6,Warm-Up,Lasso,51,-0.0464,0,2.335,0.3725,0.3542,48,,,
LGO,tier1_baseline,m2m3,ALL_REGIMES,OLS,184,0.0262,0.0315,0.2771,0.5272,0.5325,169,0.3333,9,3.2314
LGO,tier1_baseline,m2m3,Easing-Backwardation,OLS,31,-0.0088,0.0249,0.1773,0.5806,0.5385,26,0,1,0.815
LGO,tier1_baseline,m2m3,Stable-Elevated,OLS,65,0.0451,0.06,0.3158,0.5692,0.5645,62,,,
LGO,tier1_baseline,m2m3,Warm-Up,OLS,45,-0.0233,0,0.1549,0.5333,0.5349,43,,,
LGO,tier2_freight,m2m3,ALL_REGIMES,OLS,184,,,,,,169,0.3333,9,3.2432
LGO,tier2_freight,m2m3,Deep-Backwardation,Ridge,17,-0.0371,0.0127,0.7956,0.6471,0.6667,15,0.25,8,3.43
LGO,tier2_freight,m2m3,Deep-Contango,Ridge,15,-0.2547,0.0016,0.1103,0.6,0.6154,13,,,
LGO,tier2_freight,m2m3,Easing-Backwardation,Ridge,35,-0.0287,9e-04,0.3557,0.4571,0.4643,28,1,1,0.7404
LGO,tier2_freight,m2m3,Stable-Elevated,Lasso,73,-0.0131,0.0341,0.4752,0.4932,0.4857,70,,,
LGO,tier2_freight,m2m3,Warm-Up,Lasso,51,-0.0379,0,0.7525,0.4706,0.4583,48,,,
LGO,tier2_physical,m2m3,ALL_REGIMES,OLS,184,,,,,,169,0.3333,9,3.3368
LGO,tier2_physical,m2m3,Deep-Backwardation,Ridge,17,-0.077,0.076,0.7697,0.5882,0.6,15,0.25,8,3.5295
LGO,tier2_physical,m2m3,Deep-Contango,Ridge,15,-0.0795,0.0129,0.1096,0.6667,0.6923,13,,,
LGO,tier2_physical,m2m3,Easing-Backwardation,Ridge,35,-0.0407,9e-04,0.3557,0.4571,0.4643,28,1,1,0.7426
LGO,tier2_physical,m2m3,Stable-Elevated,OLS,65,,,,,,62,,,
LGO,tier2_physical,m2m3,Warm-Up,Lasso,51,-0.0167,0,0.7525,0.4706,0.4583,48,,,
LGO,tier3_full,m2m3,ALL_REGIMES,Lasso,206,-0.027,0,0.6704,0.5194,0.5238,189,0.7778,9,3.314
LGO,tier3_full,m2m3,Deep-Backwardation,Ridge,17,-0.1351,0.0038,0.7992,0.6471,0.6667,15,0.75,8,3.3865
LGO,tier3_full,m2m3,Deep-Contango,Ridge,15,-0.2386,0.0045,0.1101,0.6,0.6154,13,,,
LGO,tier3_full,m2m3,Easing-Backwardation,Ridge,35,5e-04,0.2881,0.3003,0.6571,0.6429,28,1,1,2.664
LGO,tier3_full,m2m3,Stable-Elevated,Lasso,73,-0.0369,0,0.4835,0.5068,0.5,70,,,
LGO,tier3_full,m2m3,Warm-Up,Lasso,51,-0.0247,0.009,0.7491,0.5098,0.5,48,,,
