product,tier,spread_target,regime,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
LCO,tier2_freight,m1m6,ALL_REGIMES,269,-2e-04,0.0227,0.7351,0.6283,0.619,189,0.25,12,6.0665
LCO,tier2_freight,m1m6,Backwardation-Deficit,16,-0.1179,0.0012,0.6357,0.6875,0.5455,11,,,
LCO,tier2_freight,m1m6,Deep-Backwardation,70,-0.0031,0.0535,0.9332,0.6429,0.6538,52,0.2727,11,6.3257
LCO,tier2_freight,m1m6,Easing-Backwardation,64,-0.0422,0.0088,0.7617,0.625,0.587,46,0,1,1.211
LCO,tier2_freight,m1m6,Stable-Elevated,49,-0.0022,0.159,0.502,0.6327,0.6897,29,,,
LCO,tier2_freight,m1m6,Warm-Up,33,-0.1332,0.1078,0.375,0.7273,0.75,28,,,
LCO,tier2_physical,m1m6,ALL_REGIMES,269,-4e-04,0.0191,0.7364,0.6283,0.619,189,0.5833,12,5.2857
LCO,tier2_physical,m1m6,Backwardation-Deficit,16,-0.307,0.0403,0.6231,0.6875,0.5455,11,,,
LCO,tier2_physical,m1m6,Deep-Backwardation,70,-0.0289,0,0.9592,0.6286,0.6346,52,0.6364,11,5.5067
LCO,tier2_physical,m1m6,Easing-Backwardation,64,-0.0211,0.022,0.7566,0.6406,0.6087,46,0,1,1.3077
LCO,tier2_physical,m1m6,Stable-Elevated,49,-0.034,0.0666,0.5289,0.6531,0.7241,29,,,
LCO,tier2_physical,m1m6,Warm-Up,33,-0.0394,0.0468,0.3876,0.697,0.6786,28,,,
LCO,tier3_full,m1m6,ALL_REGIMES,269,-0.0169,0,0.7436,0.6245,0.6138,189,0.5833,12,5.285
LCO,tier3_full,m1m6,Backwardation-Deficit,16,-0.1382,0.2812,0.5393,0.6875,0.5455,11,,,
LCO,tier3_full,m1m6,Deep-Backwardation,70,-0.0315,0,0.9592,0.6286,0.6346,52,0.6364,11,5.5067
LCO,tier3_full,m1m6,Easing-Backwardation,64,-0.0106,0.0605,0.7416,0.7031,0.6522,46,0,1,1.2725
LCO,tier3_full,m1m6,Stable-Elevated,49,-0.0402,0,0.5474,0.6122,0.6552,29,,,
LCO,tier3_full,m1m6,Warm-Up,33,-0.0813,0.001,0.3968,0.6667,0.6429,28,,,
LCO,tier2_freight,m2m3,ALL_REGIMES,269,0.0043,0.0209,0.1787,0.6283,0.6349,189,0.5833,12,1.5212
LCO,tier2_freight,m2m3,Backwardation-Deficit,16,-0.0045,0.1168,0.1318,0.75,0.6364,11,,,
LCO,tier2_freight,m2m3,Deep-Backwardation,70,-0.0182,0.0194,0.2405,0.6857,0.6923,52,0.6364,11,1.585
LCO,tier2_freight,m2m3,Easing-Backwardation,64,-0.0108,0,0.1677,0.6562,0.6522,46,0,1,0.3664
LCO,tier2_freight,m2m3,Stable-Elevated,49,-0.0262,0,0.1443,0.6327,0.6897,29,,,
LCO,tier2_freight,m2m3,Warm-Up,33,-0.1194,0.0013,0.0812,0.5455,0.5357,28,,,
LCO,tier2_physical,m2m3,ALL_REGIMES,269,0.0036,0.0095,0.1797,0.6245,0.6296,189,0.5833,12,1.4999
LCO,tier2_physical,m2m3,Backwardation-Deficit,16,-0.0506,0.3576,0.1124,0.875,0.8182,11,,,
LCO,tier2_physical,m2m3,Deep-Backwardation,70,-0.0373,0.0111,0.2415,0.6714,0.6731,52,0.6364,11,1.5627
LCO,tier2_physical,m2m3,Easing-Backwardation,64,-0.0539,0,0.1677,0.6562,0.6522,46,0,1,0.3664
LCO,tier2_physical,m2m3,Stable-Elevated,49,-0.0506,0,0.1443,0.6327,0.6897,29,,,
LCO,tier2_physical,m2m3,Warm-Up,33,-0.0947,0.0983,0.0772,0.5758,0.6071,28,,,
LCO,tier3_full,m2m3,ALL_REGIMES,269,0.0012,0.04,0.1769,0.6245,0.6243,189,0.5833,12,1.4891
LCO,tier3_full,m2m3,Backwardation-Deficit,16,-0.0353,0.2994,0.1174,0.75,0.6364,11,,,
LCO,tier3_full,m2m3,Deep-Backwardation,70,-0.0442,0,0.2429,0.6714,0.6731,52,0.6364,11,1.5514
LCO,tier3_full,m2m3,Easing-Backwardation,64,-0.0476,0,0.1677,0.6562,0.6522,46,0,1,0.3664
LCO,tier3_full,m2m3,Stable-Elevated,49,-0.1873,0,0.1443,0.6327,0.6897,29,,,
LCO,tier3_full,m2m3,Warm-Up,33,-0.0905,0.0012,0.0812,0.5455,0.5357,28,,,
LGO,tier2_freight,fly123,ALL_REGIMES,269,-0.0099,0.0019,0.7387,0.4907,0.5026,189,0.5455,11,3.0525
LGO,tier2_freight,fly123,Deep-Backwardation,18,-0.1924,0.001,1.9867,0.6111,0.6,15,0.5556,9,3.218
LGO,tier2_freight,fly123,Deep-Contango,19,-0.2887,0.0011,0.1955,0.5263,0.4615,13,,,
LGO,tier2_freight,fly123,Easing-Backwardation,47,-0.0282,0.0436,0.4355,0.5745,0.5714,28,0.5,2,2.1566
LGO,tier2_freight,fly123,Stable-Elevated,94,-0.0551,0,0.6051,0.4894,0.4714,70,,,
LGO,tier2_freight,fly123,Warm-Up,68,-0.0403,0,0.5491,0.4559,0.4583,48,,,
LGO,tier2_physical,fly123,ALL_REGIMES,269,-0.0139,0,0.7394,0.4907,0.5026,189,0.6364,11,2.9669
LGO,tier2_physical,fly123,Deep-Backwardation,18,-0.0203,5e-04,1.9873,0.6111,0.6,15,0.5556,9,3.2114
LGO,tier2_physical,fly123,Deep-Contango,19,-0.2081,0.0636,0.1893,0.6316,0.6154,13,,,
LGO,tier2_physical,fly123,Easing-Backwardation,47,-0.1251,0,0.4453,0.5957,0.5357,28,1,2,1.4166
LGO,tier2_physical,fly123,Stable-Elevated,94,-0.1055,0,0.6051,0.4894,0.4714,70,,,
LGO,tier2_physical,fly123,Warm-Up,68,-0.0481,0,0.5491,0.4559,0.4583,48,,,
LGO,tier3_full,fly123,ALL_REGIMES,269,-0.0151,0.0311,0.7279,0.5019,0.4868,189,0.5455,11,3.0187
LGO,tier3_full,fly123,Deep-Backwardation,18,-0.07,0.0025,1.9853,0.6111,0.6,15,0.5556,9,3.2108
LGO,tier3_full,fly123,Deep-Contango,19,-0.0555,0.2075,0.1741,0.6316,0.6154,13,,,
LGO,tier3_full,fly123,Easing-Backwardation,47,-0.0113,0.0317,0.4382,0.617,0.6071,28,0.5,2,1.9308
LGO,tier3_full,fly123,Stable-Elevated,94,-0.0276,0,0.6051,0.4894,0.4714,70,,,
LGO,tier3_full,fly123,Warm-Up,68,-0.0169,0,0.5491,0.4559,0.4583,48,,,
LGO,tier2_freight,fly136,ALL_REGIMES,269,-0.0211,0,1.3147,0.5242,0.5291,189,0.6364,11,5.4513
LGO,tier2_freight,fly136,Deep-Backwardation,18,-0.1083,0.0014,2.4905,0.6667,0.7333,15,0.7778,9,5.9055
LGO,tier2_freight,fly136,Deep-Contango,19,-0.0778,0.0011,0.2701,0.6842,0.5385,13,,,
LGO,tier2_freight,fly136,Easing-Backwardation,47,-0.0191,0.0201,0.7129,0.5745,0.6429,28,0,2,2.5507
LGO,tier2_freight,fly136,Stable-Elevated,94,-0.0578,0,0.9994,0.4574,0.4714,70,,,
LGO,tier2_freight,fly136,Warm-Up,68,-0.061,0,1.3576,0.5441,0.5208,48,,,
LGO,tier2_physical,fly136,ALL_REGIMES,269,-0.0078,0.0147,1.3051,0.5316,0.5397,189,0.2727,11,5.595
LGO,tier2_physical,fly136,Deep-Backwardation,18,-0.2204,0.099,2.3656,0.5,0.4667,15,0.2222,9,6.1324
LGO,tier2_physical,fly136,Deep-Contango,19,-0.1195,6e-04,0.2701,0.6842,0.5385,13,,,
LGO,tier2_physical,fly136,Easing-Backwardation,47,-0.1487,0,0.7202,0.5106,0.5714,28,0.5,2,1.7164
LGO,tier2_physical,fly136,Stable-Elevated,94,-0.0759,0,0.9994,0.4574,0.4714,70,,,
LGO,tier2_physical,fly136,Warm-Up,68,-0.0524,0,1.3576,0.5441,0.5208,48,,,
LGO,tier3_full,fly136,ALL_REGIMES,269,-0.0274,0.0025,1.3131,0.5242,0.5291,189,0.8182,11,6.0492
LGO,tier3_full,fly136,Deep-Backwardation,18,-0.0887,0.1365,2.3158,0.7222,0.6667,15,0.8889,9,6.6386
LGO,tier3_full,fly136,Deep-Contango,19,-0.0667,0.1657,0.2468,0.6842,0.5385,13,,,
LGO,tier3_full,fly136,Easing-Backwardation,47,-0.0699,0,0.7202,0.5106,0.5714,28,0.5,2,1.7164
LGO,tier3_full,fly136,Stable-Elevated,94,0.0076,0.0707,0.9634,0.4574,0.4714,70,,,
LGO,tier3_full,fly136,Warm-Up,68,-0.0523,0,1.3576,0.5441,0.5208,48,,,
LGO,tier2_freight,m1m2,ALL_REGIMES,269,-0.0044,0.013,0.9095,0.5502,0.5661,189,0.6364,11,4.2556
LGO,tier2_freight,m1m2,Deep-Backwardation,18,-0.1386,0.0018,2.0433,0.6111,0.6667,15,0.7778,9,4.6117
LGO,tier2_freight,m1m2,Deep-Contango,19,-0.1388,0.0257,0.1947,0.5789,0.4615,13,,,
LGO,tier2_freight,m1m2,Easing-Backwardation,47,-0.0215,0.0188,0.5242,0.5106,0.5357,28,0,2,1.9745
LGO,tier2_freight,m1m2,Stable-Elevated,94,0.0045,0.032,0.6753,0.5,0.5143,70,,,
LGO,tier2_freight,m1m2,Warm-Up,68,-0.0359,0,0.9504,0.6324,0.6667,48,,,
LGO,tier2_physical,m1m2,ALL_REGIMES,269,0.0034,0.014,0.909,0.5279,0.5344,189,0.7273,11,4.198
LGO,tier2_physical,m1m2,Deep-Backwardation,18,-0.0718,0.0011,2.044,0.6111,0.6667,15,0.7778,9,4.5769
LGO,tier2_physical,m1m2,Deep-Contango,19,-0.076,0.0918,0.188,0.5789,0.4615,13,,,
LGO,tier2_physical,m1m2,Easing-Backwardation,47,-0.1329,0,0.5292,0.5106,0.5357,28,0.5,2,1.631
LGO,tier2_physical,m1m2,Stable-Elevated,94,-0.0743,0,0.6864,0.4574,0.4571,70,,,
LGO,tier2_physical,m1m2,Warm-Up,68,-0.1028,0,0.9504,0.6324,0.6667,48,,,
LGO,tier3_full,m1m2,ALL_REGIMES,269,0.0014,0.0078,0.9119,0.5465,0.5608,189,0.6364,11,4.6299
LGO,tier3_full,m1m2,Deep-Backwardation,18,-0.0869,0.0032,2.0419,0.6111,0.6667,15,0.7778,9,4.5856
LGO,tier3_full,m1m2,Deep-Contango,19,-0.1396,0.2238,0.1738,0.5789,0.4615,13,,,
LGO,tier3_full,m1m2,Easing-Backwardation,47,-0.0115,0.2126,0.4696,0.5745,0.5,28,0,2,4.8239
LGO,tier3_full,m1m2,Stable-Elevated,94,-0.0161,0,0.6864,0.4574,0.4571,70,,,
LGO,tier3_full,m1m2,Warm-Up,68,-0.1511,0,0.9504,0.6324,0.6667,48,,,
LGO,tier2_freight,m1m6,ALL_REGIMES,269,-0.0048,0.011,2.0466,0.5688,0.5503,189,0.2727,11,10.4448
LGO,tier2_freight,m1m6,Deep-Backwardation,18,-0.2517,0.0017,3.2727,0.3333,0.2667,15,0.2222,9,11.4923
LGO,tier2_freight,m1m6,Deep-Contango,19,-0.326,0.2396,0.3624,0.6842,0.7692,13,,,
LGO,tier2_freight,m1m6,Easing-Backwardation,47,-0.0927,0,1.1988,0.5532,0.5357,28,0.5,2,2.3845
LGO,tier2_freight,m1m6,Stable-Elevated,94,-0.1103,0.0907,1.3918,0.5745,0.5714,70,,,
LGO,tier2_freight,m1m6,Warm-Up,68,-0.0143,0,2.7693,0.6618,0.6458,48,,,
LGO,tier2_physical,m1m6,ALL_REGIMES,269,-0.0018,0.0098,2.0478,0.5688,0.5503,189,0.3636,11,10.3836
LGO,tier2_physical,m1m6,Deep-Backwardation,18,-0.2274,8e-04,3.2742,0.3333,0.2667,15,0.3333,9,11.4244
LGO,tier2_physical,m1m6,Deep-Contango,19,-0.0356,0.0012,0.4153,0.5789,0.6154,13,,,
LGO,tier2_physical,m1m6,Easing-Backwardation,47,-0.0277,0,1.1988,0.5532,0.5357,28,0.5,2,2.3845
LGO,tier2_physical,m1m6,Stable-Elevated,94,-0.0278,0.0918,1.391,0.5745,0.5714,70,,,
LGO,tier2_physical,m1m6,Warm-Up,68,-0.0807,0,2.7693,0.6618,0.6458,48,,,
LGO,tier3_full,m1m6,ALL_REGIMES,269,0.0013,0.0082,2.0495,0.5613,0.5397,189,0.1818,11,10.5448
LGO,tier3_full,m1m6,Deep-Backwardation,18,-0.2524,0.0029,3.2709,0.3333,0.2667,15,0.2222,9,11.4598
LGO,tier3_full,m1m6,Deep-Contango,19,-0.0475,0.0029,0.415,0.5789,0.6154,13,,,
LGO,tier3_full,m1m6,Easing-Backwardation,47,0.0674,0.2279,1.0534,0.6383,0.5714,28,0,2,4.537
LGO,tier3_full,m1m6,Stable-Elevated,94,-0.0718,0,1.4596,0.4894,0.4429,70,,,
LGO,tier3_full,m1m6,Warm-Up,68,-0.1659,0,2.7693,0.6618,0.6458,48,,,
LGO,tier2_freight,m2m3,ALL_REGIMES,269,-0.0101,0,0.6584,0.539,0.5238,189,0.3636,11,2.9254
LGO,tier2_freight,m2m3,Deep-Backwardation,18,-0.1533,0.0013,0.8215,0.3889,0.3333,15,0.3333,9,3.2243
LGO,tier2_freight,m2m3,Deep-Contango,19,-0.0943,0.0016,0.1066,0.4737,0.3846,13,,,
LGO,tier2_freight,m2m3,Easing-Backwardation,47,-0.124,0,0.3697,0.5319,0.4643,28,0.5,2,0.5357
LGO,tier2_freight,m2m3,Stable-Elevated,94,-0.045,0,0.4589,0.4894,0.5,70,,,
LGO,tier2_freight,m2m3,Warm-Up,68,-0.0355,0,0.8297,0.5735,0.5417,48,,,
LGO,tier2_physical,m2m3,ALL_REGIMES,269,-0.0101,0,0.6584,0.539,0.5238,189,0.3636,11,3.0845
LGO,tier2_physical,m2m3,Deep-Backwardation,18,-0.0507,0.0938,0.7825,0.5,0.4667,15,0.3333,9,3.4007
LGO,tier2_physical,m2m3,Deep-Contango,19,-0.2017,7e-04,0.1066,0.4737,0.3846,13,,,
LGO,tier2_physical,m2m3,Easing-Backwardation,47,-0.1671,0,0.3697,0.5319,0.4643,28,0.5,2,0.5357
LGO,tier2_physical,m2m3,Stable-Elevated,94,-0.0353,0,0.4589,0.4894,0.5,70,,,
LGO,tier2_physical,m2m3,Warm-Up,68,-0.0514,0.0046,0.8278,0.5735,0.5417,48,,,
LGO,tier3_full,m2m3,ALL_REGIMES,269,-0.0082,0,0.6584,0.539,0.5238,189,0.3636,11,2.9236
LGO,tier3_full,m2m3,Deep-Backwardation,18,-0.0964,0.003,0.8208,0.3889,0.3333,15,0.3333,9,3.2231
LGO,tier3_full,m2m3,Deep-Contango,19,-0.1258,0.0045,0.1064,0.4737,0.3846,13,,,
LGO,tier3_full,m2m3,Easing-Backwardation,47,-0.0887,0.0782,0.355,0.6383,0.5357,28,0.5,2,0.5132
LGO,tier3_full,m2m3,Stable-Elevated,94,-0.0346,0,0.4589,0.4894,0.5,70,,,
LGO,tier3_full,m2m3,Warm-Up,68,-0.0924,0,0.8297,0.5735,0.5417,48,,,
