date,M1M2,bp_regime,kf_z,kf_regime,ms_state,ms_regime,ms_prob_back,arima_z,arima_regime,n_models_back,consensus_regime
2024-03-07,0.563033033033022,flat,-0.0583423165670009,flat,1,flat,6.11072597428581e-05,,,0,contango_flat
2024-03-08,0.504329004329023,flat,-0.113605463982913,flat,1,flat,6.25800304251658e-05,,,0,contango_flat
2024-03-09,0.526666666666657,flat,-0.0575721967332863,flat,1,flat,6.32745478813059e-05,,,0,contango_flat
2024-03-11,0.380870870870879,flat,-0.243173898899409,flat,1,flat,8.50731099400954e-05,,,0,contango_flat
2024-03-12,0.330714285714294,flat,-0.301671037427512,flat,1,flat,0.00010004185248398,,,0,contango_flat
2024-03-13,0.418558441558446,flat,-0.175187311742151,flat,1,flat,7.69670113731286e-05,,,0,contango_flat
2024-03-14,0.56978978978978,flat,0.0347087046752685,flat,1,flat,6.17156184571613e-05,,,0,contango_flat
2024-03-15,0.44585470085471,flat,-0.14599486562785,flat,1,flat,6.92801614488084e-05,,,0,contango_flat
2024-03-16,0.450000000000003,flat,-0.150274344972292,flat,1,flat,6.88137256705288e-05,,,0,contango_flat
2024-03-18,0.651828571428567,flat,0.120686273175753,flat,1,flat,6.21504021089824e-05,,,0,contango_flat
2024-03-19,0.673864734299499,flat,0.140719061200941,flat,1,flat,6.2825264048827e-05,,,0,contango_flat
2024-03-20,0.601999999999975,flat,0.033052792621835,flat,1,flat,6.03984966420915e-05,,,0,contango_flat
2024-03-21,0.442102102102112,flat,-0.198582272920603,flat,1,flat,6.91969546932057e-05,,,0,contango_flat
2024-03-22,0.498799999999989,flat,-0.130572558987646,flat,1,flat,6.39245728772687e-05,,,0,contango_flat
2024-03-23,0.474999999999994,flat,-0.183176405693263,flat,1,flat,6.5168613655995e-05,,,0,contango_flat
2024-03-25,0.546033126294006,flat,-0.109206444571463,flat,1,flat,6.03676063830774e-05,,,0,contango_flat
2024-03-26,0.602349936143042,flat,-0.0614040768596722,flat,1,flat,5.94647948775875e-05,,,0,contango_flat
2024-03-27,0.606666666666669,flat,-0.0906925266902171,flat,1,flat,6.07167730881642e-05,,,0,contango_flat
2024-03-28,0.755793650793649,flat,0.0817200929717212,flat,1,flat,7.56987142511627e-05,,,0,contango_flat
