date,window,product,regime,signal,level_z,entry_price,exit_price,exit_reason,bars_held,stop_dist,atr14,be_triggered,pnl_gross,pnl_net
2025-01-18,test,HO,Backwardation-Deficit,SELL,2.178,0.1037,0.0668,trailing_stop,5,0.0201,0.008,TRUE,0.0369,0.0349
2025-01-31,test,HO,Backwardation-Deficit,SELL,1.817,0.0812,0.0571,time_exit,21,0.0412,0.0165,TRUE,0.0241,0.0221
2025-02-15,test,HO,Backwardation-Deficit,SELL,2.092,0.0797,0.0586,trailing_stop,14,0.0254,0.0102,TRUE,0.0211,0.0191
2025-02-22,test,HO,Backwardation-Deficit,SELL,1.799,0.0669,0.0513,trailing_stop,8,0.0181,0.0073,TRUE,0.0156,0.0136
2025-03-04,test,HO,Backwardation-Deficit,SELL,1.755,0.0628,-0.0221,trailing_stop,5,0.0198,0.0079,TRUE,0.0849,0.0829
2025-04-05,test,HO,Backwardation-Deficit,SELL,2.006,0.0577,0.0552,trailing_stop,6,0.0184,0.0073,TRUE,0.0025,5e-04
2025-04-12,test,HO,Backwardation-Deficit,SELL,2.394,0.0703,0.0634,trailing_stop,11,0.0236,0.0094,TRUE,0.0068,0.0048
2025-04-25,test,HO,Backwardation-Deficit,SELL,1.982,0.0577,0.0772,stop_loss,1,0.0195,0.0078,FALSE,-0.0195,-0.0215
2025-04-26,test,HO,Backwardation-Deficit,SELL,2.877,0.0828,0.0375,trailing_stop,14,0.0231,0.0092,TRUE,0.0453,0.0433
2025-04-28,test,HO,Backwardation-Deficit,SELL,2.641,0.0776,0.038,trailing_stop,13,0.0236,0.0094,TRUE,0.0396,0.0376
2025-05-15,test,HO,Backwardation-Deficit,SELL,1.822,0.0579,0.0474,trailing_stop,8,0.0199,0.008,TRUE,0.0104,0.0084
2025-05-24,test,HO,Backwardation-Deficit,SELL,2.184,0.0691,0.0304,trailing_stop,11,0.0246,0.0098,TRUE,0.0386,0.0366
2025-06-08,test,HO,Backwardation-Deficit,SELL,2.006,0.0623,0.0338,trailing_stop,8,0.0314,0.0126,TRUE,0.0285,0.0265
2025-06-19,test,HO,Backwardation-Deficit,SELL,2.047,0.0623,0.0562,trailing_stop,6,0.0349,0.014,TRUE,0.0061,0.0041
2025-06-26,test,HO,Backwardation-Deficit,SELL,2.724,0.0804,0.0804,trailing_stop,3,0.0353,0.0141,TRUE,0,-0.002
2025-06-27,test,HO,Backwardation-Deficit,SELL,2.026,0.0604,0.0383,trailing_stop,7,0.0381,0.0153,TRUE,0.0221,0.0201
2025-06-28,test,HO,Backwardation-Deficit,SELL,1.771,0.0532,0.0393,trailing_stop,6,0.0391,0.0156,TRUE,0.014,0.012
2025-06-30,test,HO,Backwardation-Deficit,SELL,2.854,0.0842,0.043,trailing_stop,5,0.0428,0.0171,TRUE,0.0412,0.0392
2025-11-08,test,HO,Backwardation-Deficit,SELL,2.227,0.086,0.0675,trailing_stop,6,0.0229,0.0092,TRUE,0.0185,0.0165
2025-11-15,test,HO,Backwardation-Deficit,SELL,1.935,0.0768,0.0766,trailing_stop,3,0.0263,0.0105,TRUE,2e-04,-0.0018
2025-11-18,test,HO,Backwardation-Deficit,SELL,1.861,0.0745,0.0567,trailing_stop,10,0.0337,0.0135,TRUE,0.0178,0.0158
2025-11-19,test,HO,Backwardation-Deficit,SELL,2.116,0.0819,0.0567,trailing_stop,9,0.0337,0.0135,TRUE,0.0252,0.0232
2025-11-20,test,HO,Backwardation-Deficit,SELL,2.054,0.08,0.0555,trailing_stop,8,0.0325,0.013,TRUE,0.0246,0.0226
2025-11-22,test,HO,Backwardation-Deficit,SELL,1.777,0.0717,0.0565,trailing_stop,6,0.0335,0.0134,TRUE,0.0151,0.0131
2025-11-29,test,HO,Backwardation-Deficit,SELL,2.93,0.1051,0.0655,trailing_stop,6,0.0441,0.0176,TRUE,0.0396,0.0376
