product,tier,spread,estimator,feature,weight,metric
CL,sfm_t5_rf,m1m2,RandomForest,cushing_stocks_5yr_dev_z,0.6216,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,dxy_z,0.5701,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,surprise_z,0.5679,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sx_5yr_dev,0.5237,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,hdd_dev_5yr_z,0.5094,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,cos_ann,0.4663,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sx_abs,0.4102,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sofr_z,0.3956,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,crude_stocks_5yr_dev_z,0.3664,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,cdd_us_ne,0.3043,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,abs_surprise_z,0.2964,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,crude_net_exports_z,0.2528,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,turnaround_season,0.0926,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,heating_season,0.0227,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,driving_season,0.0212,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,cushing_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,gasoline_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,distillate_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,crude_prod_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,total_petrol_surprise_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,cftc_net_mm_zscore,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,cftc_mm_net_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,bdi_z52,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,rig_chg_wow_z,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,refinery_util_dev,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sx_cushing,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sx_cftc,0,IncNodePurity
CL,sfm_t5_rf,m1m2,RandomForest,sx_util,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,gasoline_5yr_dev_z,3.6603,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,td3c_z52,3.6516,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,m1m2_mom_z,2.9632,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,gasoil_crack_dev_z,2.7367,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sin_ann,2.693,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,ho_crack_dev_z,2.172,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,td3c_wow_ws_z,1.9998,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,eia_streak_4w,1.9669,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,china_imports_z,1.6914,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,distillate_5yr_dev_z,1.1326,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_td3c,0.993,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,dxy_4wk_chg_z,0.6993,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cushing_stocks_5yr_dev_z,0.6851,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_streak,0.6262,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,opec_prod_z,0.5156,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,hdd_dev_5yr_z,0.4301,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,days_fwd_cover_z,0.4029,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,crude_stocks_5yr_dev_z,0.3933,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sofr_z,0.3829,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,surprise_z,0.3346,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,dxy_z,0.3217,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cos_ann,0.3171,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,abs_surprise_z,0.2759,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_5yr_dev,0.2693,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_abs,0.2588,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cdd_us_ne,0.2433,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,crude_net_exports_z,0.2144,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,turnaround_season,0.0367,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,driving_season,0.0275,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,heating_season,0.0155,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cushing_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,gasoline_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,distillate_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,crude_prod_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,total_petrol_surprise_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cftc_net_mm_zscore,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,cftc_mm_net_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,bdi_z52,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,rig_chg_wow_z,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,refinery_util_dev,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_cushing,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_cftc,0,IncNodePurity
CL,sfm_t5_rf,m2m3,RandomForest,sx_util,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,gasoline_5yr_dev_z,49.8387,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,td3c_z52,45.7871,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,m1m2_mom_z,36.7835,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,ho_crack_dev_z,34.3992,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sin_ann,32.2748,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,gasoil_crack_dev_z,29.1545,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,china_imports_z,26.7673,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,eia_streak_4w,21.6986,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,td3c_wow_ws_z,20.1376,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,distillate_5yr_dev_z,14.8486,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_td3c,11.5334,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,dxy_4wk_chg_z,10.5822,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cos_ann,9.0235,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,days_fwd_cover_z,8.5633,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,opec_prod_z,8.3283,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sofr_z,8.2409,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_streak,8.0589,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cushing_stocks_5yr_dev_z,7.8425,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_5yr_dev,6.3339,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,dxy_z,6.1173,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,crude_net_exports_z,5.8141,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,hdd_dev_5yr_z,5.7032,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,crude_stocks_5yr_dev_z,5.6332,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,surprise_z,5.2076,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_abs,5.1638,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,abs_surprise_z,4.2999,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cdd_us_ne,3.8175,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,turnaround_season,1.2109,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,driving_season,0.2942,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,heating_season,0.2913,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cushing_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,gasoline_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,distillate_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,crude_prod_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,total_petrol_surprise_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cftc_net_mm_zscore,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,cftc_mm_net_chg_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,bdi_z52,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,rig_chg_wow_z,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,refinery_util_dev,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_cushing,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_cftc,0,IncNodePurity
CL,sfm_t5_rf,m1m6,RandomForest,sx_util,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,td3c_wow_ws_z,1.1761,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,m1m2_mom_z,1.0874,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,gasoil_crack_dev_z,0.9499,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,ho_crack_dev_z,0.9326,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,gasoline_5yr_dev_z,0.9274,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cushing_stocks_5yr_dev_z,0.769,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sin_ann,0.6805,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,td3c_z52,0.6575,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,eia_streak_4w,0.587,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,china_imports_z,0.4462,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,dxy_4wk_chg_z,0.4173,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_td3c,0.3367,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cos_ann,0.3149,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,dxy_z,0.2914,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_streak,0.2798,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,opec_prod_z,0.2514,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,days_fwd_cover_z,0.236,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,hdd_dev_5yr_z,0.2194,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,crude_stocks_5yr_dev_z,0.211,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sofr_z,0.1752,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,distillate_5yr_dev_z,0.1485,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_abs,0.1408,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,surprise_z,0.1357,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,abs_surprise_z,0.1234,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_5yr_dev,0.119,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cdd_us_ne,0.1113,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,crude_net_exports_z,0.1048,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,turnaround_season,0.0117,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,heating_season,0.0098,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,driving_season,0.0083,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cushing_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,gasoline_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,distillate_stocks_chg_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,crude_prod_chg_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,total_petrol_surprise_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cftc_net_mm_zscore,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,cftc_mm_net_chg_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,bdi_z52,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,rig_chg_wow_z,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,refinery_util_dev,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_cushing,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_cftc,0,IncNodePurity
CL,sfm_t5_rf,fly123,RandomForest,sx_util,0,IncNodePurity
CL,sfm_t5_xgb,m1m2,XGBoost,ho_crack_dev_z,0.811,Gain
CL,sfm_t5_xgb,m1m2,XGBoost,gasoline_5yr_dev_z,0.1327,Gain
CL,sfm_t5_xgb,m1m2,XGBoost,sx_td3c,0.0564,Gain
CL,sfm_t5_xgb,m2m3,XGBoost,td3c_z52,0.5988,Gain
CL,sfm_t5_xgb,m2m3,XGBoost,surprise_z,0.2119,Gain
CL,sfm_t5_xgb,m2m3,XGBoost,china_imports_z,0.1893,Gain
CL,sfm_t5_xgb,m1m6,XGBoost,china_imports_z,0.4526,Gain
CL,sfm_t5_xgb,m1m6,XGBoost,gasoline_5yr_dev_z,0.4477,Gain
CL,sfm_t5_xgb,m1m6,XGBoost,m1m2_mom_z,0.0997,Gain
CL,sfm_t5_xgb,fly123,XGBoost,ho_crack_dev_z,0.4961,Gain
CL,sfm_t5_xgb,fly123,XGBoost,td3c_wow_ws_z,0.3812,Gain
CL,sfm_t5_xgb,fly123,XGBoost,td3c_z52,0.1227,Gain
LCO,old_t1_baseline,m1m2,OLS,(Intercept),0.067901,OLS
LCO,old_t1_baseline,m1m2,OLS,surprise_z,0.082245,OLS
LCO,old_t1_baseline,m2m3,OLS,(Intercept),0.053905,OLS
LCO,old_t1_baseline,m2m3,OLS,surprise_z,0.049227,OLS
LCO,old_t1_baseline,m1m6,OLS,(Intercept),0.195962,OLS
LCO,old_t1_baseline,m1m6,OLS,surprise_z,0.224895,OLS
LCO,old_t1_baseline,fly123,OLS,(Intercept),0.013997,OLS
LCO,old_t1_baseline,fly123,OLS,surprise_z,0.033018,OLS
LCO,old_t2_physical,m1m2,OLS,(Intercept),0.067889,OLS
LCO,old_t2_physical,m1m2,OLS,surprise_z,0.082088,OLS
LCO,old_t2_physical,m1m2,OLS,cushing_stocks_chg_z,,OLS
LCO,old_t2_physical,m1m2,OLS,refinery_util_dev,,OLS
LCO,old_t2_physical,m1m2,OLS,crude_prod_chg_z,,OLS
LCO,old_t2_physical,m1m2,OLS,crude_net_exports_z,-0.00085,OLS
LCO,old_t2_physical,m1m2,OLS,sx_cushing,,OLS
LCO,old_t2_physical,m1m2,OLS,sx_util,,OLS
LCO,old_t2_physical,m2m3,OLS,(Intercept),0.054067,OLS
LCO,old_t2_physical,m2m3,OLS,surprise_z,0.051196,OLS
LCO,old_t2_physical,m2m3,OLS,cushing_stocks_chg_z,,OLS
LCO,old_t2_physical,m2m3,OLS,refinery_util_dev,,OLS
LCO,old_t2_physical,m2m3,OLS,crude_prod_chg_z,,OLS
LCO,old_t2_physical,m2m3,OLS,crude_net_exports_z,0.010676,OLS
LCO,old_t2_physical,m2m3,OLS,sx_cushing,,OLS
LCO,old_t2_physical,m2m3,OLS,sx_util,,OLS
LCO,old_t2_physical,m1m6,OLS,(Intercept),0.196099,OLS
LCO,old_t2_physical,m1m6,OLS,surprise_z,0.226563,OLS
LCO,old_t2_physical,m1m6,OLS,cushing_stocks_chg_z,,OLS
LCO,old_t2_physical,m1m6,OLS,refinery_util_dev,,OLS
LCO,old_t2_physical,m1m6,OLS,crude_prod_chg_z,,OLS
LCO,old_t2_physical,m1m6,OLS,crude_net_exports_z,0.009043,OLS
LCO,old_t2_physical,m1m6,OLS,sx_cushing,,OLS
LCO,old_t2_physical,m1m6,OLS,sx_util,,OLS
LCO,old_t2_physical,fly123,OLS,(Intercept),0.013822,OLS
LCO,old_t2_physical,fly123,OLS,surprise_z,0.030892,OLS
LCO,old_t2_physical,fly123,OLS,cushing_stocks_chg_z,,OLS
LCO,old_t2_physical,fly123,OLS,refinery_util_dev,,OLS
LCO,old_t2_physical,fly123,OLS,crude_prod_chg_z,,OLS
LCO,old_t2_physical,fly123,OLS,crude_net_exports_z,-0.011526,OLS
LCO,old_t2_physical,fly123,OLS,sx_cushing,,OLS
LCO,old_t2_physical,fly123,OLS,sx_util,,OLS
LCO,old_t3_full,m1m2,Lasso,(Intercept),0.068751,alpha=1
LCO,old_t3_full,m1m2,Lasso,surprise_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,refinery_util_dev,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,crude_prod_chg_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,crude_net_exports_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,rig_chg_wow_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,td3c_z52,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,td3c_storage_cost_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,bdi_z52,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,cdd_us_ne,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,driving_season,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,heating_season,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,turnaround_season,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sin_ann,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,cos_ann,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sx_cushing,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sx_util,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sx_td3c,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sx_cftc,0,alpha=1
LCO,old_t3_full,m1m2,Lasso,sx_5yr_dev,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,(Intercept),0.054413,alpha=1
LCO,old_t3_full,m2m3,Lasso,surprise_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,refinery_util_dev,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,crude_prod_chg_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,crude_net_exports_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,rig_chg_wow_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,td3c_z52,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,td3c_storage_cost_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,bdi_z52,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,cdd_us_ne,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,driving_season,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,heating_season,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,turnaround_season,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sin_ann,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,cos_ann,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sx_cushing,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sx_util,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sx_td3c,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sx_cftc,0,alpha=1
LCO,old_t3_full,m2m3,Lasso,sx_5yr_dev,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,(Intercept),0.198285,alpha=1
LCO,old_t3_full,m1m6,Lasso,surprise_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,refinery_util_dev,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,crude_prod_chg_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,crude_net_exports_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,rig_chg_wow_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,td3c_z52,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,td3c_wow_ws_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,td3c_storage_cost_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,bdi_z52,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,hdd_dev_5yr_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,cdd_us_ne,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,driving_season,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,heating_season,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,turnaround_season,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sin_ann,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,cos_ann,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sx_cushing,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sx_util,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sx_td3c,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sx_cftc,0,alpha=1
LCO,old_t3_full,m1m6,Lasso,sx_5yr_dev,0,alpha=1
LCO,old_t3_full,fly123,Lasso,(Intercept),-0.011411,alpha=1
LCO,old_t3_full,fly123,Lasso,surprise_z,0.01167,alpha=1
LCO,old_t3_full,fly123,Lasso,cushing_stocks_chg_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,refinery_util_dev,0,alpha=1
LCO,old_t3_full,fly123,Lasso,crude_prod_chg_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,crude_net_exports_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,gasoline_stocks_chg_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,distillate_stocks_chg_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,rig_chg_wow_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,td3c_z52,0,alpha=1
LCO,old_t3_full,fly123,Lasso,td3c_wow_ws_z,0.021088,alpha=1
LCO,old_t3_full,fly123,Lasso,td3c_storage_cost_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,bdi_z52,0,alpha=1
LCO,old_t3_full,fly123,Lasso,hdd_dev_5yr_z,0.012125,alpha=1
LCO,old_t3_full,fly123,Lasso,cdd_us_ne,0.007702,alpha=1
LCO,old_t3_full,fly123,Lasso,cftc_mm_net_chg_z,0,alpha=1
LCO,old_t3_full,fly123,Lasso,driving_season,0,alpha=1
LCO,old_t3_full,fly123,Lasso,heating_season,0,alpha=1
LCO,old_t3_full,fly123,Lasso,turnaround_season,-0.009199,alpha=1
LCO,old_t3_full,fly123,Lasso,sin_ann,0,alpha=1
LCO,old_t3_full,fly123,Lasso,cos_ann,0,alpha=1
LCO,old_t3_full,fly123,Lasso,sx_cushing,0,alpha=1
LCO,old_t3_full,fly123,Lasso,sx_util,0,alpha=1
LCO,old_t3_full,fly123,Lasso,sx_td3c,0.010787,alpha=1
LCO,old_t3_full,fly123,Lasso,sx_cftc,0,alpha=1
LCO,old_t3_full,fly123,Lasso,sx_5yr_dev,0,alpha=1
LCO,sfm_t1_eia_only,m1m2,OLS,(Intercept),0.067901,OLS
LCO,sfm_t1_eia_only,m1m2,OLS,surprise_z,0.082245,OLS
LCO,sfm_t1_eia_only,m2m3,OLS,(Intercept),0.053905,OLS
LCO,sfm_t1_eia_only,m2m3,OLS,surprise_z,0.049227,OLS
LCO,sfm_t1_eia_only,m1m6,OLS,(Intercept),0.195962,OLS
LCO,sfm_t1_eia_only,m1m6,OLS,surprise_z,0.224895,OLS
LCO,sfm_t1_eia_only,fly123,OLS,(Intercept),0.013997,OLS
LCO,sfm_t1_eia_only,fly123,OLS,surprise_z,0.033018,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,(Intercept),0.067889,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,surprise_z,0.082088,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,cushing_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,gasoline_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,distillate_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,crude_prod_chg_z,,OLS
LCO,sfm_t2_eia_full,m1m2,OLS,crude_net_exports_z,-0.00085,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,(Intercept),0.054067,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,surprise_z,0.051196,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,cushing_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,gasoline_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,distillate_stocks_chg_z,,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,crude_prod_chg_z,,OLS
LCO,sfm_t2_eia_full,m2m3,OLS,crude_net_exports_z,0.010676,OLS
LCO,sfm_t2_eia_full,m1m6,OLS,(Intercept),0.196099,OLS
