date,M1M2,regime_label,level_z_126,signal,fwd10,fwd21
2024-07-01,0.881578947368411,Stable-Elevated,0.841480014257417,FLAT,,
2024-07-02,0.836666666666687,Stable-Elevated,0.756054210501878,FLAT,,
2024-07-03,0.829999999999984,Stable-Elevated,0.743910696767192,FLAT,,
2024-07-04,0.89478835978835,Stable-Elevated,0.868538763499279,FLAT,,
2024-07-05,0.850000000000023,Stable-Elevated,0.783330064424065,FLAT,,
2024-07-07,0.881868131868131,Stable-Elevated,0.846157757507518,FLAT,,
2024-07-08,0.753,Stable-Elevated,0.602584150121854,FLAT,,
2024-07-09,0.792637362637365,Stable-Elevated,0.681334069862979,FLAT,,
2024-07-10,0.908000000000001,Stable-Elevated,0.899028185582188,FLAT,,
2024-07-11,1.03857142857143,Stable-Elevated,1.1487494444731,FLAT,,
2024-07-12,0.930666666666667,Stable-Elevated,0.94012836123024,FLAT,-0.049087719298256,
2024-07-14,0.943818181818187,Stable-Elevated,0.963152085101201,FLAT,-0.1071515151515,
2024-07-15,0.955333333333328,Stable-Elevated,0.98330569255316,FLAT,-0.125333333333344,
2024-07-16,0.907619047619065,Stable-Elevated,0.889080380565212,FLAT,-0.0128306878307149,
2024-07-17,1.11800000000001,Stable-Elevated,1.29015862472559,FLAT,-0.267999999999987,
2024-07-18,1.15794871794871,Stable-Elevated,1.36252129836593,FLAT,-0.276080586080579,
2024-07-19,1.06766666666668,Stable-Elevated,1.18537738216328,FLAT,-0.31466666666668,
2024-07-21,1.04375,Stable-Elevated,1.13464954149831,FLAT,-0.251112637362635,
2024-07-22,0.965999999999994,Stable-Elevated,0.980011045152471,FLAT,-0.057999999999993,
2024-07-23,0.954285714285703,Stable-Elevated,0.953864196822854,FLAT,0.0842857142857271,
2024-07-24,0.900000000000006,Stable-Elevated,0.846286933532025,FLAT,0.030666666666661,
2024-07-25,1,Stable-Elevated,1.0304063003896,FLAT,-0.056181818181813,-0.118421052631589
2024-07-26,0.791216216216199,Stable-Elevated,0.620035679839628,FLAT,0.164117117117129,0.045450450450488
2024-07-28,0.841071428571425,Stable-Elevated,0.697627398497378,FLAT,0.06654761904764,-0.0110714285714411
2024-07-29,0.727499999999992,Stable-Elevated,0.480039752882394,FLAT,0.390500000000018,0.167288359788358
2024-07-30,0.575000000000003,Stable-Elevated,0.191362330601014,FLAT,0.582948717948707,0.27500000000002
2024-07-31,-0.0854916666666696,Contango-Surplus,-1.04647076626396,FLAT,1.15315833333335,0.967359798534801
2024-08-01,0.60769230769229,Stable-Elevated,0.24430531506903,FLAT,0.43605769230771,0.14530769230771
2024-08-02,0.603333333333339,Stable-Elevated,0.231762075478426,FLAT,0.362666666666655,0.189304029304026
2024-08-04,0.57452631578947,Stable-Elevated,0.173782006299932,FLAT,0.379759398496233,0.333473684210531
2024-08-05,0.381142857142848,Stable-Elevated,-0.192304329182509,FLAT,0.518857142857158,0.657428571428582
2024-08-06,0.420000000000002,Stable-Elevated,-0.13100531906002,FLAT,0.579999999999998,0.510666666666665
2024-08-07,0.669230769230765,Stable-Elevated,0.341392686261725,FLAT,0.121985446985434,0.274587412587422
2024-08-08,0.691111111111113,Stable-Elevated,0.381197373653333,FLAT,0.149960317460312,0.264222222222215
2024-08-09,0.832222222222228,Stable-Elevated,0.646111774635759,FLAT,-0.104722222222236,0.075396825396837
2024-08-11,0.710285714285718,Stable-Elevated,0.411711070786099,FLAT,-0.135285714285715,0.407714285714292
2024-08-12,0.927500000000009,Stable-Elevated,0.821574406426355,FLAT,-1.01299166666668,0.230448717948701
2024-08-13,0.807500000000005,Stable-Elevated,0.589445759957278,FLAT,-0.199807692307715,0.260166666666675
2024-08-14,0.745000000000005,Stable-Elevated,0.467009650168639,FLAT,-0.141666666666666,0.298749999999995
2024-08-15,0.875,Stable-Elevated,0.711573447895446,FLAT,-0.30047368421053,0.090999999999994
2024-08-16,0.802000000000007,Stable-Elevated,0.570529292807991,FLAT,-0.420857142857159,0.152285714285696
2024-08-18,0.804999999999993,Stable-Elevated,0.573069290933013,FLAT,-0.384999999999991,0.095000000000013
2024-08-19,0.514166666666668,Stable-Elevated,0.0162528298178124,FLAT,0.155064102564097,0.485833333333332
2024-08-20,0.560909090909092,Stable-Elevated,0.102821670162174,FLAT,0.130202020202021,0.230307125307107
2024-08-21,0.549761904761894,Stable-Elevated,0.0791264280333053,FLAT,0.282460317460334,0.291309523809531
2024-08-22,0.663333333333341,Stable-Elevated,0.292307873950183,FLAT,0.046952380952377,0.0641666666666511
2024-08-23,0.827179487179492,Stable-Elevated,0.603026536203013,FLAT,0.100320512820517,-0.252179487179489
2024-08-25,0.926149425287349,Stable-Elevated,0.786619219336922,FLAT,-0.118649425287344,-1.01164109195402
2024-08-26,1.08635294117647,Stable-Elevated,1.08590290693046,FLAT,-0.341352941176465,-0.47866063348418
2024-08-27,0.886666666666656,Stable-Elevated,0.697064999351317,FLAT,-0.0116666666666559,-0.283333333333317
2024-08-28,1.06220095693782,Stable-Elevated,1.02573685351201,FLAT,-0.260200956937813,-0.48767464114835
2024-08-29,1.13666666666667,Stable-Elevated,1.15970124424642,FLAT,-0.331666666666677,-0.755523809523822
2024-08-30,1.82013888888888,Backwardation-Deficit,2.45396357997998,SELL,-1.30597222222221,-1.40013888888888
2024-09-01,0.64892448512586,Stable-Elevated,0.21626931938281,FLAT,-0.088015394216768,0.020306284104905
2024-09-02,0.77051282051282,Stable-Elevated,0.440792737757738,FLAT,-0.220750915750926,-0.079401709401707
