product,regime,tier,spread_target,estimator,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_crude_stocks_5yr_dev_z,coef_cushing_stocks_5yr_dev_z,coef_cftc_net_mm_zscore,coef_cftc_mm_net_chg_z,coef_td3c_z52,coef_td3c_wow_ws_z,coef_bdi_z52,coef_dxy_z,coef_dxy_4wk_chg_z,coef_sofr_z,coef_opec_prod_z,coef_rig_chg_wow_z,coef_refinery_util_dev,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_gasoil_crack_dev_z,coef_sin_ann,coef_cos_ann,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sx_cushing,coef_sx_td3c,coef_sx_cftc,coef_sx_5yr_dev,coef_sx_util
CL,ALL_REGIMES,sfm_t4_combined,m1m6,Lasso,206,0,-0.0396,0.9994,0.5728,0.5661,189,0.0946963718910956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66980211044329e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,sfm_t4_combined,fly123,Lasso,206,0,-0.0103,0.1703,0.5485,0.5556,189,-0.0155166551126244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,ALL_REGIMES,sfm_t4_combined,fly136,Lasso,206,0,-0.0025,0.5244,0.5777,0.582,189,-0.049655463608031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Warm-Up,sfm_t2_eia_full,m1m2,Ridge,29,7e-04,-0.1397,0.204,0.4828,0.4643,28,0.0249000040429292,-0.000184415828323216,0,0,0,0,-0.000292684239378192,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,sfm_t2_eia_full,m2m3,Ridge,29,0.0486,0.0026,0.0805,0.5517,0.5357,28,0.00819329112091173,0.000651338000869717,0,0,0,0,-0.00790969193841884,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,sfm_t2_eia_full,m1m6,Ridge,29,0.1307,-0.0206,0.3843,0.7586,0.75,28,-0.0611060799364431,0.000576685499168462,0,0,0,0,-0.13894146226771,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,sfm_t2_eia_full,fly123,Ridge,29,0.0072,-0.1049,0.1875,0.4828,0.5,28,0.00882095006646514,-0.00258263121441343,0,0,0,0,-0.000191409421446981,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,sfm_t2_eia_full,fly136,Ridge,29,0.1503,0.0584,0.1658,0.7241,0.7143,28,0.0387782138347489,-0.0506740120110962,0,0,0,0,0.0501539578194122,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Warm-Up,sfm_t3_structural_only,m1m2,Ridge,29,0.0027,-0.0469,0.2038,0.4828,0.4828,29,0.0274373284774201,,,,,,,-0.000198877384452675,-0.000409698366557776,0,0,0,0,0,-0.000937538565090476,-6.28611274510924e-05,0.00197865495397694,-3.94762969973636e-05,0,0,2.0312538914147e-05,2.64079943224193e-05,0.000879300461438977,-3.96794779981825e-05,-0.000195271018539962,0.000283631780198586,-0.000359669002323523,-0.000209640447985746,,,,,
LCO,Warm-Up,sfm_t3_structural_only,m2m3,Ridge,29,0.0014,-0.0976,0.0824,0.5517,0.5517,29,0.0132569897979299,,,,,,,9.90256150569976e-05,0.000278198383649742,0,0,0,0,0,-9.49778277603774e-05,6.72061447715125e-07,-0.000752685662237094,-4.51138565846047e-05,0,0,-2.08729855427681e-05,-1.2960012728052e-05,0.000385749769746709,7.24808123516207e-05,0.000104373048262998,-0.000114224190065189,4.32052443899641e-05,0.000115854270613197,,,,,
LCO,Warm-Up,sfm_t3_structural_only,m1m6,Ridge,29,7e-04,-0.0278,0.412,0.6552,0.6552,29,0.0742168134198984,,,,,,,1.82936862375489e-05,0.000107172441363832,0,0,0,0,0,-0.00189286147211034,0.000145161911909189,0.00871483592408944,-0.000293039521713607,0,0,-4.26065102141048e-05,2.20201012259286e-05,0.000143655113875944,0.000255208658788817,-9.2227996006835e-05,8.45148246459824e-05,-0.000563069005276379,0.000386400752791689,,,,,
LCO,Warm-Up,sfm_t3_structural_only,fly123,Ridge,29,0.0356,-0.1289,0.1848,0.5862,0.5862,29,0.0338773529441746,,,,,,,-0.00213278885740408,-0.00459478941482316,0,0,0,0,0,-0.00857404076210245,-0.000552775784470971,0.0199346200113722,-0.000419760184754753,0,0,0.000310449436629634,0.000307656901944042,0.00510754369880925,-0.000479909759483337,-0.00220717682437696,0.00301857747972449,-0.00344549243486232,-0.00234119352129883,,,,,
LCO,Warm-Up,sfm_t3_structural_only,fly136,Ridge,29,0.1461,-0.0934,0.1662,0.6897,0.6897,29,-0.128713502066992,,,,,,,-0.00688288714651969,-0.0104028592150609,0,0,0,0,0,-0.0360989500432288,-0.00591811259222633,-0.0697628591029893,-0.00283971616418091,0,0,0.00140626015057057,0.000844937086557824,0.0602690460649939,-0.00119090407027946,-0.00537777749278348,0.0102898759135027,-0.0107368972494118,-0.0136962895433006,,,,,
LCO,Warm-Up,sfm_t4_combined,m1m2,Ridge,29,0.0035,-0.0495,0.2037,0.4828,0.4643,28,0.0270934215059044,-9.25644929557878e-05,0,0,0,0,-0.000149410964692341,-0.000197387692499393,-0.000405803076736682,0,0,0,0,0,-0.00093587553501712,-6.28200777703013e-05,0.00190997410625766,-4.05280803628473e-05,0,0,1.9964564695488e-05,2.63135076581625e-05,0.000871542967056476,-3.82366378554984e-05,-0.000194532824081574,0.000282123814849017,-0.000358817893849406,-0.000207493049967916,0,0,-0.000308446611099436,-5.93742694851313e-05,0
LCO,Warm-Up,sfm_t4_combined,m2m3,Ridge,29,0.0014,-0.0165,0.0824,0.5517,0.5357,28,0.0141536030613966,8.48668228439608e-06,0,0,0,0,-0.000119585619083761,4.44822495847289e-05,0.000125032831115989,0,0,0,0,0,-4.18623563903853e-05,2.7520497278095e-07,-0.000352736873185111,-2.06330266202371e-05,0,0,-9.12515608364682e-06,-5.76633967080523e-06,0.000164578942701161,3.27912232636782e-05,4.66033879819348e-05,-5.11841870980692e-05,1.9904895402795e-05,5.1559193911042e-05,0,0,2.82796271808728e-05,1.08163715172598e-06,0
LCO,Warm-Up,sfm_t4_combined,m1m6,Ridge,29,0.0011,-0.0359,0.4119,0.6552,0.6429,28,0.0680587259424285,-1.59722133319237e-05,0,0,0,0,-0.000596451438398095,7.91906142032453e-06,4.50844893791622e-05,0,0,0,0,0,-0.000746088174101474,5.65051677040938e-05,0.00335071525072124,-0.000116168374204908,0,0,-1.67522842439757e-05,8.59247573196563e-06,4.96320987077391e-05,0.000101643360249338,-3.59239423232136e-05,3.27559189736775e-05,-0.000221045179362108,0.000151923982470033,0,0,-5.32232006253788e-05,-2.10980288572442e-05,0
LCO,Warm-Up,sfm_t4_combined,fly123,Ridge,29,0.0678,-0.0264,0.1817,0.6207,0.6071,28,0.0217082148570564,-0.00134762888077044,0,0,0,0,0.00012266916462283,-0.0033449930042008,-0.00691926801181374,0,0,0,0,0,-0.0158971638995629,-0.000929519976044444,0.0197477426323745,-0.00141981567574774,0,0,0.000504202302348189,0.000555569287060127,0.00629169746533518,-0.00023104906098379,-0.00380410313497235,0.00502084447384113,-0.00609702752587461,-0.00351534234503918,0,0,-0.00449085817283397,-0.000859881198411822,0
LCO,Warm-Up,sfm_t4_combined,fly136,Ridge,29,0.1568,-0.0785,0.1652,0.7241,0.7143,28,-0.169073881004568,-0.0027790018792643,0,0,0,0,0.00476969571587437,-0.00546936838633081,-0.00820249859561531,0,0,0,0,0,-0.0290598459655749,-0.00511040170533548,-0.10161816342495,-0.00247142131388528,0,0,0.000803485388006607,0.000688876666822359,0.0494536048152896,-0.000667663738194904,-0.00470715386127917,0.00837173258158035,-0.00928640009063649,-0.0101895164555884,0,0,-0.00926031048234097,-0.00193613486586876,0
LCO,Deep-Backwardation,sfm_t1_eia_only,m1m2,OLS,56,0.0184,2e-04,0.3515,0.6071,0.6346,52,0.0972708487637136,-0.0503629751919149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t1_eia_only,m2m3,OLS,56,0.0151,-0.0032,0.2473,0.6071,0.6154,52,0.0241822490842243,-0.0320109593890907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t1_eia_only,m1m6,OLS,56,0.0188,6e-04,0.9715,0.5893,0.5962,52,0.151426089197787,-0.140730716160618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t1_eia_only,fly123,OLS,56,0.0031,-0.0153,0.3132,0.5536,0.5962,52,0.0730885996794894,-0.0183520158028242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t1_eia_only,fly136,OLS,56,0.0034,-0.015,0.3918,0.5714,0.5769,52,0.0914801064980883,-0.024017153001393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t2_eia_full,m1m2,Lasso,56,0,-0.0479,0.3548,0.6071,0.6346,52,0.102044244227848,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t2_eia_full,m2m3,Lasso,56,0.0091,-0.0281,0.248,0.6607,0.6731,52,0.0260876857868389,-0.0119071439594697,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t2_eia_full,m1m6,Lasso,56,0.0114,-0.0068,0.9751,0.625,0.6346,52,0.159803016252622,-0.0523477249299446,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t2_eia_full,fly123,Lasso,56,0,-0.0559,0.3137,0.5536,0.5962,52,0.0748280010682498,0,0,0,0,0,-1.58634276612594e-17,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t2_eia_full,fly136,Lasso,56,0.0213,-0.0402,0.3882,0.5714,0.5769,52,0.0842691249294825,0,0,0,0,0,-0.0383393038804871,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Deep-Backwardation,sfm_t3_structural_only,m1m2,Lasso,56,0.0278,-0.0287,0.3498,0.6071,0.6071,56,0.1123628470236,,,,,,,0,0,0,0,0,0,0,0,0.0132033579705626,0,0,0,0,0,0,0,0,0,0,-0.016269552476701,0,,,,,
LCO,Deep-Backwardation,sfm_t3_structural_only,m2m3,Lasso,56,0,-0.0634,0.2492,0.6607,0.6607,56,0.0272162431595981,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
LCO,Deep-Backwardation,sfm_t3_structural_only,m1m6,Lasso,56,0,-0.071,0.9807,0.625,0.625,56,0.164764526008274,,,,,,,0,0,0,0,0,0,0,0,5.1448432356088e-17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
LCO,Deep-Backwardation,sfm_t3_structural_only,fly123,Lasso,56,0,-0.0927,0.3137,0.5536,0.5536,56,0.0748280010682498,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20682082376235e-17,0,0,0,0,0,0,0,,,,,
LCO,Deep-Backwardation,sfm_t3_structural_only,fly136,Lasso,56,0,-0.037,0.3924,0.5714,0.5714,56,0.093756448766618,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
LCO,Deep-Backwardation,sfm_t4_combined,m1m2,Lasso,56,0,-0.0577,0.3548,0.6071,0.6346,52,0.102044244227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,sfm_t4_combined,m2m3,Lasso,56,0,-0.0594,0.2492,0.6607,0.6731,52,0.0272162431595981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,sfm_t4_combined,m1m6,Lasso,56,0,-0.0561,0.9807,0.625,0.6346,52,0.164764526008274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1448432356088e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,sfm_t4_combined,fly123,Lasso,56,0,-0.0837,0.3137,0.5536,0.5962,52,0.0748280010682498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20682082376235e-17,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Deep-Backwardation,sfm_t4_combined,fly136,Lasso,56,0,-0.0581,0.3924,0.5714,0.5769,52,0.093756448766618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCO,Easing-Backwardation,sfm_t1_eia_only,m1m2,OLS,50,0.0295,0.0093,0.4225,0.44,0.4565,46,0.0257612937177473,-0.0577517621921534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t1_eia_only,m2m3,OLS,50,0.0196,-8e-04,0.1805,0.66,0.6739,46,0.0448353695705963,-0.0200199028920476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t1_eia_only,m1m6,OLS,50,0.0287,0.0084,0.822,0.6,0.6087,46,0.118549025170124,-0.110698313027986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t1_eia_only,fly123,OLS,50,0.0196,-8e-04,0.3401,0.44,0.4565,46,-0.019074075852849,-0.0377318593001057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t1_eia_only,fly136,OLS,50,0.0215,0.0011,0.3858,0.46,0.4565,46,0.0226443014065636,-0.0448450171404156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t2_eia_full,m1m2,Lasso,50,0.0423,-0.0898,0.4197,0.48,0.4783,46,0.0248826218092298,-0.0192687030450087,0,0,0,0,-0.0463540010145461,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t2_eia_full,m2m3,Lasso,50,0,-0.1713,0.1823,0.64,0.6522,46,0.0417830098444054,-7.93575761811733e-18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t2_eia_full,m1m6,Lasso,50,0,-0.0862,0.834,0.58,0.587,46,0.101671267357516,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t2_eia_full,fly123,Lasso,50,0.0481,-0.0111,0.3351,0.6,0.6304,46,-0.013941810985513,-0.0235427097635364,0,0,0,0,-0.0677895973140434,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t2_eia_full,fly136,Lasso,50,0,-0.0789,0.39,0.62,0.6304,46,0.0158069493485714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Easing-Backwardation,sfm_t3_structural_only,m1m2,Lasso,50,0.2492,-0.0115,0.3716,0.6,0.6,50,0.0339203198783683,,,,,,,0,0,0,0,0,0,0,0,0.0755091670275602,0,0,0,0,0,0,0.0765639823423175,-0.0213954986527606,0,0.0376974375296686,0,-0.0577879342320135,,,,,
LCO,Easing-Backwardation,sfm_t3_structural_only,m2m3,Lasso,50,0,-0.1138,0.1823,0.64,0.64,50,0.0417830098444054,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38786075890863e-17,0,0,0,0,0,,,,,
LCO,Easing-Backwardation,sfm_t3_structural_only,m1m6,Lasso,50,0.2047,-0.0431,0.7438,0.64,0.64,50,0.0818242050732434,,,,,,,0,0,0,0,0,0,0,0,0.116365325060583,0,0,0,0,0,0,0.196621696311369,0,0,0.0939813365761302,0,0,,,,,
LCO,Easing-Backwardation,sfm_t3_structural_only,fly123,Lasso,50,0.4178,0.0738,0.2621,0.64,0.64,50,-0.152076904859912,,,,,,,0,0,0.0506862787146427,0,0,0.0651956044386962,0,0,0.0913780823529201,0,0.00419033348569283,0,0,-0.00183767198429361,0.00540847513088393,0.00762425827535052,-0.048024950250598,0.33558693904016,0.460470285053091,0,-0.00615881739466209,,,,,
LCO,Easing-Backwardation,sfm_t3_structural_only,fly136,Lasso,50,0.1867,-0.0793,0.3517,0.6,0.6,50,0.0354266280448394,,,,,,,0,0,0,0,0,0,0,0,0.0544560761006777,0,0,0,0,0,0,0.0176117159768942,-0.0292673906105236,0,0.0249240320735616,0,-0.0571483146180838,,,,,
LCO,Easing-Backwardation,sfm_t4_combined,m1m2,Lasso,50,0.4473,0.1139,0.3188,0.68,0.6739,46,-0.149661013208465,0,0,0,0,0,-0.0349555800952411,0.0244371070510453,0,0.0612363501227577,0,0,0.0567477010634478,0,0,0.12852963405159,0,0.0800913684003922,0,0,-0.00789785985011153,0.00336328871672501,0.0670214254290237,0,0.358918321047077,0.539407613556091,0,0,0,0,0.0269205688747481,-0.0250670744861967,0
LCO,Easing-Backwardation,sfm_t4_combined,m2m3,Lasso,50,0,-0.0753,0.1823,0.64,0.6522,46,0.0417830098444054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38786075890863e-17,0,0,0,0,0,0,0,0,0,0
LCO,Easing-Backwardation,sfm_t4_combined,m1m6,Lasso,50,0.1955,0.0209,0.7481,0.64,0.6304,46,0.0859271031265644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108914005877918,0,0,0,0,0,0,0.184587660439547,0,0,0.0805245852000741,0,0,0,0,0,0,0
LCO,Easing-Backwardation,sfm_t4_combined,fly123,Lasso,50,0.2135,0.0282,0.3046,0.54,0.5435,46,0.0194635221668733,0,0,0,0,0,-0.00354128361537195,0,0,0,0,0,0,0,0,0.0533451281673429,0,0,0,0,0,0,0.0136665304180757,-0.0609384900053627,0,0,0,-0.0901766264268722,0,0,0,0,0
LCO,Easing-Backwardation,sfm_t4_combined,fly136,Lasso,50,0.4649,0.0084,0.2853,0.68,0.6739,46,-0.164606341590734,0,0,0,0,0,-0.0357581110292543,0.045682075159819,0,0.0401125943163219,0,0,0.075607054940487,0,0.0883706037878857,0.110573339988945,0,0.0535694670160456,0,0,-0.0267891586376469,0.00293323375279981,0,0,0.376814835724241,0.539511646259195,0,-0.0361209363783829,0,0,0.0372742679670843,-0.0302334778403334,0
LCO,Stable-Elevated,sfm_t1_eia_only,m1m2,OLS,35,0.2069,0.1828,0.3158,0.6857,0.6897,29,0.155898690564483,-0.144000789044458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t1_eia_only,m2m3,OLS,35,0.0128,-0.0171,0.1495,0.7143,0.6897,29,0.0522948165042091,-0.0152211747140687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t1_eia_only,m1m6,OLS,35,0.078,0.0501,0.5424,0.6857,0.6552,29,0.29685846650965,-0.140895361223394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t1_eia_only,fly123,OLS,35,0.1532,0.1275,0.3392,0.4857,0.5172,29,0.103603874060274,-0.12877961433039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t1_eia_only,fly136,OLS,35,0.2116,0.1877,0.3838,0.5429,0.5172,29,0.119528547627735,-0.17754856629366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t2_eia_full,m1m2,Ridge,35,0.1701,-0.0949,0.3231,0.6571,0.6552,29,0.140219174811679,-0.0804177054145891,0,0,0,0,0.0174088853117153,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t2_eia_full,m2m3,Ridge,35,2e-04,-0.0409,0.1505,0.7143,0.6897,29,0.0502743632836949,-0.000133080915173219,0,0,0,0,-2.85497755024649e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t2_eia_full,m1m6,Ridge,35,6e-04,-0.0198,0.5647,0.6857,0.6552,29,0.278014220563245,-0.000502283573925715,0,0,0,0,-0.000157646246556884,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t2_eia_full,fly123,Ridge,35,0.2026,0.0092,0.3291,0.5714,0.6207,29,0.063912518005467,-0.156391800793563,0,0,0,0,0.106202237621935,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t2_eia_full,fly136,Ridge,35,0.2502,-0.0049,0.3743,0.5143,0.4828,29,0.0806645972783129,-0.174885428218011,0,0,0,0,0.09420225812807,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,Stable-Elevated,sfm_t3_structural_only,m1m2,Ridge,35,0.2127,-0.0638,0.3147,0.6571,0.6571,35,0.133302559556997,,,,,,,0.00355701505608527,0.00393714284193692,-0.00326097824843469,0,0.00446186354875834,0.0105540882513735,0,0.0301321998117625,0.00725281797039919,-0.0464250091189675,0.0168188773984429,0,0,0.0105334116390756,6.18832022053924e-05,0.0154640303242612,-0.0174260248209743,-0.00485959255047794,0.0328366412631635,-0.0323858390536609,-0.00165694632365417,,,,,
LCO,Stable-Elevated,sfm_t3_structural_only,m2m3,Ridge,35,0.002,-0.1514,0.1503,0.7143,0.7143,35,0.0505617306279682,,,,,,,2.74108578634996e-05,5.38205097151501e-05,8.23073678517114e-05,0,6.15626978275246e-05,8.43712516215799e-05,0,-0.000269939068162396,-9.0750907470478e-05,0.000102901449036653,-7.78488819045275e-06,0,0,2.75015728857275e-05,-1.36268009475348e-05,4.61275522106562e-05,-7.77369522153089e-06,-3.02671897529984e-05,0.000118581945716049,-0.000151474860122477,-0.000270707338590232,,,,,
LCO,Stable-Elevated,sfm_t3_structural_only,m1m6,Ridge,35,0.0028,-0.1254,0.5641,0.6857,0.6857,35,0.278527054469561,,,,,,,0.000219623497656909,0.000254813752059574,0.000148772491137911,0,0.000274846401771389,0.000414772860659518,0,-0.000277652958202396,-8.05181415912678e-05,-0.000532478826312382,0.000355060072390782,0,0,0.000242739582370028,-4.97763383883743e-06,0.000415447379254526,-0.000195367475002921,-0.000108910436012374,0.000709648500836686,-0.00065405571750313,-0.000839090405292002,,,,,
LCO,Stable-Elevated,sfm_t3_structural_only,fly123,Ridge,35,0.1302,5e-04,0.3437,0.5429,0.5429,35,0.0766463793979649,,,,,,,0.00203297320851277,0.00137762822661922,-0.00381963357220142,0,0.00135730284332201,0.00367709573245366,0,0.0222452689019555,0.0063753914330092,-0.0291872159993807,0.0107513283852079,0,0,0.00552895407446381,0.000685383091904596,0.00779074599910153,-0.00898852596913977,-0.00371788664043662,0.0165937525468921,-0.0153036678908274,0.00533374717525929,,,,,
LCO,Stable-Elevated,sfm_t3_structural_only,fly136,Ridge,35,0.3538,0.0315,0.3475,0.6,0.6,35,0.0901551419347464,,,,,,,-0.00327819964767593,-0.00342284096812151,-0.0065765865903072,0,0.00175919770190557,0.0145781716187687,0,0.0948805434219371,0.00971800857337368,-0.11854736909278,0.0282349520649884,0,0,0.023996879910699,-0.00316049194205826,0.0187023058592452,-0.0457662619489248,-0.00142346636947075,0.0673963962936468,-0.081189418170393,0.0302241373938872,,,,,
LCO,Stable-Elevated,sfm_t4_combined,m1m2,Ridge,35,0.2697,0.0111,0.303,0.6857,0.6897,29,0.121652334875482,-0.0181143161158008,0,0,0,0,0.00817550318702236,0.00365450039816675,0.00288850180655566,-0.00481762969244864,0,0.00316164285513363,0.00943679871408951,0,0.029949860720837,0.00523492858778631,-0.0398859663392945,0.0150876097318512,0,0,0.00945915892269729,-0.000587157484783873,0.012966916230518,-0.0128367996102373,-0.00114179033276824,0.0246911838722143,-0.0251108623997513,0.00250632129862545,0,0.00454038604990972,0.00786722906527616,0.0244781912403085,0
LCO,Stable-Elevated,sfm_t4_combined,m2m3,Ridge,35,0.003,-0.0436,0.1503,0.7143,0.6897,29,0.0504612061700938,-5.91722136720981e-05,0,0,0,0,-1.29772852340698e-05,2.43080591377695e-05,4.75924916275261e-05,7.29265386732276e-05,0,5.43979086151081e-05,7.46417924912093e-05,0,-0.000239732353080205,-8.09337399469534e-05,9.26718148835283e-05,-7.33079595466985e-06,0,0,2.42022546222179e-05,-1.22246268600303e-05,4.04401528539175e-05,-6.12662110369042e-06,-2.60459710501874e-05,0.000103662129509933,-0.000132987908641836,-0.000239695716962045,0,7.06244568478015e-05,6.52037010772715e-05,0.000188046757576118,0
LCO,Stable-Elevated,sfm_t4_combined,m1m6,Ridge,35,0.0042,-0.1151,0.5637,0.6857,0.6552,29,0.278160727840618,-0.000350557176124833,0,0,0,0,-0.000108382394613502,0.000164034556416453,0.000189687646704874,0.000110480498536478,0,0.000204236349783345,0.000308338333815374,0,-0.000207302415402973,-6.11337694355071e-05,-0.000393339517860535,0.000263922851105042,0,0,0.000180458069963441,-4.04127567312622e-06,0.000307949119713752,-0.000143289649007522,-7.89362840182613e-05,0.000524069613564198,-0.0004830637480996,-0.000623190044930915,0,0.000265419338815181,0.000256164692155882,0.000706350104717912,0
LCO,Stable-Elevated,sfm_t4_combined,fly123,Ridge,35,0.2081,0.0574,0.328,0.5714,0.6207,29,0.066134602714701,-0.0138119215448108,0,0,0,0,0.00532143678276983,0.00317908894193441,0.00139637800271836,-0.00593910546695419,0,0.00150318455607832,0.00559778657264458,0,0.0337095548915213,0.00777431908240787,-0.0403518680949295,0.0150395464252046,0,0,0.00792278941774454,0.000406077778071094,0.010286547915925,-0.0107825023772121,-0.00112016107536381,0.0188791810177663,-0.0170269264951544,0.00954860255987097,0,0.00207397617329443,0.00469454303685279,0.0150013626363279,0
LCO,Stable-Elevated,sfm_t4_combined,fly136,Ridge,35,0.2651,0.1107,0.3706,0.6286,0.6207,29,0.073582813959769,-0.0193636590373676,0,0,0,0,0.00775285147821862,0.00183541467066632,0.000609504462809016,-0.00801504715935546,0,0.000193121001541338,0.0044771257777818,0,0.0441180838604852,0.0079402025922717,-0.0495512809828592,0.0171956332975183,0,0,0.0103076269769558,-0.000464484638556674,0.00949616723163534,-0.0171906378713604,-0.00694131827086398,0.0292998932586612,-0.0347041072190651,0.0216450246621794,0,0.000143721063982953,0.00658806657150394,0.0238777885323437,0
LCO,ALL_REGIMES,sfm_t1_eia_only,m1m2,OLS,206,0.0452,0.0405,0.3379,0.5874,0.5979,189,0.0789170378218045,-0.0648320936919096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,sfm_t1_eia_only,m2m3,OLS,206,0.0131,0.0083,0.1789,0.6408,0.6455,189,0.0320419681494174,-0.0182147319340095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,sfm_t1_eia_only,m1m6,OLS,206,0.0239,0.0191,0.7396,0.6068,0.6085,189,0.155170066590178,-0.1021324666287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCO,ALL_REGIMES,sfm_t1_eia_only,fly123,OLS,206,0.0299,0.0251,0.301,0.5388,0.5608,189,0.0468750696723871,-0.0466173617579001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
