product,regime,tier,spread_target,estimator,n_events,r2_insample,r2_cv,rmse_bbl,hit_rate,hit_sig,n_sig,alpha_used,coef_intercept,coef_surprise_z,coef_cushing_stocks_chg_z,coef_refinery_util_dev,coef_crude_prod_chg_z,coef_crude_net_exports_z,coef_sx_cushing,coef_sx_util,coef_td3c_z52,coef_td3c_wow_ws_z,coef_sx_td3c,coef_gasoline_stocks_chg_z,coef_distillate_stocks_chg_z,coef_rig_chg_wow_z,coef_td3c_storage_cost_z,coef_bdi_z52,coef_hdd_dev_5yr_z,coef_cdd_us_ne,coef_cftc_mm_net_chg_z,coef_driving_season,coef_heating_season,coef_turnaround_season,coef_sin_ann,coef_cos_ann,coef_sx_cftc,coef_sx_5yr_dev
CL,Warm-Up,tier2_physical,m1m2,Ridge,29,1e-04,-0.0891,0.0808,0.5172,0.5357,28,0,0.0111540300031334,-8.85652289443574e-06,0,0,0,-0.000114970083893789,0,0,,,,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_physical,m2m3,Ridge,29,0.0168,-0.0311,0.0809,0.6207,0.6071,28,0,0.0297188328121663,-0.000866865255187314,0,0,0,-0.00412524883796259,0,0,,,,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_physical,m1m6,Ridge,29,7e-04,-0.0297,0.534,0.6552,0.6429,28,0,0.175082464906143,0.00044107575532001,0,0,0,-0.000532434479203631,0,0,,,,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_physical,fly123,Ridge,29,5e-04,-0.0719,0.0671,0.6897,0.6786,28,0,-0.0224980683186769,2.50509543781377e-05,0,0,0,9.69632566644789e-05,0,0,,,,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_physical,fly136,Ridge,29,7e-04,-0.0642,0.4334,0.6207,0.6071,28,0,-0.0851164948050311,-0.00035833029099893,0,0,0,0.000185194992366892,0,0,,,,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_freight,m1m2,Ridge,29,1e-04,-0.071,0.0808,0.5172,0.5357,28,0,0.0111540300031334,-8.85652289443574e-06,0,0,,-0.000114970083893789,0,,0,0,0,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_freight,m2m3,Ridge,29,0.0146,-0.0614,0.081,0.6207,0.6071,28,0,0.0303265941725987,-0.000742964847279881,0,0,,-0.00351823526763135,0,,0,0,0,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_freight,m1m6,Ridge,29,9e-04,-0.0711,0.534,0.6552,0.6429,28,0,0.175023432234081,0.00053085763450616,0,0,,-0.000640850959552371,0,,0,0,0,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_freight,fly123,Ridge,29,7e-04,-0.0305,0.0671,0.6897,0.6786,28,0,-0.0224662708901308,3.3056658793652e-05,0,0,,0.000127981599977021,0,,0,0,0,,,,,,,,,,,,,,,
CL,Warm-Up,tier2_freight,fly136,Ridge,29,0.0029,-0.1068,0.433,0.6207,0.6071,28,0,-0.0850842809021531,-0.00143389482325714,0,0,,0.000743005006921337,0,,0,0,0,,,,,,,,,,,,,,,
