product,tier,spread_target,regime,n_test,hit_rate,rmse,mae
HO,old_t3_full,m1m2,ALL_REGIMES,44,0.4318,0.6714,0.4214
HO,sfm_t4_combined,m1m2,ALL_REGIMES,44,0.4773,0.7353,0.4592
HO,sfm_t3_structural,m1m2,ALL_REGIMES,44,0.5,0.76,0.4627
HO,old_t3_full,m2m3,ALL_REGIMES,44,0.6591,0.3476,0.247
HO,sfm_t4_combined,m2m3,ALL_REGIMES,44,0.6591,0.3411,0.241
HO,sfm_t3_structural,m2m3,ALL_REGIMES,44,0.5909,0.3655,0.2511
HO,old_t3_full,m1m6,ALL_REGIMES,44,0.3864,1.0927,0.8227
HO,sfm_t4_combined,m1m6,ALL_REGIMES,44,0.4318,1.0457,0.7609
HO,sfm_t3_structural,m1m6,ALL_REGIMES,44,0.4091,1.0781,0.804
HO,old_t3_full,fly123,ALL_REGIMES,44,0.4545,0.6247,0.3693
HO,sfm_t4_combined,fly123,ALL_REGIMES,44,0.5,0.7076,0.3865
HO,sfm_t3_structural,fly123,ALL_REGIMES,44,0.5909,0.8003,0.4167
HO,old_t3_full,fly136,ALL_REGIMES,44,0.5909,1.1719,0.7384
HO,sfm_t4_combined,fly136,ALL_REGIMES,44,0.4773,1.5385,1.1184
HO,sfm_t3_structural,fly136,ALL_REGIMES,44,0.4545,1.5048,1.1221
HO,old_t3_xgb,m1m2,ALL_REGIMES,34,0.4118,0.7443,0.4931
HO,sfm_t4_xgb,m1m2,ALL_REGIMES,34,0.4118,0.7433,0.4881
HO,old_t3_xgb,m2m3,ALL_REGIMES,34,0.6471,0.3614,0.2639
HO,sfm_t4_xgb,m2m3,ALL_REGIMES,34,0.6471,0.3601,0.262
HO,old_t3_xgb,m1m6,ALL_REGIMES,34,0.3529,1.1463,0.8581
HO,sfm_t4_xgb,m1m6,ALL_REGIMES,34,0.3529,1.1492,0.8648
HO,old_t3_xgb,fly123,ALL_REGIMES,34,0.4706,0.6659,0.3939
HO,sfm_t4_xgb,fly123,ALL_REGIMES,34,0.4706,0.6648,0.3881
HO,old_t3_xgb,fly136,ALL_REGIMES,34,0.6471,1.227,0.7818
HO,sfm_t4_xgb,fly136,ALL_REGIMES,34,0.6471,1.2241,0.7785
LGO,old_t3_full,m1m2,ALL_REGIMES,44,0.6136,0.3932,0.2594
LGO,sfm_t4_combined,m1m2,ALL_REGIMES,44,0.5682,0.4015,0.2759
LGO,sfm_t3_structural,m1m2,ALL_REGIMES,44,0.3636,0.8463,0.6338
LGO,old_t3_full,m2m3,ALL_REGIMES,44,0.4318,0.2669,0.169
LGO,sfm_t4_combined,m2m3,ALL_REGIMES,44,0.4545,0.2637,0.1675
LGO,sfm_t3_structural,m2m3,ALL_REGIMES,44,0.4545,0.2655,0.1652
LGO,old_t3_full,m1m6,ALL_REGIMES,44,0.4773,0.9473,0.5677
LGO,sfm_t4_combined,m1m6,ALL_REGIMES,44,0.5,0.9157,0.5394
LGO,sfm_t3_structural,m1m6,ALL_REGIMES,44,0.5,0.9234,0.5611
LGO,old_t3_full,fly123,ALL_REGIMES,44,0.5,0.2941,0.1866
LGO,sfm_t4_combined,fly123,ALL_REGIMES,44,0.3636,0.3101,0.2142
LGO,sfm_t3_structural,fly123,ALL_REGIMES,44,0.5455,0.2842,0.1862
LGO,old_t3_full,fly136,ALL_REGIMES,44,0.3636,0.616,0.413
LGO,sfm_t4_combined,fly136,ALL_REGIMES,44,0.3636,0.6547,0.4525
LGO,sfm_t3_structural,fly136,ALL_REGIMES,44,0.3636,0.5942,0.393
LGO,old_t3_xgb,m1m2,ALL_REGIMES,34,0.4118,0.4377,0.3123
LGO,sfm_t4_xgb,m1m2,ALL_REGIMES,34,0.3235,0.4413,0.314
LGO,old_t3_xgb,m2m3,ALL_REGIMES,34,0.3824,0.2637,0.1843
LGO,sfm_t4_xgb,m2m3,ALL_REGIMES,34,0.3824,0.2652,0.1906
LGO,old_t3_xgb,m1m6,ALL_REGIMES,34,0.5294,0.9327,0.5728
LGO,sfm_t4_xgb,m1m6,ALL_REGIMES,34,0.5294,0.933,0.5746
LGO,old_t3_xgb,fly123,ALL_REGIMES,34,0.4412,0.3228,0.2012
LGO,sfm_t4_xgb,fly123,ALL_REGIMES,34,0.4706,0.3229,0.2018
LGO,old_t3_xgb,fly136,ALL_REGIMES,34,0.3529,0.6683,0.4897
LGO,sfm_t4_xgb,fly136,ALL_REGIMES,34,0.2941,0.6676,0.4873
