date,product,surprise_kb,m1m2_pre,m1m6_pre,m1m2_post,m1m6_post,m1m2_chg,m1m6_chg,t2_note
2026-06-17,CL,-4663,0.840000000000003,4.3,1.34,5.02000000000001,0.5,0.720000000000013,07:45UTC_not_EOD
2026-06-17,LCO,-4663,0.329999999999998,2.33,0.5,2.66,0.170000000000002,0.329999999999998,07:45UTC_not_EOD
2026-06-24,CL,-2188,0.390000000000001,2.03,0.359999999999999,2.02,-0.0300000000000011,-0.0100000000000051,T+1_only_06:30UTC
2026-06-24,LCO,-2188,-0.0500000000000114,1.08,-0.359999999999999,0.570000000000007,-0.309999999999988,-0.509999999999991,T+1_only_06:30UTC
