product,tier,spread_target,regime,n_test,hit_rate,rmse,mae
HO,old_t3_full,fly136,Backwardation-Deficit,1,0,1.5793,1.5793
HO,sfm_t1_eia_only,fly136,Backwardation-Deficit,1,0,0.8672,0.8672
HO,sfm_t3_structural,fly136,Backwardation-Deficit,1,0,0.709,0.709
HO,sfm_t4_combined,fly136,Backwardation-Deficit,1,0,0.6659,0.6659
HO,sfm_t5_enhanced,fly136,Backwardation-Deficit,1,1,0.1595,0.1595
HO,old_t3_rf,fly136,Backwardation-Deficit,1,1,0.3012,0.3012
HO,old_t3_xgb,fly136,Backwardation-Deficit,1,0,0.7476,0.7476
HO,sfm_t4_rf,fly136,Backwardation-Deficit,1,0,0.7248,0.7248
HO,sfm_t4_xgb,fly136,Backwardation-Deficit,1,0,0.7583,0.7583
HO,sfm_t5_rf,fly136,Backwardation-Deficit,1,0,1.1858,1.1858
HO,sfm_t5_xgb,fly136,Backwardation-Deficit,1,0,0.7523,0.7523
HO,old_t1_baseline,m1m2,Deep-Backwardation,12,0.4167,4.1801,2.9199
HO,old_t3_full,m1m2,Deep-Backwardation,12,0.6667,4.0044,2.8318
HO,sfm_t1_eia_only,m1m2,Deep-Backwardation,12,0.4167,4.1801,2.9199
HO,sfm_t3_structural,m1m2,Deep-Backwardation,12,0.6667,3.8779,2.7755
HO,sfm_t4_combined,m1m2,Deep-Backwardation,12,0.6667,3.8257,2.7469
HO,sfm_t5_enhanced,m1m2,Deep-Backwardation,12,0.6667,3.7461,2.7458
HO,old_t3_rf,m1m2,Deep-Backwardation,12,0.5,4.0948,2.7618
HO,old_t3_xgb,m1m2,Deep-Backwardation,12,0.6667,4.03,2.8236
HO,sfm_t4_rf,m1m2,Deep-Backwardation,12,0.6667,3.8662,2.77
HO,sfm_t4_xgb,m1m2,Deep-Backwardation,12,0.6667,3.934,2.8092
HO,sfm_t5_rf,m1m2,Deep-Backwardation,12,0.5,3.9856,2.9057
HO,sfm_t5_xgb,m1m2,Deep-Backwardation,12,0.6667,3.9559,2.8431
HO,old_t1_baseline,m2m3,Deep-Backwardation,12,0.5833,2.0252,1.6044
HO,old_t3_full,m2m3,Deep-Backwardation,12,0.5833,1.9973,1.5848
HO,sfm_t1_eia_only,m2m3,Deep-Backwardation,12,0.5833,2.0252,1.6044
HO,sfm_t3_structural,m2m3,Deep-Backwardation,12,0.5833,1.9645,1.5554
HO,sfm_t4_combined,m2m3,Deep-Backwardation,12,0.5833,2.0082,1.5921
HO,sfm_t5_enhanced,m2m3,Deep-Backwardation,12,0.5833,2.0149,1.5963
HO,old_t3_rf,m2m3,Deep-Backwardation,12,0.5833,1.9277,1.5346
HO,old_t3_xgb,m2m3,Deep-Backwardation,12,0.5833,2.0132,1.5943
HO,sfm_t4_rf,m2m3,Deep-Backwardation,12,0.5833,1.9454,1.539
HO,sfm_t4_xgb,m2m3,Deep-Backwardation,12,0.5833,2.0183,1.5985
HO,sfm_t5_rf,m2m3,Deep-Backwardation,12,0.5,1.9274,1.5388
HO,sfm_t5_xgb,m2m3,Deep-Backwardation,12,0.5833,2.0132,1.5948
HO,old_t1_baseline,m1m6,Deep-Backwardation,12,0.3333,8.2287,6.6068
HO,old_t3_full,m1m6,Deep-Backwardation,12,0.5,7.8853,6.5387
HO,sfm_t1_eia_only,m1m6,Deep-Backwardation,12,0.3333,8.2287,6.6068
HO,sfm_t3_structural,m1m6,Deep-Backwardation,12,0.5833,7.5185,6.2794
HO,sfm_t4_combined,m1m6,Deep-Backwardation,12,0.5833,7.2342,5.9858
HO,sfm_t5_enhanced,m1m6,Deep-Backwardation,12,0.5833,7.9041,6.4528
HO,old_t3_rf,m1m6,Deep-Backwardation,12,0.4167,8.2893,6.9011
HO,old_t3_xgb,m1m6,Deep-Backwardation,12,0.5833,7.9343,6.4708
HO,sfm_t4_rf,m1m6,Deep-Backwardation,12,0.5833,7.6076,6.2508
HO,sfm_t4_xgb,m1m6,Deep-Backwardation,12,0.5833,7.7934,6.4084
HO,sfm_t5_rf,m1m6,Deep-Backwardation,12,0.4167,7.8445,6.5008
HO,sfm_t5_xgb,m1m6,Deep-Backwardation,12,0.5833,7.79,6.4557
HO,old_t1_baseline,fly123,Deep-Backwardation,12,0.5,3.3469,2.0669
HO,old_t3_full,fly123,Deep-Backwardation,12,0.6667,3.21,1.9875
HO,sfm_t1_eia_only,fly123,Deep-Backwardation,12,0.5,3.3469,2.0669
HO,sfm_t3_structural,fly123,Deep-Backwardation,12,0.6667,3.1126,2.4422
HO,sfm_t4_combined,fly123,Deep-Backwardation,12,0.6667,3.4902,2.6894
HO,sfm_t5_enhanced,fly123,Deep-Backwardation,12,0.6667,3.21,1.9875
HO,old_t3_rf,fly123,Deep-Backwardation,12,0.5833,3.4622,2.2332
HO,old_t3_xgb,fly123,Deep-Backwardation,12,0.5833,3.291,2.0256
HO,sfm_t4_rf,fly123,Deep-Backwardation,12,0.6667,3.6264,2.6845
HO,sfm_t4_xgb,fly123,Deep-Backwardation,12,0.6667,3.1439,2.046
HO,sfm_t5_rf,fly123,Deep-Backwardation,12,0.5,3.2525,2.3213
HO,sfm_t5_xgb,fly123,Deep-Backwardation,12,0.4167,3.2777,2.0454
HO,old_t1_baseline,fly136,Deep-Backwardation,12,0.5,4.2474,2.8202
HO,old_t3_full,fly136,Deep-Backwardation,12,0.5,4.0942,2.9161
HO,sfm_t1_eia_only,fly136,Deep-Backwardation,12,0.5,4.2474,2.8202
HO,sfm_t3_structural,fly136,Deep-Backwardation,12,0.5,4.3531,3.393
HO,sfm_t4_combined,fly136,Deep-Backwardation,12,0.5,4.2136,3.2864
HO,sfm_t5_enhanced,fly136,Deep-Backwardation,12,0.4167,6.515,5.2781
HO,old_t3_rf,fly136,Deep-Backwardation,12,0.4167,3.6174,2.7101
HO,old_t3_xgb,fly136,Deep-Backwardation,12,0.5,4.2584,2.8454
HO,sfm_t4_rf,fly136,Deep-Backwardation,12,0.5,4.1801,3.2022
HO,sfm_t4_xgb,fly136,Deep-Backwardation,12,0.5,4.1788,2.8828
HO,sfm_t5_rf,fly136,Deep-Backwardation,12,0.5,3.9199,3.1887
HO,sfm_t5_xgb,fly136,Deep-Backwardation,12,0.5,4.1707,2.8869
LGO,old_t1_baseline,m1m2,Easing-Backwardation,9,0.4444,0.2371,0.1989
LGO,old_t2_physical,m1m2,Easing-Backwardation,9,0.3333,0.2763,0.2057
LGO,old_t2_freight,m1m2,Easing-Backwardation,9,0.4444,0.2838,0.2125
LGO,old_t3_full,m1m2,Easing-Backwardation,9,0.3333,0.2814,0.2087
LGO,sfm_t1_eia_only,m1m2,Easing-Backwardation,9,0.4444,0.2371,0.1989
LGO,sfm_t2_eia_full,m1m2,Easing-Backwardation,9,0.3333,0.2763,0.2057
LGO,sfm_t3_structural,m1m2,Easing-Backwardation,9,0.2222,0.4523,0.3166
LGO,sfm_t4_combined,m1m2,Easing-Backwardation,9,0.4444,0.5165,0.3621
LGO,sfm_t5_enhanced,m1m2,Easing-Backwardation,9,0.3333,0.28,0.2081
LGO,old_t3_rf,m1m2,Easing-Backwardation,9,0.4444,0.2136,0.189
LGO,old_t3_xgb,m1m2,Easing-Backwardation,9,0.6667,0.2214,0.1763
LGO,sfm_t4_rf,m1m2,Easing-Backwardation,9,0.5556,0.246,0.1885
LGO,sfm_t4_xgb,m1m2,Easing-Backwardation,9,0.6667,0.226,0.1814
LGO,sfm_t5_rf,m1m2,Easing-Backwardation,9,0.5556,0.1736,0.1442
LGO,sfm_t5_xgb,m1m2,Easing-Backwardation,9,0.6667,0.2252,0.1797
LGO,old_t1_baseline,m2m3,Easing-Backwardation,9,0.6667,0.2641,0.1579
LGO,old_t2_physical,m2m3,Easing-Backwardation,9,0.5556,0.2947,0.1753
LGO,old_t2_freight,m2m3,Easing-Backwardation,9,0.5556,0.2948,0.176
LGO,old_t3_full,m2m3,Easing-Backwardation,9,0.6667,0.4213,0.2945
LGO,sfm_t1_eia_only,m2m3,Easing-Backwardation,9,0.6667,0.2641,0.1579
LGO,sfm_t2_eia_full,m2m3,Easing-Backwardation,9,0.5556,0.2947,0.1753
LGO,sfm_t3_structural,m2m3,Easing-Backwardation,9,0.5556,0.2953,0.1763
LGO,sfm_t4_combined,m2m3,Easing-Backwardation,9,0.5556,0.2957,0.1767
LGO,sfm_t5_enhanced,m2m3,Easing-Backwardation,9,0.5556,0.296,0.1767
LGO,old_t3_rf,m2m3,Easing-Backwardation,9,0.7778,0.2556,0.1572
LGO,old_t3_xgb,m2m3,Easing-Backwardation,9,0.4444,0.2706,0.1707
LGO,sfm_t4_rf,m2m3,Easing-Backwardation,9,0.6667,0.2982,0.2206
LGO,sfm_t4_xgb,m2m3,Easing-Backwardation,9,0.4444,0.2716,0.175
LGO,sfm_t5_rf,m2m3,Easing-Backwardation,9,0.6667,0.2558,0.189
LGO,sfm_t5_xgb,m2m3,Easing-Backwardation,9,0.4444,0.2717,0.1722
LGO,old_t1_baseline,m1m6,Easing-Backwardation,9,0.6667,0.8173,0.5308
LGO,old_t2_physical,m1m6,Easing-Backwardation,9,0.5556,0.9025,0.5157
LGO,old_t2_freight,m1m6,Easing-Backwardation,9,0.5556,0.9024,0.5146
LGO,old_t3_full,m1m6,Easing-Backwardation,9,0.5556,0.9104,0.5184
LGO,sfm_t1_eia_only,m1m6,Easing-Backwardation,9,0.6667,0.8173,0.5308
LGO,sfm_t2_eia_full,m1m6,Easing-Backwardation,9,0.5556,0.9025,0.5157
LGO,sfm_t3_structural,m1m6,Easing-Backwardation,9,0.5556,0.906,0.5166
LGO,sfm_t4_combined,m1m6,Easing-Backwardation,9,0.5556,0.9058,0.5164
LGO,sfm_t5_enhanced,m1m6,Easing-Backwardation,9,0.5556,0.9073,0.5168
LGO,old_t3_rf,m1m6,Easing-Backwardation,9,0.5556,0.8013,0.5757
LGO,old_t3_xgb,m1m6,Easing-Backwardation,9,0.4444,0.8309,0.5438
LGO,sfm_t4_rf,m1m6,Easing-Backwardation,9,0.4444,0.8427,0.6377
LGO,sfm_t4_xgb,m1m6,Easing-Backwardation,9,0.4444,0.8145,0.518
LGO,sfm_t5_rf,m1m6,Easing-Backwardation,9,0.4444,0.7305,0.5355
LGO,sfm_t5_xgb,m1m6,Easing-Backwardation,9,0.4444,0.8191,0.5367
LGO,old_t1_baseline,fly123,Easing-Backwardation,9,0.2222,0.2136,0.187
LGO,old_t2_physical,fly123,Easing-Backwardation,9,0.4444,0.1813,0.1549
LGO,old_t2_freight,fly123,Easing-Backwardation,9,0.5556,0.1817,0.1556
LGO,old_t3_full,fly123,Easing-Backwardation,9,0.4444,0.1794,0.153
LGO,sfm_t1_eia_only,fly123,Easing-Backwardation,9,0.2222,0.2136,0.187
LGO,sfm_t2_eia_full,fly123,Easing-Backwardation,9,0.4444,0.1813,0.1549
LGO,sfm_t3_structural,fly123,Easing-Backwardation,9,0.3333,0.2114,0.1849
LGO,sfm_t4_combined,fly123,Easing-Backwardation,9,0.2222,0.2502,0.2335
LGO,sfm_t5_enhanced,fly123,Easing-Backwardation,9,0.5556,0.1802,0.154
LGO,old_t3_rf,fly123,Easing-Backwardation,9,0.3333,0.222,0.207
LGO,old_t3_xgb,fly123,Easing-Backwardation,9,0.5556,0.1766,0.1474
LGO,sfm_t4_rf,fly123,Easing-Backwardation,9,0.4444,0.272,0.2105
LGO,sfm_t4_xgb,fly123,Easing-Backwardation,9,0.5556,0.1781,0.149
LGO,sfm_t5_rf,fly123,Easing-Backwardation,9,0.3333,0.2294,0.2068
LGO,sfm_t5_xgb,fly123,Easing-Backwardation,9,0.5556,0.1889,0.1557
LGO,old_t1_baseline,fly136,Easing-Backwardation,9,0.4444,0.1834,0.1477
LGO,old_t2_physical,fly136,Easing-Backwardation,9,0.4444,0.2534,0.1859
LGO,old_t2_freight,fly136,Easing-Backwardation,9,0.5556,0.5892,0.5303
LGO,old_t3_full,fly136,Easing-Backwardation,9,0.4444,0.2628,0.1888
LGO,sfm_t1_eia_only,fly136,Easing-Backwardation,9,0.4444,0.1834,0.1477
LGO,sfm_t2_eia_full,fly136,Easing-Backwardation,9,0.4444,0.2533,0.1858
LGO,sfm_t3_structural,fly136,Easing-Backwardation,9,0.4444,0.258,0.1878
LGO,sfm_t4_combined,fly136,Easing-Backwardation,9,0.5556,0.8787,0.7934
LGO,sfm_t5_enhanced,fly136,Easing-Backwardation,9,0.4444,0.3152,0.2283
LGO,old_t3_rf,fly136,Easing-Backwardation,9,0.5556,0.3079,0.2391
LGO,old_t3_xgb,fly136,Easing-Backwardation,9,0.5556,0.2549,0.227
LGO,sfm_t4_rf,fly136,Easing-Backwardation,9,0.3333,0.3489,0.3181
LGO,sfm_t4_xgb,fly136,Easing-Backwardation,9,0.5556,0.2552,0.227
LGO,sfm_t5_rf,fly136,Easing-Backwardation,9,0.6667,0.3269,0.2513
LGO,sfm_t5_xgb,fly136,Easing-Backwardation,9,0.5556,0.2515,0.2223
LGO,old_t1_baseline,m1m2,Deep-Contango,1,0,0.0748,0.0748
LGO,old_t3_full,m1m2,Deep-Contango,1,1,0.054,0.054
LGO,sfm_t1_eia_only,m1m2,Deep-Contango,1,0,0.0748,0.0748
LGO,sfm_t3_structural,m1m2,Deep-Contango,1,1,0.054,0.054
LGO,sfm_t4_combined,m1m2,Deep-Contango,1,1,0.054,0.054
LGO,sfm_t5_enhanced,m1m2,Deep-Contango,1,1,0.054,0.054
LGO,old_t3_rf,m1m2,Deep-Contango,1,1,0.0473,0.0473
LGO,old_t3_xgb,m1m2,Deep-Contango,1,1,0.1176,0.1176
LGO,sfm_t4_rf,m1m2,Deep-Contango,1,1,0.1245,0.1245
LGO,sfm_t4_xgb,m1m2,Deep-Contango,1,1,0.1395,0.1395
LGO,sfm_t5_rf,m1m2,Deep-Contango,1,0,0.1296,0.1296
LGO,sfm_t5_xgb,m1m2,Deep-Contango,1,1,0.1346,0.1346
LGO,old_t1_baseline,m2m3,Deep-Contango,1,0,0.2062,0.2062
LGO,old_t3_full,m2m3,Deep-Contango,1,1,0.1627,0.1627
LGO,sfm_t1_eia_only,m2m3,Deep-Contango,1,0,0.2062,0.2062
LGO,sfm_t3_structural,m2m3,Deep-Contango,1,1,0.1627,0.1627
LGO,sfm_t4_combined,m2m3,Deep-Contango,1,1,0.1627,0.1627
LGO,sfm_t5_enhanced,m2m3,Deep-Contango,1,1,0.1627,0.1627
LGO,old_t3_rf,m2m3,Deep-Contango,1,0,0.239,0.239
LGO,old_t3_xgb,m2m3,Deep-Contango,1,1,0.1066,0.1066
LGO,sfm_t4_rf,m2m3,Deep-Contango,1,0,0.2137,0.2137
LGO,sfm_t4_xgb,m2m3,Deep-Contango,1,1,0.1036,0.1036
LGO,sfm_t5_rf,m2m3,Deep-Contango,1,0,0.2669,0.2669
LGO,sfm_t5_xgb,m2m3,Deep-Contango,1,1,0.1043,0.1043
LGO,old_t1_baseline,m1m6,Deep-Contango,1,0,0.4703,0.4703
LGO,old_t3_full,m1m6,Deep-Contango,1,0,0.3138,0.3138
LGO,sfm_t1_eia_only,m1m6,Deep-Contango,1,0,0.4703,0.4703
LGO,sfm_t3_structural,m1m6,Deep-Contango,1,1,0.2063,0.2063
LGO,sfm_t4_combined,m1m6,Deep-Contango,1,1,0.2063,0.2063
LGO,sfm_t5_enhanced,m1m6,Deep-Contango,1,1,0.2063,0.2063
LGO,old_t3_rf,m1m6,Deep-Contango,1,1,0.1172,0.1172
LGO,old_t3_xgb,m1m6,Deep-Contango,1,1,0.0441,0.0441
LGO,sfm_t4_rf,m1m6,Deep-Contango,1,0,0.4706,0.4706
LGO,sfm_t4_xgb,m1m6,Deep-Contango,1,1,0.0715,0.0715
LGO,sfm_t5_rf,m1m6,Deep-Contango,1,0,0.5406,0.5406
LGO,sfm_t5_xgb,m1m6,Deep-Contango,1,1,0.063,0.063
LGO,old_t1_baseline,fly123,Deep-Contango,1,1,0.1314,0.1314
LGO,old_t3_full,fly123,Deep-Contango,1,0,0.2167,0.2167
LGO,sfm_t1_eia_only,fly123,Deep-Contango,1,1,0.1314,0.1314
LGO,sfm_t3_structural,fly123,Deep-Contango,1,0,0.2167,0.2167
LGO,sfm_t4_combined,fly123,Deep-Contango,1,0,0.2167,0.2167
LGO,sfm_t5_enhanced,fly123,Deep-Contango,1,0,0.2167,0.2167
LGO,old_t3_rf,fly123,Deep-Contango,1,0,0.3324,0.3324
LGO,old_t3_xgb,fly123,Deep-Contango,1,0,0.2415,0.2415
LGO,sfm_t4_rf,fly123,Deep-Contango,1,0,0.4189,0.4189
LGO,sfm_t4_xgb,fly123,Deep-Contango,1,0,0.2356,0.2356
LGO,sfm_t5_rf,fly123,Deep-Contango,1,0,0.2016,0.2016
LGO,sfm_t5_xgb,fly123,Deep-Contango,1,0,0.2418,0.2418
LGO,old_t1_baseline,fly136,Deep-Contango,1,1,0.0918,0.0918
LGO,old_t3_full,fly136,Deep-Contango,1,1,0.0112,0.0112
LGO,sfm_t1_eia_only,fly136,Deep-Contango,1,1,0.0918,0.0918
LGO,sfm_t3_structural,fly136,Deep-Contango,1,1,0.0112,0.0112
LGO,sfm_t4_combined,fly136,Deep-Contango,1,1,0.0112,0.0112
LGO,sfm_t5_enhanced,fly136,Deep-Contango,1,1,0.0112,0.0112
LGO,old_t3_rf,fly136,Deep-Contango,1,0,0.3383,0.3383
LGO,old_t3_xgb,fly136,Deep-Contango,1,1,0.111,0.111
LGO,sfm_t4_rf,fly136,Deep-Contango,1,1,0.0226,0.0226
LGO,sfm_t4_xgb,fly136,Deep-Contango,1,1,0.1191,0.1191
LGO,sfm_t5_rf,fly136,Deep-Contango,1,0,0.2965,0.2965
LGO,sfm_t5_xgb,fly136,Deep-Contango,1,1,0.1206,0.1206
LGO,old_t1_baseline,m1m2,Stable-Elevated,36,0.5833,0.3552,0.2515
LGO,old_t2_physical,m1m2,Stable-Elevated,36,0.5833,0.3485,0.2359
LGO,old_t2_freight,m1m2,Stable-Elevated,36,0.4167,0.4914,0.3468
LGO,old_t3_full,m1m2,Stable-Elevated,36,0.5833,0.3493,0.2369
LGO,sfm_t1_eia_only,m1m2,Stable-Elevated,36,0.5833,0.3552,0.2515
LGO,sfm_t2_eia_full,m1m2,Stable-Elevated,36,0.5833,0.3477,0.2432
LGO,sfm_t3_structural,m1m2,Stable-Elevated,36,0.5833,0.3493,0.2369
LGO,sfm_t4_combined,m1m2,Stable-Elevated,36,0.5278,1.7106,1.3635
LGO,sfm_t5_enhanced,m1m2,Stable-Elevated,36,0.5833,0.3493,0.2369
LGO,old_t3_rf,m1m2,Stable-Elevated,36,0.3333,0.4175,0.3137
LGO,old_t3_xgb,m1m2,Stable-Elevated,36,0.4167,0.3794,0.2747
LGO,sfm_t4_rf,m1m2,Stable-Elevated,36,0.4444,0.368,0.2771
LGO,sfm_t4_xgb,m1m2,Stable-Elevated,36,0.4167,0.3813,0.2783
LGO,sfm_t5_rf,m1m2,Stable-Elevated,36,0.2778,0.3971,0.2975
LGO,sfm_t5_xgb,m1m2,Stable-Elevated,36,0.4167,0.3732,0.2689
LGO,old_t1_baseline,m2m3,Stable-Elevated,36,0.4444,0.193,0.1341
LGO,old_t2_physical,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,old_t2_freight,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,old_t3_full,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,sfm_t1_eia_only,m2m3,Stable-Elevated,36,0.4444,0.193,0.1341
LGO,sfm_t2_eia_full,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,sfm_t3_structural,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,sfm_t4_combined,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,sfm_t5_enhanced,m2m3,Stable-Elevated,36,0.3889,0.2036,0.1467
LGO,old_t3_rf,m2m3,Stable-Elevated,36,0.3611,0.2622,0.2195
LGO,old_t3_xgb,m2m3,Stable-Elevated,36,0.3889,0.2274,0.182
LGO,sfm_t4_rf,m2m3,Stable-Elevated,36,0.4444,0.2451,0.197
LGO,sfm_t4_xgb,m2m3,Stable-Elevated,36,0.3889,0.2351,0.1929
LGO,sfm_t5_rf,m2m3,Stable-Elevated,36,0.4167,0.2681,0.2152
LGO,sfm_t5_xgb,m2m3,Stable-Elevated,36,0.3889,0.237,0.1939
LGO,old_t1_baseline,m1m6,Stable-Elevated,36,0.5278,0.6636,0.447
LGO,old_t2_physical,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,old_t2_freight,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,old_t3_full,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,sfm_t1_eia_only,m1m6,Stable-Elevated,36,0.5278,0.6636,0.447
LGO,sfm_t2_eia_full,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,sfm_t3_structural,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,sfm_t4_combined,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,sfm_t5_enhanced,m1m6,Stable-Elevated,36,0.5278,0.6679,0.423
LGO,old_t3_rf,m1m6,Stable-Elevated,36,0.3611,0.8071,0.6151
LGO,old_t3_xgb,m1m6,Stable-Elevated,36,0.4722,0.6892,0.4467
LGO,sfm_t4_rf,m1m6,Stable-Elevated,36,0.4444,0.7177,0.5001
LGO,sfm_t4_xgb,m1m6,Stable-Elevated,36,0.4722,0.6968,0.4518
LGO,sfm_t5_rf,m1m6,Stable-Elevated,36,0.4722,0.7874,0.5663
LGO,sfm_t5_xgb,m1m6,Stable-Elevated,36,0.4722,0.694,0.4487
LGO,old_t1_baseline,fly123,Stable-Elevated,36,0.5556,0.3413,0.2336
LGO,old_t2_physical,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,old_t2_freight,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,old_t3_full,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,sfm_t1_eia_only,fly123,Stable-Elevated,36,0.5556,0.3413,0.2336
LGO,sfm_t2_eia_full,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,sfm_t3_structural,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,sfm_t4_combined,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,sfm_t5_enhanced,fly123,Stable-Elevated,36,0.5556,0.3283,0.2251
LGO,old_t3_rf,fly123,Stable-Elevated,36,0.5833,0.3537,0.264
LGO,old_t3_xgb,fly123,Stable-Elevated,36,0.4722,0.3278,0.2279
LGO,sfm_t4_rf,fly123,Stable-Elevated,36,0.5833,0.3485,0.2445
LGO,sfm_t4_xgb,fly123,Stable-Elevated,36,0.4444,0.3259,0.2282
LGO,sfm_t5_rf,fly123,Stable-Elevated,36,0.5556,0.356,0.2447
LGO,sfm_t5_xgb,fly123,Stable-Elevated,36,0.4444,0.3263,0.2277
LGO,old_t1_baseline,fly136,Stable-Elevated,36,0.4722,0.5909,0.3308
LGO,old_t2_physical,fly136,Stable-Elevated,36,0.3333,0.5996,0.3783
LGO,old_t2_freight,fly136,Stable-Elevated,36,0.4444,0.7248,0.4556
LGO,old_t3_full,fly136,Stable-Elevated,36,0.3333,0.5996,0.3783
LGO,sfm_t1_eia_only,fly136,Stable-Elevated,36,0.4722,0.5909,0.3308
LGO,sfm_t2_eia_full,fly136,Stable-Elevated,36,0.4167,0.5919,0.3463
LGO,sfm_t3_structural,fly136,Stable-Elevated,36,0.3333,0.5996,0.3783
LGO,sfm_t4_combined,fly136,Stable-Elevated,36,0.3333,0.5996,0.3783
LGO,sfm_t5_enhanced,fly136,Stable-Elevated,36,0.3333,0.5996,0.3783
LGO,old_t3_rf,fly136,Stable-Elevated,36,0.4444,0.7651,0.5195
LGO,old_t3_xgb,fly136,Stable-Elevated,36,0.3333,0.6753,0.528
LGO,sfm_t4_rf,fly136,Stable-Elevated,36,0.3333,0.7307,0.5239
LGO,sfm_t4_xgb,fly136,Stable-Elevated,36,0.3333,0.6767,0.523
LGO,sfm_t5_rf,fly136,Stable-Elevated,36,0.3056,0.7198,0.5179
LGO,sfm_t5_xgb,fly136,Stable-Elevated,36,0.3333,0.6739,0.522
LGO,old_t1_baseline,m1m2,Transition-Tightening,3,0.3333,0.4654,0.4248
LGO,old_t3_full,m1m2,Transition-Tightening,3,1,0.3786,0.332
LGO,sfm_t1_eia_only,m1m2,Transition-Tightening,3,0.3333,0.4654,0.4248
LGO,sfm_t3_structural,m1m2,Transition-Tightening,3,1,0.3786,0.332
LGO,sfm_t4_combined,m1m2,Transition-Tightening,3,1,0.3786,0.332
LGO,sfm_t5_enhanced,m1m2,Transition-Tightening,3,1,0.3786,0.332
LGO,old_t3_rf,m1m2,Transition-Tightening,3,0.6667,0.3518,0.3178
LGO,old_t3_xgb,m1m2,Transition-Tightening,3,1,0.3113,0.2551
LGO,sfm_t4_rf,m1m2,Transition-Tightening,3,0.6667,0.426,0.3258
LGO,sfm_t4_xgb,m1m2,Transition-Tightening,3,1,0.2794,0.23
LGO,sfm_t5_rf,m1m2,Transition-Tightening,3,0.6667,0.3331,0.2916
LGO,sfm_t5_xgb,m1m2,Transition-Tightening,3,1,0.2886,0.2287
LGO,old_t1_baseline,m2m3,Transition-Tightening,3,0.3333,0.1111,0.0922
LGO,old_t3_full,m2m3,Transition-Tightening,3,0.6667,0.0997,0.0827
LGO,sfm_t1_eia_only,m2m3,Transition-Tightening,3,0.3333,0.1111,0.0922
LGO,sfm_t3_structural,m2m3,Transition-Tightening,3,0.6667,0.0997,0.0827
LGO,sfm_t4_combined,m2m3,Transition-Tightening,3,0.6667,0.0997,0.0827
LGO,sfm_t5_enhanced,m2m3,Transition-Tightening,3,0.6667,0.0997,0.0827
LGO,old_t3_rf,m2m3,Transition-Tightening,3,0.3333,0.2651,0.2579
LGO,old_t3_xgb,m2m3,Transition-Tightening,3,0.6667,0.1107,0.0984
LGO,sfm_t4_rf,m2m3,Transition-Tightening,3,0.3333,0.446,0.3262
LGO,sfm_t4_xgb,m2m3,Transition-Tightening,3,0.6667,0.1121,0.0994
LGO,sfm_t5_rf,m2m3,Transition-Tightening,3,0,0.3806,0.2739
LGO,sfm_t5_xgb,m2m3,Transition-Tightening,3,0.6667,0.1118,0.0992
LGO,old_t1_baseline,m1m6,Transition-Tightening,3,0.6667,0.4528,0.3481
LGO,old_t3_full,m1m6,Transition-Tightening,3,0.3333,0.4014,0.3514
LGO,sfm_t1_eia_only,m1m6,Transition-Tightening,3,0.6667,0.4528,0.3481
LGO,sfm_t3_structural,m1m6,Transition-Tightening,3,0.3333,0.3893,0.3654
LGO,sfm_t4_combined,m1m6,Transition-Tightening,3,0.3333,0.3893,0.3654
LGO,sfm_t5_enhanced,m1m6,Transition-Tightening,3,0.3333,0.3893,0.3654
LGO,old_t3_rf,m1m6,Transition-Tightening,3,0,1.0739,1.0197
LGO,old_t3_xgb,m1m6,Transition-Tightening,3,0.3333,0.4372,0.4195
LGO,sfm_t4_rf,m1m6,Transition-Tightening,3,0,0.7877,0.6981
LGO,sfm_t4_xgb,m1m6,Transition-Tightening,3,0.3333,0.4294,0.4137
LGO,sfm_t5_rf,m1m6,Transition-Tightening,3,0.3333,0.7769,0.6146
LGO,sfm_t5_xgb,m1m6,Transition-Tightening,3,0.3333,0.4288,0.4132
LGO,old_t1_baseline,fly123,Transition-Tightening,3,0.3333,0.4701,0.3861
LGO,old_t3_full,fly123,Transition-Tightening,3,1,0.4208,0.3246
LGO,sfm_t1_eia_only,fly123,Transition-Tightening,3,0.3333,0.4701,0.3861
LGO,sfm_t3_structural,fly123,Transition-Tightening,3,1,0.4208,0.3246
