product,tier,spread_target,regime,estimator,n_events,r2_cv,r2_insample,rmse_bbl,hit_rate,hit_sig,n_sig,oos_hit_rate,oos_n,oos_rmse
CL,tier3_full,m2m3,Easing-Backwardation,Lasso,50,-0.0725,0,0.2093,0.5,0.4783,46,0,1,0.4063
CL,tier3_full,m2m3,Stable-Elevated,Ridge,35,-0.0873,0.0016,0.2435,0.6571,0.6207,29,,,
CL,tier3_full,m2m3,Warm-Up,Ridge,29,-0.0299,0.1759,0.0741,0.6552,0.6429,28,,,
HO,tier2_freight,fly123,ALL_REGIMES,Lasso,206,-0.0223,0.0054,2.517,0.4563,0.4603,189,0.6667,9,3.2734
HO,tier2_freight,fly123,Deep-Backwardation,Ridge,17,-0.188,3e-04,6.9917,0.5294,0.5333,15,0.625,8,3.4525
HO,tier2_freight,fly123,Deep-Contango,Ridge,15,-0.0114,0.0015,0.1106,0.8,0.8462,13,,,
HO,tier2_freight,fly123,Easing-Backwardation,Ridge,35,-0.0885,0.001,0.7391,0.5143,0.5,28,1,1,1.0373
HO,tier2_freight,fly123,Stable-Elevated,Lasso,73,-0.0498,0,0.5976,0.5479,0.5571,70,,,
HO,tier2_freight,fly123,Warm-Up,Lasso,51,-0.0347,0,1.4706,0.6078,0.5833,48,,,
HO,tier2_physical,fly123,ALL_REGIMES,Lasso,206,-5e-04,0.0186,2.5003,0.5097,0.5079,189,0.6667,9,3.3067
HO,tier2_physical,fly123,Deep-Backwardation,Ridge,17,-0.0715,1e-04,6.9926,0.5294,0.5333,15,0.625,8,3.488
HO,tier2_physical,fly123,Deep-Contango,Ridge,15,-0.2539,5e-04,0.1106,0.8,0.8462,13,,,
HO,tier2_physical,fly123,Easing-Backwardation,Ridge,35,-0.0202,2e-04,0.7394,0.5143,0.5,28,1,1,1.0369
HO,tier2_physical,fly123,Stable-Elevated,Lasso,73,-0.0334,0,0.5976,0.5479,0.5571,70,,,
HO,tier2_physical,fly123,Warm-Up,Lasso,51,-0.0455,0,1.4706,0.6078,0.5833,48,,,
HO,tier3_full,fly123,ALL_REGIMES,Lasso,206,-0.0206,0.0035,2.5195,0.4369,0.4392,189,0.6667,9,3.2886
HO,tier3_full,fly123,Deep-Backwardation,Ridge,17,-0.0697,0.003,6.9823,0.5294,0.5333,15,0.625,8,3.4808
HO,tier3_full,fly123,Deep-Contango,Ridge,15,-0.2965,0.0025,0.1105,0.8,0.8462,13,,,
HO,tier3_full,fly123,Easing-Backwardation,Ridge,35,-0.0428,0.1269,0.6909,0.5714,0.5357,28,1,1,0.6412
HO,tier3_full,fly123,Stable-Elevated,Lasso,73,-0.0519,0,0.5976,0.5479,0.5571,70,,,
HO,tier3_full,fly123,Warm-Up,Lasso,51,-0.0757,0,1.4706,0.6078,0.5833,48,,,
HO,tier2_freight,fly136,ALL_REGIMES,Lasso,206,-0.0106,0,2.7984,0.5,0.5026,189,0.3333,9,5.1706
HO,tier2_freight,fly136,Deep-Backwardation,Ridge,17,-0.2196,0.0068,7.6555,0.5294,0.5333,15,0.375,8,5.3901
HO,tier2_freight,fly136,Deep-Contango,Ridge,15,-0.1214,0.2988,0.1957,0.6667,0.6154,13,,,
HO,tier2_freight,fly136,Easing-Backwardation,Ridge,35,-0.084,4e-04,1.2633,0.4571,0.4643,28,0,1,2.862
HO,tier2_freight,fly136,Stable-Elevated,Lasso,73,-0.0124,0.1185,0.8259,0.4658,0.4714,70,,,
HO,tier2_freight,fly136,Warm-Up,Lasso,51,-0.0216,0,1.6756,0.5098,0.5208,48,,,
HO,tier2_physical,fly136,ALL_REGIMES,Lasso,206,-0.0164,0,2.7984,0.5,0.5026,189,0.3333,9,4.6827
HO,tier2_physical,fly136,Deep-Backwardation,Ridge,17,-0.0683,0.0141,7.6275,0.5294,0.5333,15,0.375,8,4.8635
HO,tier2_physical,fly136,Deep-Contango,Ridge,15,-0.2381,7e-04,0.2336,0.4,0.3846,13,,,
HO,tier2_physical,fly136,Easing-Backwardation,Ridge,35,-0.0518,0.0027,1.2619,0.4571,0.4643,28,0,1,2.8506
HO,tier2_physical,fly136,Stable-Elevated,Lasso,73,-0.0556,0,0.8797,0.5205,0.5286,70,,,
HO,tier2_physical,fly136,Warm-Up,Lasso,51,-0.0509,0,1.6756,0.5098,0.5208,48,,,
HO,tier3_full,fly136,ALL_REGIMES,Lasso,206,-0.0133,0.0107,2.7834,0.5,0.5026,189,0.3333,9,4.6463
HO,tier3_full,fly136,Deep-Backwardation,Ridge,17,-0.2832,0.0027,7.6713,0.5294,0.5333,15,0.375,8,4.8232
HO,tier3_full,fly136,Deep-Contango,Ridge,15,-0.1603,0.1854,0.2109,0.6667,0.6923,13,,,
HO,tier3_full,fly136,Easing-Backwardation,Ridge,35,-0.0366,0.0019,1.2624,0.4571,0.4643,28,0,1,2.8608
HO,tier3_full,fly136,Stable-Elevated,Lasso,73,-0.0501,0,0.8797,0.5205,0.5286,70,,,
HO,tier3_full,fly136,Warm-Up,Lasso,51,-0.031,0,1.6756,0.5098,0.5208,48,,,
HO,tier2_freight,m1m2,ALL_REGIMES,Lasso,206,-0.003,0.02,2.5928,0.5243,0.5079,189,0.5556,9,4.3062
HO,tier2_freight,m1m2,Deep-Backwardation,Ridge,17,-0.1597,3e-04,7.3741,0.5294,0.5333,15,0.625,8,4.5545
HO,tier2_freight,m1m2,Deep-Contango,Ridge,15,-0.0444,0.0018,0.1325,0.6,0.6923,13,,,
HO,tier2_freight,m1m2,Easing-Backwardation,Ridge,35,-0.0069,0.013,0.6443,0.5429,0.5357,28,0,1,0.9725
HO,tier2_freight,m1m2,Stable-Elevated,Lasso,73,-0.0643,0,0.7022,0.5753,0.5857,70,,,
HO,tier2_freight,m1m2,Warm-Up,Lasso,51,-0.0723,0,1.0581,0.5294,0.5208,48,,,
HO,tier2_physical,m1m2,ALL_REGIMES,Lasso,206,-6e-04,0.0231,2.5888,0.5534,0.5397,189,0.6667,9,4.3002
HO,tier2_physical,m1m2,Deep-Backwardation,Ridge,17,-0.0899,1e-04,7.3748,0.5294,0.5333,15,0.625,8,4.5503
HO,tier2_physical,m1m2,Deep-Contango,Ridge,15,-0.4972,0.0018,0.1326,0.6,0.6923,13,,,
HO,tier2_physical,m1m2,Easing-Backwardation,Ridge,35,-0.0603,4e-04,0.6484,0.4857,0.5,28,1,1,0.8845
HO,tier2_physical,m1m2,Stable-Elevated,Lasso,73,-0.0564,0.0558,0.6823,0.6438,0.6429,70,,,
HO,tier2_physical,m1m2,Warm-Up,Lasso,51,-0.1261,0,1.0581,0.5294,0.5208,48,,,
HO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,-0.025,0,2.6192,0.4854,0.4762,189,0.5556,9,4.2951
HO,tier3_full,m1m2,Deep-Backwardation,Ridge,17,-0.1379,0.0028,7.3646,0.5294,0.5333,15,0.625,8,4.5436
HO,tier3_full,m1m2,Deep-Contango,Ridge,15,-0.4253,0.2145,0.1176,0.7333,0.8462,13,,,
HO,tier3_full,m1m2,Easing-Backwardation,Ridge,35,-0.0234,0.0287,0.6392,0.6,0.6071,28,0,1,0.9346
HO,tier3_full,m1m2,Stable-Elevated,Lasso,73,-0.0421,0,0.7022,0.5753,0.5857,70,,,
HO,tier3_full,m1m2,Warm-Up,Lasso,51,-0.0581,0,1.0581,0.5294,0.5208,48,,,
HO,tier2_freight,m1m6,ALL_REGIMES,Lasso,206,0.016,0.0386,3.3597,0.5534,0.5556,189,0.5556,9,8.4992
HO,tier2_freight,m1m6,Deep-Backwardation,Ridge,17,-0.0621,4e-04,8.7422,0.6471,0.6667,15,0.625,8,9.0017
HO,tier2_freight,m1m6,Deep-Contango,Ridge,15,-0.1519,0.0017,0.4495,0.6,0.6154,13,,,
HO,tier2_freight,m1m6,Easing-Backwardation,Ridge,35,-0.0951,8e-04,1.6626,0.5714,0.6071,28,0,1,1.373
HO,tier2_freight,m1m6,Stable-Elevated,Lasso,73,-0.0943,0,1.5539,0.4384,0.4429,70,,,
HO,tier2_freight,m1m6,Warm-Up,Lasso,51,-0.042,0,2.1758,0.4314,0.4375,48,,,
HO,tier2_physical,m1m6,ALL_REGIMES,Lasso,206,0.018,0.0358,3.3645,0.5583,0.5608,189,0.5556,9,8.4805
HO,tier2_physical,m1m6,Deep-Backwardation,Ridge,17,-0.1317,1e-04,8.7434,0.6471,0.6667,15,0.625,8,8.9823
HO,tier2_physical,m1m6,Deep-Contango,Ridge,15,-0.1514,6e-04,0.4498,0.6,0.6154,13,,,
HO,tier2_physical,m1m6,Easing-Backwardation,Ridge,35,-0.1081,0.015,1.6508,0.5714,0.6071,28,0,1,1.3496
HO,tier2_physical,m1m6,Stable-Elevated,Lasso,73,-0.0092,0.0683,1.4999,0.5616,0.5714,70,,,
HO,tier2_physical,m1m6,Warm-Up,Lasso,51,-0.0144,0,2.1758,0.4314,0.4375,48,,,
HO,tier3_full,m1m6,ALL_REGIMES,Lasso,206,-0.012,0,3.4264,0.5097,0.5079,189,0.6667,9,9.345
HO,tier3_full,m1m6,Deep-Backwardation,Ridge,17,-0.0535,0.1863,7.8874,0.6471,0.6667,15,0.625,8,8.3433
HO,tier3_full,m1m6,Deep-Contango,Ridge,15,-0.0436,0.0046,0.4489,0.6,0.6154,13,,,
HO,tier3_full,m1m6,Easing-Backwardation,Ridge,35,0.1356,0.3982,1.2902,0.6857,0.6786,28,1,1,15.1355
HO,tier3_full,m1m6,Stable-Elevated,Lasso,73,-0.0589,0,1.5539,0.4384,0.4429,70,,,
HO,tier3_full,m1m6,Warm-Up,Lasso,51,-0.0421,0,2.1758,0.4314,0.4375,48,,,
HO,tier2_freight,m2m3,ALL_REGIMES,Lasso,206,-0.0271,0,0.7524,0.5194,0.5238,189,0.6667,9,2.3776
HO,tier2_freight,m2m3,Deep-Backwardation,Ridge,17,-0.1682,0.0195,1.6527,0.6471,0.6667,15,0.625,8,2.5076
HO,tier2_freight,m2m3,Deep-Contango,Ridge,15,-0.3751,0.0017,0.1522,0.3333,0.3077,13,,,
HO,tier2_freight,m2m3,Easing-Backwardation,Ridge,35,0.0124,0.0699,0.5585,0.5143,0.5,28,1,1,0.7562
HO,tier2_freight,m2m3,Stable-Elevated,Lasso,73,-0.0596,0,0.392,0.5205,0.5286,70,,,
HO,tier2_freight,m2m3,Warm-Up,Lasso,51,-0.0358,0,0.8831,0.5098,0.5208,48,,,
HO,tier2_physical,m2m3,ALL_REGIMES,Lasso,206,-0.0117,0,0.7524,0.5194,0.5238,189,0.5556,9,2.1998
HO,tier2_physical,m2m3,Deep-Backwardation,Ridge,17,-0.0704,0.1089,1.5755,0.5294,0.5333,15,0.5,8,2.3328
HO,tier2_physical,m2m3,Deep-Contango,Ridge,15,-0.0115,3e-04,0.1523,0.3333,0.3077,13,,,
HO,tier2_physical,m2m3,Easing-Backwardation,Ridge,35,-0.1332,0.013,0.5753,0.4857,0.5,28,1,1,0.133
HO,tier2_physical,m2m3,Stable-Elevated,Lasso,73,-0.0495,0,0.392,0.5205,0.5286,70,,,
HO,tier2_physical,m2m3,Warm-Up,Lasso,51,-0.0411,0,0.8831,0.5098,0.5208,48,,,
HO,tier3_full,m2m3,ALL_REGIMES,Lasso,206,-0.0055,0.0075,0.7496,0.5194,0.5238,189,0.6667,9,3.2116
HO,tier3_full,m2m3,Deep-Backwardation,Ridge,17,-0.0999,0.0036,1.666,0.6471,0.6667,15,0.625,8,2.2718
HO,tier3_full,m2m3,Deep-Contango,Ridge,15,-0.2903,0.0044,0.1519,0.3333,0.3077,13,,,
HO,tier3_full,m2m3,Easing-Backwardation,Ridge,35,0.1113,0.4636,0.4241,0.7143,0.6786,28,1,1,7.1791
HO,tier3_full,m2m3,Stable-Elevated,Lasso,73,-0.0515,0,0.392,0.5205,0.5286,70,,,
HO,tier3_full,m2m3,Warm-Up,Lasso,51,-0.0368,0,0.8831,0.5098,0.5208,48,,,
LCO,tier2_freight,fly123,ALL_REGIMES,Lasso,206,0.0198,0.0289,0.3012,0.5728,0.5979,189,0.7,10,0.2959
LCO,tier2_freight,fly123,Deep-Backwardation,Lasso,56,-0.0637,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier2_freight,fly123,Easing-Backwardation,Lasso,50,-0.0656,0,0.3435,0.52,0.5435,46,1,1,0.1723
LCO,tier2_freight,fly123,Stable-Elevated,Ridge,35,0.0116,0.0756,0.3544,0.5429,0.5862,29,,,
LCO,tier2_freight,fly123,Warm-Up,Ridge,29,-0.0271,5e-04,0.1881,0.4828,0.5,28,,,
LCO,tier2_physical,fly123,ALL_REGIMES,Lasso,206,0.0208,0.0286,0.3012,0.568,0.5926,189,0.7,10,0.3003
LCO,tier2_physical,fly123,Deep-Backwardation,Lasso,56,-0.0415,0.0107,0.312,0.5536,0.5962,52,0.6667,9,0.3109
LCO,tier2_physical,fly123,Easing-Backwardation,Lasso,50,0.0252,0.048,0.3352,0.6,0.6304,46,1,1,0.1793
LCO,tier2_physical,fly123,Stable-Elevated,Ridge,35,-0.0039,0.195,0.3307,0.5714,0.6207,29,,,
LCO,tier2_physical,fly123,Warm-Up,Ridge,29,-0.0405,8e-04,0.1881,0.4828,0.5,28,,,
LCO,tier3_full,fly123,ALL_REGIMES,Lasso,206,-0.0219,0,0.3056,0.534,0.5556,189,0.6,10,1.2655
LCO,tier3_full,fly123,Deep-Backwardation,Lasso,56,-0.0634,0,0.3137,0.5536,0.5962,52,0.6667,9,0.3066
LCO,tier3_full,fly123,Easing-Backwardation,Lasso,50,0.0293,0.2651,0.2945,0.6,0.6087,46,0,1,3.8946
LCO,tier3_full,fly123,Stable-Elevated,Ridge,35,-0.0846,0.0558,0.3581,0.5429,0.5862,29,,,
LCO,tier3_full,fly123,Warm-Up,Ridge,29,-0.0435,0.1247,0.176,0.5862,0.5714,28,,,
LCO,tier2_freight,fly136,ALL_REGIMES,Lasso,206,0.0346,0.039,0.3525,0.5728,0.5767,189,0.7,10,1.0633
LCO,tier2_freight,fly136,Deep-Backwardation,Lasso,56,-0.036,0,0.3924,0.5714,0.5769,52,0.7778,9,1.0996
LCO,tier2_freight,fly136,Easing-Backwardation,Lasso,50,-0.0443,0.0274,0.3846,0.56,0.5652,46,0,1,0.6513
LCO,tier2_freight,fly136,Stable-Elevated,Ridge,35,-0.0225,0.1735,0.393,0.5714,0.5517,29,,,
LCO,tier2_freight,fly136,Warm-Up,Ridge,29,0.0255,0.1081,0.1699,0.7241,0.7143,28,,,
LCO,tier2_physical,fly136,ALL_REGIMES,Lasso,206,0.0235,0.0399,0.3523,0.5728,0.5767,189,0.7,10,1.088
LCO,tier2_physical,fly136,Deep-Backwardation,Lasso,56,5e-04,0.0213,0.3882,0.5714,0.5769,52,0.7778,9,1.1239
LCO,tier2_physical,fly136,Easing-Backwardation,Lasso,50,-0.0044,0.0464,0.3809,0.54,0.5435,46,0,1,0.6852
LCO,tier2_physical,fly136,Stable-Elevated,Ridge,35,0.0258,0.1777,0.392,0.5143,0.4828,29,,,
LCO,tier2_physical,fly136,Warm-Up,Ridge,29,0.0476,0.1395,0.1669,0.7586,0.75,28,,,
LCO,tier3_full,fly136,ALL_REGIMES,Lasso,206,0.0149,0.0737,0.3461,0.5583,0.5608,189,0.7,10,1.0686
LCO,tier3_full,fly136,Deep-Backwardation,Lasso,56,-0.0132,0,0.3924,0.5714,0.5769,52,0.7778,9,1.0996
LCO,tier3_full,fly136,Easing-Backwardation,Lasso,50,-0.0887,0.1035,0.3693,0.58,0.5652,46,0,1,0.7322
LCO,tier3_full,fly136,Stable-Elevated,Ridge,35,0.0203,0.1565,0.397,0.5429,0.5172,29,,,
LCO,tier3_full,fly136,Warm-Up,Ridge,29,-0.0047,0.2023,0.1607,0.7241,0.7143,28,,,
LCO,tier2_freight,m1m2,ALL_REGIMES,Lasso,206,-0.0048,0.0515,0.3368,0.5728,0.582,189,0.9,10,1.4832
LCO,tier2_freight,m1m2,Deep-Backwardation,Lasso,56,-0.0123,0.0057,0.3538,0.6071,0.6346,52,1,9,1.5529
LCO,tier2_freight,m1m2,Easing-Backwardation,Lasso,50,-0.0485,0.0337,0.4216,0.48,0.4783,46,0,1,0.5439
LCO,tier2_freight,m1m2,Stable-Elevated,Ridge,35,0.0131,0.1818,0.3208,0.6857,0.6897,29,,,
LCO,tier2_freight,m1m2,Warm-Up,Ridge,29,-0.1344,7e-04,0.204,0.4828,0.4643,28,,,
LCO,tier2_physical,m1m2,ALL_REGIMES,Lasso,206,-0.0064,0.045,0.338,0.5777,0.5873,189,0.9,10,1.4749
LCO,tier2_physical,m1m2,Deep-Backwardation,Lasso,56,-0.0347,0,0.3548,0.6071,0.6346,52,1,9,1.5424
LCO,tier2_physical,m1m2,Easing-Backwardation,Lasso,50,-0.023,0.0538,0.4171,0.48,0.5,46,0,1,0.5854
LCO,tier2_physical,m1m2,Stable-Elevated,Ridge,35,0.1796,0.2994,0.2968,0.6857,0.6897,29,,,
LCO,tier2_physical,m1m2,Warm-Up,Ridge,29,-0.0959,0.0022,0.2038,0.4828,0.4643,28,,,
LCO,tier3_full,m1m2,ALL_REGIMES,Lasso,206,0.0257,0.0773,0.3322,0.5534,0.5608,189,0.9,10,1.4748
LCO,tier3_full,m1m2,Deep-Backwardation,Lasso,56,-0.026,0.0729,0.3416,0.6071,0.6346,52,1,9,1.5411
LCO,tier3_full,m1m2,Easing-Backwardation,Lasso,50,-0.0119,0.0866,0.4098,0.62,0.6087,46,0,1,0.6128
LCO,tier3_full,m1m2,Stable-Elevated,Ridge,35,0.0062,0.2358,0.31,0.6857,0.6897,29,,,
LCO,tier3_full,m1m2,Warm-Up,Ridge,29,-0.2085,0.0257,0.2014,0.4828,0.4643,28,,,
LCO,tier2_freight,m1m6,ALL_REGIMES,Lasso,206,0.0148,0.0391,0.7338,0.5922,0.5926,189,0.4,10,5.6593
LCO,tier2_freight,m1m6,Deep-Backwardation,Lasso,56,-0.0309,0.0566,0.9526,0.6786,0.6923,52,0.4444,9,5.9532
LCO,tier2_freight,m1m6,Easing-Backwardation,Lasso,50,-0.1017,0,0.834,0.58,0.587,46,0,1,1.1483
LCO,tier2_freight,m1m6,Stable-Elevated,Ridge,35,-0.0273,0.1257,0.5282,0.6857,0.6552,29,,,
LCO,tier2_freight,m1m6,Warm-Up,Ridge,29,0.0329,0.1134,0.3881,0.7586,0.75,28,,,
LCO,tier2_physical,m1m6,ALL_REGIMES,Lasso,206,-0.0124,0,0.7486,0.6117,0.6138,189,0.7,10,4.8795
