product,date,regime,tier,spread_target,crude_surprise_mmbbl,surprise_z,driving_season,heating_season,y_actual,y_pred,correct_sign,abs_error,error
LGO,2026-03-25,Deep-Backwardation,tier2_freight,m1m2,35304.75,2.015,0,1,6.8792,0.1186,TRUE,6.7606,-6.7606
LGO,2026-03-25,Deep-Backwardation,tier3_full,m1m2,35304.75,2.015,0,1,6.8792,0.1801,TRUE,6.6991,-6.6991
LGO,2026-03-25,Deep-Backwardation,tier2_physical,m2m3,35304.75,2.015,0,1,5.4586,-0.4188,FALSE,5.8774,-5.8774
LGO,2026-03-25,Deep-Backwardation,tier2_freight,m2m3,35304.75,2.015,0,1,5.4586,-0.0221,FALSE,5.4807,-5.4807
LGO,2026-03-25,Deep-Backwardation,tier3_full,m2m3,35304.75,2.015,0,1,5.4586,-0.0191,FALSE,5.4777,-5.4777
LGO,2026-03-25,Deep-Backwardation,tier2_physical,m1m6,35304.75,2.015,0,1,20.4251,-0.0473,FALSE,20.4724,-20.4724
LGO,2026-03-25,Deep-Backwardation,tier2_freight,m1m6,35304.75,2.015,0,1,20.4251,-0.1538,FALSE,20.5788,-20.5788
LGO,2026-03-25,Deep-Backwardation,tier3_full,m1m6,35304.75,2.015,0,1,20.4251,-0.0971,FALSE,20.5221,-20.5221
LGO,2026-03-25,Deep-Backwardation,tier2_physical,fly123,35304.75,2.015,0,1,1.4206,0.1875,TRUE,1.2331,-1.2331
LGO,2026-03-25,Deep-Backwardation,tier2_freight,fly123,35304.75,2.015,0,1,1.4206,0.1525,TRUE,1.2681,-1.2681
LGO,2026-03-25,Deep-Backwardation,tier3_full,fly123,35304.75,2.015,0,1,1.4206,0.2044,TRUE,1.2162,-1.2162
LGO,2026-03-25,Deep-Backwardation,tier2_physical,fly136,35304.75,2.015,0,1,4.2506,-0.3409,FALSE,4.5914,-4.5914
LGO,2026-03-25,Deep-Backwardation,tier2_freight,fly136,35304.75,2.015,0,1,4.2506,0.3388,TRUE,3.9117,-3.9117
LGO,2026-03-25,Deep-Backwardation,tier3_full,fly136,35304.75,2.015,0,1,4.2506,1.0507,TRUE,3.1999,-3.1999
LGO,2026-04-01,Deep-Backwardation,tier2_physical,m1m2,34791.25,1.991,0,0,5.563,0.1732,TRUE,5.3898,-5.3898
LGO,2026-04-01,Deep-Backwardation,tier2_freight,m1m2,34791.25,1.991,0,0,5.563,0.1105,TRUE,5.4525,-5.4525
LGO,2026-04-01,Deep-Backwardation,tier3_full,m1m2,34791.25,1.991,0,0,5.563,0.1801,TRUE,5.3829,-5.3829
LGO,2026-04-01,Deep-Backwardation,tier2_physical,m2m3,34791.25,1.991,0,0,6.8531,-0.4155,FALSE,7.2686,-7.2686
LGO,2026-04-01,Deep-Backwardation,tier2_freight,m2m3,34791.25,1.991,0,0,6.8531,-0.023,FALSE,6.8761,-6.8761
LGO,2026-04-01,Deep-Backwardation,tier3_full,m2m3,34791.25,1.991,0,0,6.8531,-0.0193,FALSE,6.8724,-6.8724
LGO,2026-04-01,Deep-Backwardation,tier2_physical,m1m6,34791.25,1.991,0,0,23.0973,-0.0473,FALSE,23.1446,-23.1446
LGO,2026-04-01,Deep-Backwardation,tier2_freight,m1m6,34791.25,1.991,0,0,23.0973,-0.1667,FALSE,23.264,-23.264
LGO,2026-04-01,Deep-Backwardation,tier3_full,m1m6,34791.25,1.991,0,0,23.0973,-0.0955,FALSE,23.1929,-23.1929
LGO,2026-04-01,Deep-Backwardation,tier2_physical,fly123,34791.25,1.991,0,0,-1.2901,0.1875,FALSE,1.4776,1.4776
LGO,2026-04-01,Deep-Backwardation,tier2_freight,fly123,34791.25,1.991,0,0,-1.2901,0.1464,FALSE,1.4365,1.4365
LGO,2026-04-01,Deep-Backwardation,tier3_full,fly123,34791.25,1.991,0,0,-1.2901,0.2047,FALSE,1.4947,1.4947
LGO,2026-04-01,Deep-Backwardation,tier2_physical,fly136,34791.25,1.991,0,0,1.7349,-0.3379,FALSE,2.0728,-2.0728
LGO,2026-04-01,Deep-Backwardation,tier2_freight,fly136,34791.25,1.991,0,0,1.7349,0.3339,TRUE,1.401,-1.401
LGO,2026-04-01,Deep-Backwardation,tier3_full,fly136,34791.25,1.991,0,0,1.7349,0.8091,TRUE,0.9258,-0.9258
LGO,2026-04-08,Deep-Backwardation,tier2_physical,m1m2,40589.75,2.261,0,0,-0.5285,0.1727,FALSE,0.7012,0.7012
LGO,2026-04-08,Deep-Backwardation,tier2_freight,m1m2,40589.75,2.261,0,0,-0.5285,0.0185,FALSE,0.547,0.547
LGO,2026-04-08,Deep-Backwardation,tier3_full,m1m2,40589.75,2.261,0,0,-0.5285,0.1149,FALSE,0.6434,0.6434
LGO,2026-04-08,Deep-Backwardation,tier2_physical,m2m3,40589.75,2.261,0,0,0.5705,-0.4524,FALSE,1.0228,-1.0228
LGO,2026-04-08,Deep-Backwardation,tier2_freight,m2m3,40589.75,2.261,0,0,0.5705,-0.0341,FALSE,0.6046,-0.6046
LGO,2026-04-08,Deep-Backwardation,tier3_full,m2m3,40589.75,2.261,0,0,0.5705,-0.0324,FALSE,0.6029,-0.6029
LGO,2026-04-08,Deep-Backwardation,tier2_physical,m1m6,40589.75,2.261,0,0,0.9541,-0.0483,FALSE,1.0024,-1.0024
LGO,2026-04-08,Deep-Backwardation,tier2_freight,m1m6,40589.75,2.261,0,0,0.9541,-0.3157,FALSE,1.2698,-1.2698
LGO,2026-04-08,Deep-Backwardation,tier3_full,m1m6,40589.75,2.261,0,0,0.9541,-0.2136,FALSE,1.1677,-1.1677
LGO,2026-04-08,Deep-Backwardation,tier2_physical,fly123,40589.75,2.261,0,0,-1.099,0.1874,FALSE,1.2864,1.2864
LGO,2026-04-08,Deep-Backwardation,tier2_freight,fly123,40589.75,2.261,0,0,-1.099,0.0786,FALSE,1.1776,1.1776
LGO,2026-04-08,Deep-Backwardation,tier3_full,fly123,40589.75,2.261,0,0,-1.099,0.1511,FALSE,1.2501,1.2501
LGO,2026-04-08,Deep-Backwardation,tier2_physical,fly136,40589.75,2.261,0,0,-0.8702,-0.3716,TRUE,0.4987,0.4987
LGO,2026-04-08,Deep-Backwardation,tier2_freight,fly136,40589.75,2.261,0,0,-0.8702,0.2777,FALSE,1.1479,1.1479
LGO,2026-04-08,Deep-Backwardation,tier3_full,fly136,40589.75,2.261,0,0,-0.8702,-1.1808,TRUE,0.3106,-0.3106
LGO,2026-04-15,Deep-Backwardation,tier2_physical,m1m2,25737.25,1.568,0,0,-5.2148,0.174,FALSE,5.3888,5.3888
LGO,2026-04-15,Deep-Backwardation,tier2_freight,m1m2,25737.25,1.568,0,0,-5.2148,0.272,FALSE,5.4868,5.4868
LGO,2026-04-15,Deep-Backwardation,tier3_full,m1m2,25737.25,1.568,0,0,-5.2148,0.3094,FALSE,5.5242,5.5242
LGO,2026-04-15,Deep-Backwardation,tier2_physical,m2m3,25737.25,1.568,0,0,-2.9888,-0.358,TRUE,2.6308,2.6308
LGO,2026-04-15,Deep-Backwardation,tier2_freight,m2m3,25737.25,1.568,0,0,-2.9888,-0.0033,TRUE,2.9855,2.9855
LGO,2026-04-15,Deep-Backwardation,tier3_full,m2m3,25737.25,1.568,0,0,-2.9888,0,TRUE,2.9888,2.9888
LGO,2026-04-15,Deep-Backwardation,tier2_physical,m1m6,25737.25,1.568,0,0,-9.1342,-0.0457,TRUE,9.0885,9.0885
LGO,2026-04-15,Deep-Backwardation,tier2_freight,m1m6,25737.25,1.568,0,0,-9.1342,0.0958,FALSE,9.23,9.23
LGO,2026-04-15,Deep-Backwardation,tier3_full,m1m6,25737.25,1.568,0,0,-9.1342,0.0718,FALSE,9.206,9.206
LGO,2026-04-15,Deep-Backwardation,tier2_physical,fly123,25737.25,1.568,0,0,-2.226,0.1877,FALSE,2.4136,2.4136
LGO,2026-04-15,Deep-Backwardation,tier2_freight,fly123,25737.25,1.568,0,0,-2.226,0.265,FALSE,2.4909,2.4909
LGO,2026-04-15,Deep-Backwardation,tier3_full,fly123,25737.25,1.568,0,0,-2.226,0.3214,FALSE,2.5473,2.5473
LGO,2026-04-15,Deep-Backwardation,tier2_physical,fly136,25737.25,1.568,0,0,-7.2729,-0.2853,TRUE,6.9877,6.9877
LGO,2026-04-15,Deep-Backwardation,tier2_freight,fly136,25737.25,1.568,0,0,-7.2729,0.4323,FALSE,7.7053,7.7053
LGO,2026-04-15,Deep-Backwardation,tier3_full,fly136,25737.25,1.568,0,0,-7.2729,6.359,FALSE,13.6319,13.6319
LGO,2026-04-22,Deep-Backwardation,tier2_physical,m1m2,16922.75,1.157,0,0,0.7838,0.1748,TRUE,0.609,-0.609
LGO,2026-04-22,Deep-Backwardation,tier2_freight,m1m2,16922.75,1.157,0,0,0.7838,0.1445,TRUE,0.6393,-0.6393
LGO,2026-04-22,Deep-Backwardation,tier3_full,m1m2,16922.75,1.157,0,0,0.7838,0.2004,TRUE,0.5834,-0.5834
LGO,2026-04-22,Deep-Backwardation,tier2_physical,m2m3,16922.75,1.157,0,0,1.1074,-0.3019,FALSE,1.4093,-1.4093
LGO,2026-04-22,Deep-Backwardation,tier2_freight,m2m3,16922.75,1.157,0,0,1.1074,-0.0166,FALSE,1.124,-1.124
LGO,2026-04-22,Deep-Backwardation,tier3_full,m2m3,16922.75,1.157,0,0,1.1074,-0.0167,FALSE,1.1241,-1.1241
LGO,2026-04-22,Deep-Backwardation,tier2_physical,m1m6,16922.75,1.157,0,0,2.6059,-0.0442,FALSE,2.6501,-2.6501
LGO,2026-04-22,Deep-Backwardation,tier2_freight,m1m6,16922.75,1.157,0,0,2.6059,-0.1022,FALSE,2.7081,-2.7081
LGO,2026-04-22,Deep-Backwardation,tier3_full,m1m6,16922.75,1.157,0,0,2.6059,-0.0855,FALSE,2.6914,-2.6914
LGO,2026-04-22,Deep-Backwardation,tier2_physical,fly123,16922.75,1.157,0,0,-0.3236,0.1879,FALSE,0.5115,0.5115
LGO,2026-04-22,Deep-Backwardation,tier2_freight,fly123,16922.75,1.157,0,0,-0.3236,0.1678,FALSE,0.4914,0.4914
LGO,2026-04-22,Deep-Backwardation,tier3_full,fly123,16922.75,1.157,0,0,-0.3236,0.2237,FALSE,0.5473,0.5473
LGO,2026-04-22,Deep-Backwardation,tier2_physical,fly136,16922.75,1.157,0,0,1.1764,-0.2341,FALSE,1.4105,-1.4105
LGO,2026-04-22,Deep-Backwardation,tier2_freight,fly136,16922.75,1.157,0,0,1.1764,0.3544,TRUE,0.822,-0.822
LGO,2026-04-22,Deep-Backwardation,tier3_full,fly136,16922.75,1.157,0,0,1.1764,2.3357,TRUE,1.1593,1.1593
LGO,2026-04-29,Deep-Backwardation,tier2_physical,m1m2,-169.75,0.36,0,0,0.5649,0.1763,TRUE,0.3886,-0.3886
LGO,2026-04-29,Deep-Backwardation,tier2_freight,m1m2,-169.75,0.36,0,0,0.5649,0.0959,TRUE,0.469,-0.469
LGO,2026-04-29,Deep-Backwardation,tier3_full,m1m2,-169.75,0.36,0,0,0.5649,0.1623,TRUE,0.4026,-0.4026
LGO,2026-04-29,Deep-Backwardation,tier2_physical,m2m3,-169.75,0.36,0,0,-0.6376,-0.1933,TRUE,0.4443,0.4443
LGO,2026-04-29,Deep-Backwardation,tier2_freight,m2m3,-169.75,0.36,0,0,-0.6376,-0.0208,TRUE,0.6167,0.6167
LGO,2026-04-29,Deep-Backwardation,tier3_full,m2m3,-169.75,0.36,0,0,-0.6376,-0.0239,TRUE,0.6137,0.6137
LGO,2026-04-29,Deep-Backwardation,tier2_physical,m1m6,-169.75,0.36,0,0,-2.0022,-0.0413,TRUE,1.961,1.961
LGO,2026-04-29,Deep-Backwardation,tier2_freight,m1m6,-169.75,0.36,0,0,-2.0022,-0.1747,TRUE,1.8276,1.8276
LGO,2026-04-29,Deep-Backwardation,tier3_full,m1m6,-169.75,0.36,0,0,-2.0022,-0.1439,TRUE,1.8583,1.8583
LGO,2026-04-29,Deep-Backwardation,tier2_physical,fly123,-169.75,0.36,0,0,1.2025,0.1882,TRUE,1.0142,-1.0142
LGO,2026-04-29,Deep-Backwardation,tier2_freight,fly123,-169.75,0.36,0,0,1.2025,0.1294,TRUE,1.0731,-1.0731
LGO,2026-04-29,Deep-Backwardation,tier3_full,fly123,-169.75,0.36,0,0,1.2025,0.1917,TRUE,1.0108,-1.0108
LGO,2026-04-29,Deep-Backwardation,tier2_physical,fly136,-169.75,0.36,0,0,1.8568,-0.1347,FALSE,1.9916,-1.9916
LGO,2026-04-29,Deep-Backwardation,tier2_freight,fly136,-169.75,0.36,0,0,1.8568,0.3249,TRUE,1.5319,-1.5319
LGO,2026-04-29,Deep-Backwardation,tier3_full,fly136,-169.75,0.36,0,0,1.8568,0.8008,TRUE,1.056,-1.056
LGO,2026-05-06,Easing-Backwardation,tier2_physical,m1m2,-13280,-0.252,1,0,-2.198,0.0381,FALSE,2.236,2.236
LGO,2026-05-06,Easing-Backwardation,tier2_freight,m1m2,-13280,-0.252,1,0,-2.198,0.5134,FALSE,2.7114,2.7114
LGO,2026-05-06,Easing-Backwardation,tier3_full,m1m2,-13280,-0.252,1,0,-2.198,4.4508,FALSE,6.6488,6.6488
LGO,2026-05-06,Easing-Backwardation,tier2_physical,m2m3,-13280,-0.252,1,0,-0.1957,0.0428,FALSE,0.2385,0.2385
LGO,2026-05-06,Easing-Backwardation,tier2_freight,m2m3,-13280,-0.252,1,0,-0.1957,0.0428,FALSE,0.2385,0.2385
LGO,2026-05-06,Easing-Backwardation,tier3_full,m2m3,-13280,-0.252,1,0,-0.1957,0.0402,FALSE,0.2359,0.2359
LGO,2026-05-06,Easing-Backwardation,tier2_physical,m1m6,-13280,-0.252,1,0,-2.3406,0.2084,FALSE,2.549,2.549
LGO,2026-05-06,Easing-Backwardation,tier2_freight,m1m6,-13280,-0.252,1,0,-2.3406,0.2084,FALSE,2.549,2.549
LGO,2026-05-06,Easing-Backwardation,tier3_full,m1m6,-13280,-0.252,1,0,-2.3406,3.3717,FALSE,5.7123,5.7123
LGO,2026-05-06,Easing-Backwardation,tier2_physical,fly123,-13280,-0.252,1,0,-2.0022,-0.0047,TRUE,1.9975,1.9975
LGO,2026-05-06,Easing-Backwardation,tier2_freight,fly123,-13280,-0.252,1,0,-2.0022,1.0468,FALSE,3.049,3.049
LGO,2026-05-06,Easing-Backwardation,tier3_full,fly123,-13280,-0.252,1,0,-2.0022,0.7284,FALSE,2.7306,2.7306
LGO,2026-05-06,Easing-Backwardation,tier2_physical,fly136,-13280,-0.252,1,0,-2.4469,-0.0467,TRUE,2.4002,2.4002
LGO,2026-05-06,Easing-Backwardation,tier2_freight,fly136,-13280,-0.252,1,0,-2.4469,1.1084,FALSE,3.5553,3.5553
LGO,2026-05-06,Easing-Backwardation,tier3_full,fly136,-13280,-0.252,1,0,-2.4469,-0.0467,TRUE,2.4002,2.4002
LGO,2026-05-13,Easing-Backwardation,tier2_physical,m1m2,-32924.5,-1.168,1,0,0.604,0.0381,TRUE,0.566,-0.566
LGO,2026-05-13,Easing-Backwardation,tier2_freight,m1m2,-32924.5,-1.168,1,0,0.604,-0.0638,FALSE,0.6678,-0.6678
LGO,2026-05-13,Easing-Backwardation,tier3_full,m1m2,-32924.5,-1.168,1,0,0.604,-0.9237,FALSE,1.5277,-1.5277
LGO,2026-05-13,Easing-Backwardation,tier2_physical,m2m3,-32924.5,-1.168,1,0,0.7617,0.0428,TRUE,0.719,-0.719
LGO,2026-05-13,Easing-Backwardation,tier2_freight,m2m3,-32924.5,-1.168,1,0,0.7617,0.0428,TRUE,0.719,-0.719
LGO,2026-05-13,Easing-Backwardation,tier3_full,m2m3,-32924.5,-1.168,1,0,0.7617,0.0754,TRUE,0.6864,-0.6864
LGO,2026-05-13,Easing-Backwardation,tier2_physical,m1m6,-32924.5,-1.168,1,0,2.4161,0.2084,TRUE,2.2077,-2.2077
LGO,2026-05-13,Easing-Backwardation,tier2_freight,m1m6,-32924.5,-1.168,1,0,2.4161,0.2084,TRUE,2.2077,-2.2077
LGO,2026-05-13,Easing-Backwardation,tier3_full,m1m6,-32924.5,-1.168,1,0,2.4161,-0.5059,FALSE,2.922,-2.922
LGO,2026-05-13,Easing-Backwardation,tier2_physical,fly123,-32924.5,-1.168,1,0,-0.1577,-0.0047,TRUE,0.153,0.153
LGO,2026-05-13,Easing-Backwardation,tier2_freight,fly123,-32924.5,-1.168,1,0,-0.1577,-0.23,TRUE,0.0723,-0.0723
LGO,2026-05-13,Easing-Backwardation,tier3_full,fly123,-32924.5,-1.168,1,0,-0.1577,-0.1618,TRUE,0.0041,-0.0041
LGO,2026-05-13,Easing-Backwardation,tier2_physical,fly136,-32924.5,-1.168,1,0,0.3154,-0.0467,FALSE,0.3621,-0.3621
LGO,2026-05-13,Easing-Backwardation,tier2_freight,fly136,-32924.5,-1.168,1,0,0.3154,-0.2942,FALSE,0.6097,-0.6097
LGO,2026-05-13,Easing-Backwardation,tier3_full,fly136,-32924.5,-1.168,1,0,0.3154,-0.0467,FALSE,0.3621,-0.3621
