variant,variant_label,product,spread_target,tier,regime,n_events_oos,hit_rate_oos,rmse,mae,n_events_is,r2_insample,r2_cv,rmse_bbl,hit_rate_is,hit_sig,n_sig,alpha_used
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier2_physical,Easing-Backwardation,1,0,1.1483,1.1483,50,0,-0.0707,0.834,0.58,0.587,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier3_full,ALL_REGIMES,12,0.5833,5.2829,4.2357,269,0.0109,-0.0169,0.7395,0.6245,0.6138,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier3_full,Deep-Backwardation,11,0.6364,5.5067,4.5148,70,0,-0.023,0.9592,0.6286,0.6346,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m1m6,tier3_full,Easing-Backwardation,1,0,1.1647,1.1647,64,0,-0.0516,0.765,0.625,0.587,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier3_full,ALL_REGIMES,10,0.7,5.1321,4.2377,206,0.0497,-0.0066,0.7298,0.6214,0.6243,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier3_full,Deep-Backwardation,9,0.7778,5.1254,4.1316,56,0,-0.0367,0.9807,0.625,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m1m6,tier3_full,Easing-Backwardation,1,0,5.1919,5.1919,50,0.0879,-0.0206,0.7965,0.62,0.6087,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier3_full,ALL_REGIMES,10,0.7,5.3578,4.43,206,0.0349,-0.017,0.7354,0.6117,0.6138,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier3_full,Deep-Backwardation,9,0.7778,5.1254,4.1316,56,0,-0.0494,0.9807,0.625,0.6346,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m1m6,tier3_full,Easing-Backwardation,1,0,7.1154,7.1154,50,0.1065,0.0013,0.7884,0.62,0.6087,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier3_full,ALL_REGIMES,10,0.7,5.0326,4.1365,206,0.028,-0.0036,0.7381,0.6117,0.6138,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier3_full,Deep-Backwardation,9,0.7778,5.1267,4.1418,56,0.0289,-0.0232,0.9665,0.625,0.6346,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m1m6,tier3_full,Easing-Backwardation,1,0,4.0895,4.0895,50,0.0758,-0.0331,0.8018,0.62,0.6087,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,ALL_REGIMES,10,0.3,1.4837,1.1528,206,0.0131,0.0083,0.1789,0.6408,0.6455,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,Deep-Backwardation,9,0.3333,1.5578,1.2347,56,0.0151,-0.0032,0.2473,0.6071,0.6154,52,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,Easing-Backwardation,1,0,0.4157,0.4157,50,0.0196,-8e-04,0.1805,0.66,0.6739,46,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,ALL_REGIMES,10,0.3,1.479,1.1419,184,0.0123,0.0069,0.0997,0.6467,0.6488,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,Deep-Backwardation,9,0.3333,1.5541,1.2279,50,0.1232,0.105,0.1063,0.62,0.617,47,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier1_baseline,Easing-Backwardation,1,0,0.3678,0.3678,44,5e-04,-0.0233,0.113,0.6591,0.675,40,
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_freight,ALL_REGIMES,12,0.6667,1.4883,1.1954,269,0.0201,-0.0014,0.1787,0.632,0.6402,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_freight,Deep-Backwardation,11,0.6364,1.5514,1.2743,70,0,-0.0382,0.2429,0.6714,0.6731,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.3278,0.3278,64,0.0539,-0.0416,0.1632,0.6406,0.6739,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_freight,ALL_REGIMES,10,0.8,1.5059,1.2974,206,0.0259,-4e-04,0.1778,0.6359,0.6402,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_freight,Deep-Backwardation,9,0.7778,1.5789,1.3873,56,0.0521,-0.0482,0.2426,0.6786,0.6923,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_freight,Easing-Backwardation,1,1,0.4888,0.4888,50,0.0402,0.003,0.1786,0.66,0.6522,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,ALL_REGIMES,10,0.8,1.4287,1.13,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,Deep-Backwardation,9,0.8889,1.501,1.2148,56,0.0032,-0.02,0.2488,0.6607,0.6731,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0417,0.1823,0.64,0.6522,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,ALL_REGIMES,10,0.7,1.3956,1.1706,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,Deep-Backwardation,9,0.7778,1.466,1.2598,56,0.0212,-0.0372,0.2465,0.6607,0.6731,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_freight,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0324,0.1823,0.64,0.6522,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_physical,ALL_REGIMES,12,0.3333,1.5211,1.2142,269,0.0106,-3e-04,0.1796,0.632,0.6402,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_physical,Deep-Backwardation,11,0.3636,1.5848,1.2913,70,0.0244,-0.0366,0.2399,0.6857,0.6731,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier2_physical,Easing-Backwardation,1,0,0.3664,0.3664,64,0,-0.0405,0.1677,0.6562,0.6522,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_physical,ALL_REGIMES,10,0.3,1.4828,1.143,206,0.0126,-0.0092,0.179,0.6359,0.6402,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_physical,Deep-Backwardation,9,0.3333,1.5582,1.2292,56,0.0239,-0.0294,0.2462,0.625,0.6346,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier2_physical,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0374,0.1823,0.64,0.6522,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,ALL_REGIMES,10,0.7,1.4497,1.129,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,Deep-Backwardation,9,0.7778,1.5232,1.2136,56,0,-0.1017,0.2492,0.6607,0.6731,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.1308,0.1823,0.64,0.6522,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,ALL_REGIMES,10,0.8,1.4617,1.1346,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,Deep-Backwardation,9,0.8889,1.5359,1.2198,56,0.0091,-0.0447,0.248,0.6607,0.6731,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier2_physical,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0715,0.1823,0.64,0.6522,46,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier3_full,ALL_REGIMES,12,0.5833,1.4891,1.1986,269,0,-0.01,0.1806,0.6283,0.6349,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier3_full,Deep-Backwardation,11,0.6364,1.5514,1.2743,70,0,-0.058,0.2429,0.6714,0.6731,52,1
v1_ridge_all,Ridge/Lasso — all events (original),LCO,m2m3,tier3_full,Easing-Backwardation,1,0,0.3664,0.3664,64,0,-0.1289,0.1677,0.6562,0.6522,46,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier3_full,ALL_REGIMES,10,0.7,1.4497,1.129,206,0.0618,0.0012,0.1744,0.6117,0.6085,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier3_full,Deep-Backwardation,9,0.7778,1.5232,1.2136,56,0,-0.0656,0.2492,0.6607,0.6731,52,1
v2_ridge_sig,Ridge/Lasso — sig events only,LCO,m2m3,tier3_full,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0391,0.1823,0.64,0.6522,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier3_full,ALL_REGIMES,10,0.7,1.4503,1.1314,206,0.0618,0.0165,0.1744,0.6117,0.6085,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier3_full,Deep-Backwardation,9,0.7778,1.5232,1.2136,56,0,-0.0212,0.2492,0.6607,0.6731,52,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LCO,m2m3,tier3_full,Easing-Backwardation,1,0,0.3921,0.3921,50,0.0411,-0.0108,0.1785,0.64,0.6522,46,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier3_full,ALL_REGIMES,10,0.7,1.4497,1.129,206,0.0488,-0.0021,0.1756,0.6214,0.619,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier3_full,Deep-Backwardation,9,0.7778,1.5232,1.2136,56,0,-0.065,0.2492,0.6607,0.6731,52,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LCO,m2m3,tier3_full,Easing-Backwardation,1,0,0.3675,0.3675,50,0,-0.0674,0.1823,0.64,0.6522,46,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,ALL_REGIMES,9,0.5556,3.2545,2.157,206,0.011,0.0061,0.6506,0.4951,0.5026,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,Deep-Backwardation,8,0.5,3.4515,2.408,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,Easing-Backwardation,1,1,0.1489,0.1489,35,1e-04,-0.0302,0.4344,0.6,0.5357,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,ALL_REGIMES,9,0.4444,3.2571,2.1649,184,0.0217,0.0163,0.3418,0.5217,0.5357,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,Deep-Backwardation,8,0.5,3.4539,2.4096,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier1_baseline,Easing-Backwardation,1,0,0.207,0.207,31,0.0908,0.0595,0.2343,0.5161,0.5417,24,
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_freight,ALL_REGIMES,11,0.5455,3.0249,2.099,269,0.0053,-0.0018,0.7375,0.4833,0.4921,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_freight,Deep-Backwardation,9,0.5556,3.218,2.2616,18,0.001,-0.451,1.9867,0.6111,0.6,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_freight,Easing-Backwardation,2,0.5,1.9308,1.3674,47,0.0317,-0.0032,0.4382,0.617,0.6071,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_freight,ALL_REGIMES,9,0.5556,3.1178,2.1586,206,0.0067,-0.0026,0.652,0.5049,0.5132,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_freight,Deep-Backwardation,8,0.5,3.3066,2.4112,17,4e-04,-0.4283,1.456,0.6471,0.6,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1385,0.1385,35,3e-04,-0.0519,0.4344,0.6,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_freight,ALL_REGIMES,9,0.5556,3.1178,2.1586,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_freight,Deep-Backwardation,8,0.5,3.3066,2.4112,17,4e-04,-0.3529,1.456,0.6471,0.6,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1385,0.1385,35,3e-04,-0.0063,0.4344,0.6,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_freight,ALL_REGIMES,9,0.5556,3.1178,2.1586,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_freight,Deep-Backwardation,8,0.5,3.3066,2.4112,17,4e-04,-0.2215,1.456,0.6471,0.6,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_freight,Easing-Backwardation,1,1,0.1385,0.1385,35,3e-04,-0.0477,0.4344,0.6,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_physical,ALL_REGIMES,11,0.6364,2.9669,2.0437,269,0,-0.0047,0.7394,0.4907,0.5026,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_physical,Deep-Backwardation,9,0.5556,3.2114,2.2589,18,5e-04,-0.0664,1.9873,0.6111,0.6,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier2_physical,Easing-Backwardation,2,1,1.4166,1.0753,47,0,-0.1399,0.4453,0.5957,0.5357,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_physical,ALL_REGIMES,9,0.5556,3.1149,2.1622,206,0,-0.0179,0.6542,0.4951,0.5026,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_physical,Deep-Backwardation,8,0.5,3.3035,2.4147,17,2e-04,-0.247,1.4562,0.6471,0.6,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier2_physical,Easing-Backwardation,1,1,0.1426,0.1426,35,1e-04,-0.0686,0.4344,0.6,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_physical,ALL_REGIMES,9,0.5556,3.1149,2.1622,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_physical,Deep-Backwardation,8,0.5,3.3035,2.4147,17,2e-04,-0.0162,1.4562,0.6471,0.6,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier2_physical,Easing-Backwardation,1,1,0.1426,0.1426,35,1e-04,-0.0372,0.4344,0.6,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_physical,ALL_REGIMES,9,0.5556,3.1149,2.1622,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_physical,Deep-Backwardation,8,0.5,3.3035,2.4147,17,2e-04,-0.1012,1.4562,0.6471,0.6,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier2_physical,Easing-Backwardation,1,1,0.1426,0.1426,35,1e-04,-0.0852,0.4344,0.6,0.5357,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier3_full,ALL_REGIMES,11,0.5455,2.9917,2.0757,269,0,-0.0067,0.7394,0.4907,0.5026,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier3_full,Deep-Backwardation,9,0.5556,3.2108,2.2646,18,0.0025,-0.1181,1.9853,0.6111,0.6,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly123,tier3_full,Easing-Backwardation,2,0.5,1.6844,1.226,47,0.0173,-0.0094,0.4414,0.5319,0.4643,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier3_full,ALL_REGIMES,9,0.5556,3.1169,2.1547,206,0,-0.0148,0.6542,0.4951,0.5026,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier3_full,Deep-Backwardation,8,0.5,3.3057,2.4087,17,0.0017,-0.097,1.455,0.6471,0.6,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly123,tier3_full,Easing-Backwardation,1,1,0.1226,0.1226,35,0.0022,-0.071,0.434,0.6,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier3_full,ALL_REGIMES,9,0.5556,3.1169,2.1548,206,0,-0.0113,0.6542,0.4951,0.5026,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier3_full,Deep-Backwardation,8,0.5,3.3057,2.4087,17,0.0017,-0.0354,1.455,0.6471,0.6,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly123,tier3_full,Easing-Backwardation,1,1,0.1243,0.1243,35,0.002,-0.0687,0.434,0.6,0.5357,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier3_full,ALL_REGIMES,9,0.5556,3.1169,2.1548,206,0,-0.023,0.6542,0.4951,0.5026,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier3_full,Deep-Backwardation,8,0.5,3.3057,2.4087,17,0.0017,-0.1068,1.455,0.6471,0.6,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly123,tier3_full,Easing-Backwardation,1,1,0.1243,0.1243,35,0.002,-0.0421,0.434,0.6,0.5357,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,ALL_REGIMES,9,0.5556,5.9857,4.0273,206,0.0073,0.0024,1.2186,0.5388,0.5344,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,Deep-Backwardation,8,0.625,6.3466,4.472,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,Easing-Backwardation,1,0,0.4699,0.4699,35,0.0142,-0.0157,0.713,0.5429,0.5714,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,ALL_REGIMES,9,0.6667,5.982,4.0029,184,0.0253,0.0199,0.4921,0.5326,0.5298,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,Deep-Backwardation,8,0.625,6.3442,4.469,,,,,,,,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier1_baseline,Easing-Backwardation,1,1,0.2746,0.2746,31,0.0485,0.0157,0.3795,0.5484,0.5833,24,
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_freight,ALL_REGIMES,11,0.2727,6.0233,4.3583,269,0.0121,-0.0038,1.3068,0.5242,0.5291,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_freight,Deep-Backwardation,9,0.2222,6.6096,5.0199,18,0.0435,-0.0964,2.4374,0.6667,0.7333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_freight,Easing-Backwardation,2,0.5,1.7164,1.3811,47,0,-0.116,0.7202,0.5106,0.5714,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_freight,ALL_REGIMES,9,0.6667,5.736,3.6476,206,0,-0.037,1.2231,0.534,0.5291,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_freight,Deep-Backwardation,8,0.75,6.0826,4.0582,17,0.0011,-0.5275,1.4393,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_freight,Easing-Backwardation,1,0,0.363,0.363,35,9e-04,-0.1011,0.7178,0.5429,0.5714,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_freight,ALL_REGIMES,9,0.7778,6.0114,3.87,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_freight,Deep-Backwardation,8,0.875,6.3747,4.3085,17,0.0366,-0.3384,1.4135,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_freight,Easing-Backwardation,1,0,0.3622,0.3622,35,6e-04,-0.0923,0.7179,0.5429,0.5714,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_freight,ALL_REGIMES,9,0.6667,5.7961,3.7033,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_freight,Deep-Backwardation,8,0.75,6.1463,4.121,17,0.0104,-0.11,1.4326,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_freight,Easing-Backwardation,1,0,0.3622,0.3622,35,6e-04,-0.0382,0.7179,0.5429,0.5714,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_physical,ALL_REGIMES,11,0.7273,5.4735,3.6448,269,0.0143,-0.008,1.3053,0.5316,0.5397,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_physical,Deep-Backwardation,9,0.7778,5.9968,4.1479,18,0.0497,-0.1237,2.4294,0.6667,0.7333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier2_physical,Easing-Backwardation,2,0.5,1.7164,1.3811,47,0,-0.1322,0.7202,0.5106,0.5714,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_physical,ALL_REGIMES,9,0.6667,5.7662,3.7071,206,0,-0.0279,1.2231,0.534,0.5291,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_physical,Deep-Backwardation,8,0.75,6.1146,4.1253,17,0.0335,-0.1085,1.4158,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier2_physical,Easing-Backwardation,1,0,0.3614,0.3614,35,6e-04,-0.0569,0.7179,0.5429,0.5714,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_physical,ALL_REGIMES,9,0.6667,5.7321,3.6647,206,,,,,,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_physical,Deep-Backwardation,8,0.75,6.0767,4.0532,17,0.0012,-0.1845,1.4393,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier2_physical,Easing-Backwardation,1,0,0.5566,0.5566,35,0.0803,-0.0226,0.6887,0.6857,0.6786,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_physical,ALL_REGIMES,9,0.6667,5.7853,3.7673,184,,,,,,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_physical,Deep-Backwardation,8,0.75,6.1318,4.1558,17,0.0455,-0.0548,1.407,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier2_physical,Easing-Backwardation,1,0,0.6597,0.6597,35,0.0916,0.0051,0.6845,0.6571,0.6429,28,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier3_full,ALL_REGIMES,11,0.7273,5.3801,3.4992,269,0,-0.0073,1.3147,0.5242,0.5291,189,1
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier3_full,Deep-Backwardation,9,0.7778,5.8926,3.9699,18,0.0048,-0.103,2.4862,0.6667,0.7333,15,0
v1_ridge_all,Ridge/Lasso — all events (original),LGO,fly136,tier3_full,Easing-Backwardation,2,0.5,1.7164,1.3811,47,0,-0.0749,0.7202,0.5106,0.5714,28,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier3_full,ALL_REGIMES,9,0.6667,5.7368,3.6513,206,0,-0.0496,1.2231,0.534,0.5291,189,1
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier3_full,Deep-Backwardation,8,0.75,6.0834,4.0611,17,0.0038,-0.3421,1.4374,0.7059,0.7333,15,0
v2_ridge_sig,Ridge/Lasso — sig events only,LGO,fly136,tier3_full,Easing-Backwardation,1,0,0.3724,0.3724,35,0.0028,-0.0317,0.7171,0.5429,0.5714,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier3_full,ALL_REGIMES,9,0.3333,6.219,4.2165,206,0,-0.0224,1.2231,0.534,0.5291,189,1
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier3_full,Deep-Backwardation,8,0.375,6.5949,4.6969,17,0.1989,-0.326,1.289,0.7059,0.7333,15,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,fly136,tier3_full,Easing-Backwardation,1,0,0.3735,0.3735,35,0.003,-0.0836,0.7171,0.5429,0.5714,28,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier3_full,ALL_REGIMES,9,0.6667,5.7679,3.6887,206,0,-0.0364,1.2231,0.534,0.5291,189,1
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier3_full,Deep-Backwardation,8,0.75,6.1163,4.1027,17,0.0194,-0.0274,1.4261,0.7059,0.7333,15,0
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,fly136,tier3_full,Easing-Backwardation,1,0,0.3761,0.3761,35,0.0037,-0.055,0.7168,0.5429,0.5714,28,0
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,ALL_REGIMES,9,0.3333,4.7173,3.8052,206,0.0244,0.0196,0.758,0.5583,0.5714,189,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,Deep-Backwardation,8,0.25,4.9996,4.2112,,,,,,,,
v3_ols_sig,OLS (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,Easing-Backwardation,1,1,0.5565,0.5565,35,0.0053,-0.0248,0.4674,0.4571,0.4643,28,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,ALL_REGIMES,9,0.6667,4.6684,3.7727,184,0.0157,0.0103,0.3958,0.5489,0.5595,168,
v4_ols_sig_trim,OLS + tail trim (DOF-guarded) — sig events,LGO,m1m2,tier1_baseline,Deep-Backwardation,8,0.625,4.9474,4.1725,,,,,,,,
