product,window,n_trades,hit_rate,avg_pnl,total_pnl,avg_win,avg_loss,pct_stop,pct_target,pct_eod
CL,validation,5,0.4,-0.00188236656315074,-0.0094118328157537,0.0838391959491911,-0.059030074904712,0.6,0.4,0
CL,test,194,0.314432989690722,0.00679437962124313,1.31810964652117,0.180322182024318,-0.0727935598267835,0.592783505154639,0.376288659793814,0.0309278350515464
WTCL_LCO,validation,8,0.5,0.0364081827695032,0.291265462156026,0.166363131565199,-0.093546766026193,0.375,0.5,0.125
WTCL_LCO,test,165,0.436363636363636,0.0614479461290537,10.1389111112939,0.343234309058259,-0.156709238074202,0.545454545454545,0.442424242424243,0.0121212121212121
